$movie_id$movie_title$comment_user$comment_time$comment_vote$comment_text
0$26383524$锁麟囊(京剧)$小浣熊二$2015-05-20 21:38:42$71$"这才是人生难预料，不想团圆在今朝。
433$26383524$锁麟囊(京剧)$那个海燕$2022-03-27 00:30:01$0$补档 我太爱这个了
434$26383524$锁麟囊(京剧)$梨涡点$2017-12-09 21:25:56$0$小时候跟着外婆看的……
435$26383524$锁麟囊(京剧)$是朕$2019-12-21 12:15:48$1$最喜欢的一出京剧，迟团很棒，赞赞赞
436$26383524$锁麟囊(京剧)$momo$2022-08-30 21:12:09$0$他教我收余恨 免娇嗔 且自新 改性情 休恋逝水 苦海回身 早悟兰因。非要把这句话强解为珍惜美好的婚姻不知道在想些什么，明明薛在唱词里将丈夫排在了最末位。
437$26383524$锁麟囊(京剧)$雍雍鸣雁$2022-08-14 12:56:53$0$“一霎时把七情俱已昧尽，参透了酸辛处泪湿衣襟。只说道铁富贵一生铸定，又谁知人生数顷刻分明。……这也是老天爷一番教训。他教我收余恨免娇嗔，且自新、改性情，休恋逝水、苦海回身、早悟兰因。……”
438$26383524$锁麟囊(京剧)$Kissproof$2022-11-01 22:20:57$0$这也是老天爷一番教训，他叫我收余恨、免娇嗔、且自新、改性情、休恋逝水、苦海回身、早悟兰因。
439$26383524$锁麟囊(京剧)$卧龙吟$2021-02-14 23:13:47$0$戏好电影不行。
440$26383524$锁麟囊(京剧)$阿白的尾巴$2020-04-19 15:49:16$0$这才是人生难预料，不想团圆在今朝。
441$26383524$锁麟囊(京剧)$去码头整点薯条$2022-01-28 15:17:18$0$程派戏腔好听！他教我收余恨，免娇嗔，且自新，改性情，休恋逝水，苦海回身，早悟兰因。
442$26383524$锁麟囊(京剧)$Kerrigan$2017-06-30 18:00:38$0$迟妈唱功当然没得说，但是没有舞台感的京剧感觉有点别扭
443$26383524$锁麟囊(京剧)$青崖白鹿$2019-08-24 23:29:03$0$"在B站看的，不过应该不是这一版……
怎么说呢，听昆曲听习惯了听京剧不太能get到点……感觉京剧，舞蹈挺少？视觉上没有昆剧好看。
剧情很戳人，怪不得常演不衰。
总之，经典打卡。"
444$26383524$锁麟囊(京剧)$豆友206121439$2022-11-26 18:42:31$0$薛湘灵是个善良的人，虽然自身很挑剔，但是遇见赵守贞还是愿意帮一把，还特意叮嘱不留姓名。后面哪怕自己落魄肚子饿，只有一碗粥也会把这个让给老婆婆。让我感动的是，她与胡婆的一步三回头，说得那三次重复“你要来看我呀”，表达出自己对胡婆的依赖和希望。富贵未必能长久，但结善因得善果。
445$26383524$锁麟囊(京剧)$Chen$2022-07-16 20:15:26$0$最近看京剧的感受，如果是happy ending结局，那么必有权贵相助，普通百姓靠自己不可能翻身。另外，好人有好报的道理，只存在戏里。有些悲观了，不过这戏真好看，不愧是经典，迟小秋每一根寒毛都是戏，每一帧都美。
446$26383524$锁麟囊(京剧)$Alyson$2021-01-30 10:25:02$0$第一次完完整整的看过一部京剧，不错。
447$26383524$锁麟囊(京剧)$索索$2022-04-20 21:05:47$0$尖尖细细的嗓，缠缠绵绵的调。
448$26383524$锁麟囊(京剧)$隐-$2019-06-19 13:06:31$0$等我再看几遍应该就能打全星了😆
449$26383524$锁麟囊(京剧)$银勺$2023-01-15 12:25:45$0$啊，我爱看大美女......
450$26383524$锁麟囊(京剧)$Tug$2022-04-11 19:29:28$0$已经刷了不知道多少遍了，这才想起来打标记。程派唱法虽然毁嗓子但是真的好听😭这么一想突然多了一种破碎的美感😢
451$26383524$锁麟囊(京剧)$一颗端庄的白菜$2019-06-15 11:57:15$0$“一霎时把七情俱已味尽，参透了酸辛处泪湿衣襟。我只道铁富贵一生铸定，又谁知人生数顷刻分明。想当年我也曾撒娇使性，到今朝哪怕我不信前尘。这也是老天爷一番教训，他叫我收余恨、免娇嗔、且自新、改性情、休恋逝水、苦海回身、早悟兰因。”
452$26383524$锁麟囊(京剧)$伪电气白兰$2020-02-16 18:11:18$0$薛湘灵太好了。
453$26383524$锁麟囊(京剧)$预事屋的老板娘$2021-10-18 20:04:08$0$"我只道铁富贵一生铸定，
又谁知人生数顷刻分明。
想当年我也曾撒娇使性，
到今朝哪怕我不信前尘。
这也是老天爷一番教训，
他教我收余恨、免娇嗔、且自新、改性情、休恋逝水、苦海回生、早悟兰因。

这才是人生难预料，不想团圆在今朝，
回首繁华如梦渺，残生一线付惊涛。
柳暗花明休啼笑，善果心花可自豪，
种福得福如此报，愧我当初赠木桃。"
454$26383524$锁麟囊(京剧)$堅古巛$2019-05-06 08:48:06$0$总觉得有点别扭
455$26383524$锁麟囊(京剧)$云君$2017-04-26 23:11:13$0$几年前曾被震撼到。。。。
456$26383524$锁麟囊(京剧)$🍓$2021-07-12 15:32:31$0$迟团子的惊艳之作，我永远忘不了的傲娇善良大小姐薛湘灵。
457$26383524$锁麟囊(京剧)$saki$2023-04-17 19:44:52$0$"喜欢！起初看火丁老师扮的薛湘灵，感觉声音顿顿的闷闷的，然后看了迟小秋老师这版，也是同样的感觉，但神奇的是反复听过多次之后竟然越听越喜欢了！唱词也是真的好，并且我反复听最多的一段就是集中在两个出嫁队伍在春秋亭相遇那里。然后还在哔哩哔哩听了王吟秋的版本，感觉又不同，温柔、婉转、纤细、流畅，听得很舒服。（因为日渐词穷，部分描述可能不准确）
最近在全方位多角度地感受戏曲的魅力。"
458$26383524$锁麟囊(京剧)$点击登录月球$2022-01-04 03:36:52$0$迟团yyds.
459$26383524$锁麟囊(京剧)$豆友73946951$2020-03-22 19:29:36$0$春秋亭，名场面，句句动容
460$26383524$锁麟囊(京剧)$格格格格格布雷$2020-01-14 13:38:13$0$"郭德纲也没能拯救的失眠夜幸得迟团解救
抬眼低眉皆有情 得意失势能自持
最美不过如此
"
461$26383524$锁麟囊(京剧)$于于$2021-11-23 19:43:16$0$可爱的梅香，和大家闺秀薛小姐，美到心尖了
462$26383524$锁麟囊(京剧)$晚明$2019-03-16 21:04:40$0$回首繁华如梦渺，残生一线付惊涛
463$26383524$锁麟囊(京剧)$momo$2021-07-10 23:07:05$0$"迟小秋和李海青唱得真好！
人情冷暖凭天造，谁能移动他半分毫
我正不足她正少，她为饥寒我为娇
分她一支珊瑚宝，安她半世凤凰巢

这也是老天爷一番教训，
他叫我收余恨，免娇嗔，且自新，改性情。
休恋逝水，苦海回生、早悟兰因。"
464$26383524$锁麟囊(京剧)$不关风月$2021-06-05 05:14:44$0$程派青衣代表剧目，很喜欢
465$26383524$锁麟囊(京剧)$Orchid紹蘭$2019-01-18 12:51:12$0$太美了我的妈
466$26383524$锁麟囊(京剧)$毕姆斯$2022-01-08 20:17:22$0$迟小秋真好看
467$26383524$锁麟囊(京剧)$醋栗$2020-12-02 20:25:22$0$美呀
468$26383524$锁麟囊(京剧)$CCCC昭肆$2022-09-30 01:24:10$0$意料之外的感觉
469$26383524$锁麟囊(京剧)$不取名也可以吧$2021-06-02 01:40:38$0$上头了
470$26383524$锁麟囊(京剧)$please$2020-09-18 13:07:54$0$太美了…迟团，词作也很经典。他教我，收余恨、免娇嗔，且自新、改性情，休恋逝水，苦海回身，早悟兰因。
471$26383524$锁麟囊(京剧)$寻个伤心的城市$2023-04-09 13:18:15$1$一霎时，春秋亭，起起伏伏，早悟兰因。很喜欢
472$26383524$锁麟囊(京剧)$咸鱼天才$2021-10-26 00:04:13$0$有点音画不同步，但迟团唱腔真有韵味。程派好听。
473$26383524$锁麟囊(京剧)$蘅芷清芬$2023-01-31 11:16:45$0$感觉员外夫人也很好看，嗓音也特别棒。
474$26383524$锁麟囊(京剧)$淳$2022-10-08 23:25:03$0$太美了。
475$26383524$锁麟囊(京剧)$豆友148063575$2019-06-26 23:57:45$0$补记
476$26383524$锁麟囊(京剧)$Irene木木木$2022-07-20 18:18:01$0$困得不行摸鱼又听了一遍 精神满满地下班了呢！
477$26383524$锁麟囊(京剧)$专门注册来吐槽$2022-02-04 00:36:02$0$也有饥寒悲怀抱，也有失意痛哭嚎啕
478$26383524$锁麟囊(京剧)$唐小树看电影$2022-09-18 00:27:19$0$小时候不懂欣赏，居家隔离期间无聊突然想起来了这出戏，学会了欣赏，很美很动人。感谢妈妈带小时候的我入门成为小票友。
479$26383524$锁麟囊(京剧)$鸿都$2021-01-03 14:14:14$0$童年回忆
480$26383524$锁麟囊(京剧)$颜云槿$2022-04-28 00:48:45$0$"“听薛良一语来相告，满腹娇矜顿雪消。我正不足她正少，她为饥寒我为娇。”

“这才是人生难预料~”"
481$26383524$锁麟囊(京剧)$Cam!lle$2020-03-29 23:08:11$0$因为小辫儿知道了锁麟囊,进而找到了迟小秋老师出演的电影版本，感动，进一步了解京剧，发自内心觉得好听，不像以前会觉得很难理解领略京剧的美～梅香和碧玉都好搞笑呀
482$26383524$锁麟囊(京剧)$江湖骗子%$2022-03-08 22:30:57$0$国粹
483$26383524$锁麟囊(京剧)$唐纳·哈德森$2019-04-27 09:29:32$0$越来越喜欢程派“大舌头”
484$26383524$锁麟囊(京剧)$cuddly$2023-02-03 10:46:05$0$里面的每一个人物刻画都丰满 听完明白了为什么京剧是国粹 它值得
485$26383524$锁麟囊(京剧)$书蠹$2020-11-29 21:13:17$0$起与终 所幸成本不高
486$26383524$锁麟囊(京剧)$庐南.$2020-03-05 10:39:47$0$梅香太可爱了，刚开始听程派有点不习惯，但越听越觉得迟小秋唱的好好听
487$26383524$锁麟囊(京剧)$momo$2023-01-14 21:37:37$0$算是我完完整整看完的第一部戏，词曲和表演都是一绝。迟小秋的薛湘灵无论是举手投足，眼波流转，都是戏，好美好好看。剧情不是主流的男女爱情或是讽刺封建，但也处处动人，扣人心弦。
488$26383524$锁麟囊(京剧)$祁寒$2022-05-26 14:50:47$0$好看！不懂京剧，但觉得迟小秋这个时期的音色更好听，《同光十三绝》那段音色就浑厚了很多，不知道是唱法改变还是年龄问题？
489$26383524$锁麟囊(京剧)$爬春雨$2018-04-17 21:47:16$0$看的第一部京剧   迟小秋版   纪念程砚秋先生诞辰110周年   
490$26383524$锁麟囊(京剧)$春山木$2020-07-26 20:07:24$0$他教我收余恨，且自新，改性情
491$26383524$锁麟囊(京剧)$loststar$2023-03-22 16:25:28$0$“……休恋逝水，苦海回身，早悟兰因。”
492$26383524$锁麟囊(京剧)$农士人$2020-05-09 23:34:13$0$美輪美奐
493$26383524$锁麟囊(京剧)$锄云$2022-06-10 20:23:30$0$梅香好可爱
494$26383524$锁麟囊(京剧)$色汽重卡$2022-01-29 01:16:14$0$锁麟lang！
495$26383524$锁麟囊(京剧)$Monica_$2021-06-09 20:40:27$0$太好听了，每次洗碗洗澡就打开听，春秋亭那一段百听不厌，台词都记住了。迟小秋在这里面太美太娇了，我简直被迷死了。
496$26383524$锁麟囊(京剧)$小阿凝$2020-03-27 16:32:00$0$应该刷过有十多遍了吧，从此入了京剧的坑，喜欢上了迟团
497$26383524$锁麟囊(京剧)$行行重行行$2023-02-23 02:00:05$0$怜贫济困是人道，哪有个袖手旁观在壁上瞧？他教我收余恨、免娇嗔、且自新、改性情、休恋逝水、苦海回身、早悟兰因。
498$26383524$锁麟囊(京剧)$𝑷𝒊𝑷𝒊𝑩𝑶𝑨𝑹$2023-02-24 23:52:04$0$朴素伦理学，天灾的存在世界恐怖被礼物的善消弭无踪，甚至唤出奇迹，封建时代版girl help girl了这下，全程几乎没有男性也是亮点。还是有意思的。
499$26383524$锁麟囊(京剧)$无$2020-08-15 19:03:23$0$迟老师和张老师的我都喜欢的
500$26383524$锁麟囊(京剧)$李河豚豚$2021-08-09 06:17:17$0$2019.6.20
501$26383524$锁麟囊(京剧)$周郎曾顾$2020-11-29 00:25:37$0$第一次完整的看完戏曲电影，对于锁麟囊，儿时从老旧的录音机中听着家人放着的磁带，咿咿呀呀，听不懂词，听不懂曲，是家人告诉我这个故事，只是因为年纪太小，并不懂欣赏，甚至还有几分嫌弃。最近，却不小心掉进了戏曲的深坑，才了解国粹为何被成为国粹，不厌其烦的循环着喜欢听折子戏，如今再听锁麟囊，真是别有一番风味，怎么也听不厌，越听越有味道
502$26383524$锁麟囊(京剧)$顾孟平__$2020-02-21 17:47:56$0$这几年迟团唱得越来越低沉了，这一版就刚刚好，迟团的扮相真的太美了。
503$26383524$锁麟囊(京剧)$风继续吹$2021-01-15 13:57:27$0$人生难预料
504$26383524$锁麟囊(京剧)$蘇打咸汽水$2018-11-27 20:32:26$0$“这都是神话凭空造 自把珠玉夸富豪 麟儿哪有神送到 积德才生玉树苗 小小囊儿何足道 救她饥渴胜琼瑶” 太喜欢薛湘灵这人设了 另外目前看过的几个版本的锁麟囊 最喜欢的梅香还得是徐孟珂啊
505$26383524$锁麟囊(京剧)$M.ea.N$2020-06-07 10:42:15$0$大善大报
506$26383524$锁麟囊(京剧)$凌雲木$2022-09-04 02:31:21$0$分我一只珊瑚宝，安她半世凤凰巢
507$26383524$锁麟囊(京剧)$阿嘞个花花$2021-08-10 22:04:35$0$"薛湘灵❤️赵守贞给我锁死🔒
想看梅香和碧玉正面battle哈哈哈！
我爱迟小秋迟团迟娇嗔迟嗷嗷！！！"
508$26383524$锁麟囊(京剧)$芝芝莓莓$2019-07-11 17:33:32$0$一霎时把七情俱已磨尽。参到了辛酸处泪湿衣襟。我只到铁富贵一生铸定，又谁知祸福事顷刻分明；想当年我也曾绮装衣锦，到今朝只落得破衣旧裙。这也是老天爷一番教训，他教我，收余恨、免娇嗔、且自新、改性情，休恋逝水，苦海回身，早悟兰因。
509$26383524$锁麟囊(京剧)$惠安女子$2020-11-27 18:15:49$0$“分我一支珊瑚宝，安她半世凤凰巢。”
510$26383524$锁麟囊(京剧)$nnnnnny$2018-12-31 14:44:33$0$程派唱腔真是独特 觉得李海燕老师的扮相是最好看的
511$26383524$锁麟囊(京剧)$鼹鼠先生$2019-04-19 17:45:36$0$有银行卡很重要
512$26383524$锁麟囊(京剧)$晶晶然$2022-07-14 18:22:30$0$薛湘灵，我的迟团！
513$26383524$锁麟囊(京剧)$初五$2021-05-14 16:33:41$0$好美好美
514$26383524$锁麟囊(京剧)$vivi$2022-05-06 02:29:38$0$程派经典了，一开始虽然是骄惯小姐却心地善良结下善果，洪水一来管你家财万贯一概颠沛流离，后面给小少爷当马着实心酸了，好在善有善报最终是个大团圆结局。
515$26383524$锁麟囊(京剧)$一只蓝耗子$2020-05-11 23:15:54$0$美呆了！传统文化现代演绎，希望多一点这样的京剧作品！迟小秋老师简直太棒了！
516$26383524$锁麟囊(京剧)$飞鸟与鱼$2021-07-14 22:18:33$0$我爱迟小秋！
517$26383524$锁麟囊(京剧)$闲地春华$2021-10-09 17:42:49$1$这才是人生难预料，不想团圆在今朝，回首繁华如梦渺，残生一线付惊涛，柳暗花明休啼笑，善果心花可自豪~
518$26383524$锁麟囊(京剧)$迟权$2022-07-23 17:05:31$0$谁能不喜欢苏伯伯的帕子和路马呢？
519$26383524$锁麟囊(京剧)$廊下听雨$2019-09-08 23:59:38$0$他叫我收余恨，免娇嗔，且自新，改性情，休恋逝水，苦海回身，早悟兰因。
520$26383524$锁麟囊(京剧)$吃饱了嘛$2020-08-23 02:17:58$0$收余恨 免娇嗔 且自新 该性情 休恋逝水 苦海回身 早悟兰因
521$26383524$锁麟囊(京剧)$ninja$2020-02-13 14:49:41$0$迟小秋还有什么好说呢？有幸听过迟老板现场，绕梁三日。
522$26383524$锁麟囊(京剧)$灵皈$2022-04-07 00:51:03$0$戏腔，身段，词句，内涵，无一不是绝美
523$26383524$锁麟囊(京剧)$爱上琉璃苣女孩$2019-09-16 18:45:33$0$"薛湘灵真的太难得了。虽然她的出场带着大小姐的娇嗔与挑剔，但是我觉得这是成长环境使然。而面对情境窘迫的赵守贞，她亦能慷慨地送出自己的锁麟囊，可以说出，“分我一枝珊瑚宝，安她半世凤凰巢”这样的话。也许这真的对于这位大小姐是微不足道的小事，但是能做出这种小事的人真的太少了。人类的悲喜并不相通，有些人连最基本的共情能力都没有办法拥有。
《锁麟囊》里许多词也写得非常好。
我个人并不懂京剧，站在个人的欣赏眼光虽然觉得迟小秋老师唱的很好，可是最喜欢听的还是张火丁老师的那段西皮流水。"
524$26383524$锁麟囊(京剧)$嘉布丽叶$2021-06-14 19:05:17$0$立意特别棒~“这才是人生难预料，不想团圆在今朝。 回首繁华如梦渺，残生一线赴惊涛。”
525$26383524$锁麟囊(京剧)$万壑听松$2020-07-24 16:33:03$0$从各方面看都很完美的一部戏，听不够～但是全网传的“他教我……”真的很烦。
526$26383524$锁麟囊(京剧)$夏雨雪$2022-03-06 21:14:04$0$程派代表作！！！张火丁和迟小秋老师的都不错！
527$26383524$锁麟囊(京剧)$良$2020-03-11 19:56:38$0$我爱迟妈
528$26383524$锁麟囊(京剧)$凑崎纱夏$2020-03-26 00:24:12$0$投之以木桃 报之以琼瑶
529$26383524$锁麟囊(京剧)$QSY$2022-12-10 18:47:59$0$春秋亭一段听到都能背了
530$26383524$锁麟囊(京剧)$Λίν$2021-11-24 12:28:33$0$词也太好了
531$26383524$锁麟囊(京剧)$太清之右$2019-10-07 15:27:52$0$他叫我收余恨，免娇嗔 ，且自新 ，改性情，休恋逝水，苦海回生，早悟兰因。
532$26383524$锁麟囊(京剧)$空空如也$2023-02-05 00:47:32$0$薛湘灵和赵守贞
533$26383524$锁麟囊(京剧)$核桃牛奶没核桃$2019-05-13 16:50:31$0$"""一霎时把七情俱已味尽，参透了酸辛处泪湿衣襟。""初看时尚觉寻常不解其意。"
534$26383524$锁麟囊(京剧)$爱听戏的小王$2021-02-27 00:10:54$0$美到醉人
535$26383524$锁麟囊(京剧)$s-ign$2020-03-26 19:13:16$0$几年前，初次认识程派经典京剧作品《锁麟囊》就为之着迷。故事讲心善富家女出嫁赠送锁麟囊的所发生的一系列事情，歌颂助人为乐、善有善报的美好愿望。程派的唱腔特有的抑扬顿挫和凝重深沉使之韵味深长，记忆尤深。
536$26383524$锁麟囊(京剧)$chdhchrnejfjs$2019-04-15 12:03:46$0$这也是老天爷一番教训 他叫我 收余恨 免娇嗔 且自新 改性情 休恋逝水  苦海回身 早悟兰因
537$26383524$锁麟囊(京剧)$郭大星$2021-11-12 01:37:39$0$锁麟囊顶配！
538$26383524$锁麟囊(京剧)$Carmen$2021-09-28 20:11:12$0$人生中第一部全本戏，被迟团美丽的扮相吸引，从此深深迷上了程派唱腔。
539$26383524$锁麟囊(京剧)$撞春风$2021-06-25 10:46:15$0$刷了n遍了已经
540$26383524$锁麟囊(京剧)$洋葱发芽了呀$2021-07-29 01:14:28$0$善缘善果
541$26383524$锁麟囊(京剧)$Neurodiversity$2021-02-13 00:53:00$0$最喜最后一段“这才是人生难预料”赵薛二人且拜且却
542$26383524$锁麟囊(京剧)$🦊$2022-05-01 21:42:20$0$【21.06.30】因为张云雷的介绍，完整看过的第一本京剧。“这才是今生难预料”。
543$26383524$锁麟囊(京剧)$香菜$2022-04-16 14:13:42$0$"“凡女子出嫁，必有这锁麟囊”
“麟儿哪有神送到 积德才生玉树苗
小小囊儿何足道 救她饥渴胜琼瑶”
“他教我收余恨，免娇嗔，且自新，改性情，休恋逝水，苦海回身，早悟兰因”"
544$26383524$锁麟囊(京剧)$prozac$2018-05-12 21:20:05$0$又谁知人生数顷刻分明
545$26383524$锁麟囊(京剧)$yiman$2020-03-07 12:25:46$0$看的是迟小秋主演的舞台剧 被梅香一句“Sorry”及众多抖机灵的小包袱们给劝退了... 迟小秋扮相不如王吟秋先生啊 至于唱功 门外汉听着也是觉得王老的有味道多了
546$26383524$锁麟囊(京剧)$阿萄$2019-12-06 11:09:04$0$人生看得第一部京剧，不得不说迟团真美，程派唱腔婉转低徊，很打动人。
547$26383524$锁麟囊(京剧)$星河璀璨$2021-09-20 01:59:55$0$9.2。目前看过所有都配合的顶级水平的锁麟囊，迟小秋那时候嗓子和扮相也都还好着，感觉尚在巅峰状态。
548$26383524$锁麟囊(京剧)$今天天气真好$2019-10-30 12:35:48$0$还能怎么说，当然是最爱春秋亭啊！
549$26383524$锁麟囊(京剧)$Min_heap$2021-05-30 10:49:03$0$"补 长安大戏院 迟小秋版。
很少看京剧，专门去查了下程派～ 挺美的。"
550$26383524$锁麟囊(京剧)$刘崇丘$2018-07-23 23:22:21$0$程派铁粉在此！“春秋亭”，“一霎时”，“三让椅”是我最喜欢的三段唱，百听不厌。
551$26383524$锁麟囊(京剧)$1402的小黄$2023-02-11 21:02:35$0$经典的故事，堪称完美的表演！京剧的布景至简而精粹，给观众留下许多想象空间。
552$26383524$锁麟囊(京剧)$桔梗$2021-09-14 23:27:39$2$"人情冷暖凭天造，
谁能移动半分毫，
我正富足她正少，
她为饥寒我为娇，
分我一只珊瑚宝，
安她半世凤凰巢。"
553$26383524$锁麟囊(京剧)$懒画眉$2021-02-15 17:21:11$0$世上何曾尽富豪，也有饥寒萦怀抱，分我一支珊瑚宝，安她半世凤凰巢
554$26383524$锁麟囊(京剧)$如水圆清$2019-07-02 10:50:52$0$"吉日良辰当欢笑，为何鲛珠化泪抛。
这一段听着哭了"
555$26383524$锁麟囊(京剧)$小城之春$2021-12-16 16:35:28$0$好人有好报的朴素道德小故事，实在是非常好听好看。这才是人生难预料，不想团圆在今朝，回首繁华如梦渺，残生一线付惊涛，柳暗花明休啼笑，善果心花可自豪，种福得福如此报，愧我当初赠木桃。
556$26383524$锁麟囊(京剧)$豆友256871141$2022-08-04 15:17:30$0$"他教我收余恨、免娇嗔、且自新、改性情。
休恋逝水、苦海回身、早悟兰因。
这才是今生难预料，不想团圆在今朝。
回首繁华如梦渺，残生一线付惊涛"
557$26383524$锁麟囊(京剧)$Amber$2022-08-18 20:46:06$0$"迟团的神啊态啊唱腔啊举手投足，瞬间把人拉入情景。从娇小姐看到不满意的手帕那一撇（我反复观看）到为人母时眼神中那股湿润的柔情 韧性，只不过一下台一上台的变化，仿佛真的过了六年。
锁麟囊何尝不是女性情谊，赵氏赵守贞嫁人穷酸，只有同样嫁人的薛湘灵能明了。
是老天爷他教我，收余恨 免娇嗔 且自新 改性情 休恋逝水 苦海回身 早悟兰因——这句话我背了好些年，用了好些年，在我没看过锁麟囊之前已然凭借这一句教我收了好多恨 接受了好些结果。"
558$26383524$锁麟囊(京剧)$石榴煎酒乘坐人$2022-04-05 14:36:43$0$2021.5 看了史姐姐的全本。2022.4.5 看了去年上京反串 傅帅的 春秋亭。2023.03.18 史依弘 东艺。
559$26383524$锁麟囊(京剧)$假茉莉$2022-02-13 21:09:20$0$这才是人生难预料。
560$26383524$锁麟囊(京剧)$陆一$2021-10-06 21:09:47$0$爱是相隔两端，遥抵相思的船
561$26383524$锁麟囊(京剧)$阿和$2021-02-04 16:06:58$0$"这才是人生难预料，不想团圆在今朝
回首繁华如梦渺，残生一线付惊涛"
562$26383524$锁麟囊(京剧)$金家发财$2023-02-27 14:36:20$0$"迟团唱的真好
他叫我收余恨、免娇嗔，且自新，休恋逝水苦海回身，早悟兰因"
563$26383524$锁麟囊(京剧)$东方欲晓$2020-02-22 22:45:20$0$迟小秋老师的版本实在太好了
564$26383524$锁麟囊(京剧)$阿wind$2022-03-03 22:09:07$0$且自新 改性情 休恋逝水
565$26383524$锁麟囊(京剧)$小歌下凡🕊$2021-04-03 16:23:14$0$当初看书时，就对这句台词印象深刻。谢柔嘉对谢柔清说“你赠我一身衣，我还你一生依”，就是念着薛湘灵那句“分我一只珊瑚宝，安她半世凤凰巢。”
566$26383524$锁麟囊(京剧)$南河$2019-07-25 03:16:22$0$"薛湘灵是个人美心善的小天使。她最让我觉得钦佩的是作为大家闺秀时没有对贫寒的赵家心生轻贱，遭遇洪水流落异乡迫不得已成为老妈子的时候也没有故作骄矜。

听薛良一语来相告，满腹骄矜顿雪消。
人情冷暖凭天造，何曾移动它半分毫。
我正不足她正少，她为饥寒我为娇。
分我一只珊瑚宝，安她半世凤凰巢。
忙把梅香低声叫，莫把姓名你信口晓。

这都是神话凭空造，自把珠玉夸富豪。
麟儿哪有神送到，积德才生玉树苗 
小小囊儿何足道，救她饥渴胜琼瑶。

这才是人生难预料，不想团圆在今朝。
回首繁华如梦渺，残生一线赴惊涛。
莫在枉费你休啼笑，善果新花可自豪。
东角相逢如此报，愧我当初赠木桃。"
567$26383524$锁麟囊(京剧)$上下求索$2022-12-24 00:13:24$0$故事寓意深刻，简练;结局符合观众的心理期待，主演的唱歌很好
568$26383524$锁麟囊(京剧)$文与可$2023-02-06 02:55:32$0$“漂母饭信，非为报也”
569$26383524$锁麟囊(京剧)$没有说完的故事$2020-06-22 19:02:48$0$他教我，收余恨、免娇嗔、且自新、改性情，休恋逝水，苦海回身，早悟兰因。
570$26383524$锁麟囊(京剧)$ephebophils$2021-05-15 21:56:46$0$"他教我，收余恨、免娇嗔，且自新、改性情，休恋逝水，苦海回身，早悟兰因。
世上真就有这般动人心魄的句子"
571$26383524$锁麟囊(京剧)$打可小解封$2019-05-16 00:04:48$0$程派最经典代表剧目，词好腔好故事好。作为电影还有做得更好的可能性。另外，我还是坚信中国传统戏曲布景实了就不得味道。
572$26383524$锁麟囊(京剧)$为了$2022-12-21 14:35:49$0$"一个girls help girls的故事，两个女角都善良有气节，赵家贫女不知书也达礼，梅香丫鬟可爱极啦。
“富贵未必长此富贵，贫穷或许时来运转。东风常向北，北风也有转南时。”

“他叫我，收余恨，免娇嗔，且自新，改性情，休恋逝水，苦海回身，早悟兰因。”
"
573$26383524$锁麟囊(京剧)$我心所爱$2019-08-29 16:38:30$0$程派经典之作，善有善报的因果轮回，戏剧中的一部唱功精彩的戏。
574$26383524$锁麟囊(京剧)$人间无数雨打去$2018-11-11 21:46:05$0$看的是纪念程砚秋先生诞辰110周年现场录制版本，词写得十分优美，喜欢“春秋亭”和“三让椅”。
575$26383524$锁麟囊(京剧)$ithinkitsbest$2023-01-21 22:49:27$0$"这才是人生难预料咿呀 咿咿呀
总觉得适合过春节全家人一起看 但容易坐不住哇hhh 兔兔年除夕快乐🎆"
576$26383524$锁麟囊(京剧)$hanyuecho-$2022-05-28 00:57:34$0$经闯子推荐看的2022版，迟小秋大师一颦一笑一眉眼具是戏调，花园追皮球的步法令我惊叹…
577$26383524$锁麟囊(京剧)$Mewyy$2021-07-28 22:30:52$0$实景，保留戏曲特色（互动性、时空假定性、舞台性等）镜头画面方面讲究电影审美（开头的屋内屋外，柱子分隔画面、镜中人等）
578$26383524$锁麟囊(京剧)$From west$2021-05-14 01:11:50$0$金满箱，银满箱，转眼乞丐人皆谤。因为蒋勋了解到的故事，主线是善意的传递（还闭环了），背景是人生的随机性、危机的随机性。达则兼济天下，也是一种分散风险的方式。
579$26383524$锁麟囊(京剧)$momo$2021-05-13 10:41:44$0$圆满！
580$26383524$锁麟囊(京剧)$当我想起你$2021-12-19 11:24:02$0$休恋逝水，苦海回身，早悟兰因～看的国家大剧院“声如夏花”线上演出
581$26383524$锁麟囊(京剧)$Lesnerides$2020-11-19 21:19:02$0$好喜欢噢，小姐太美。
582$26383524$锁麟囊(京剧)$ZasM21$2022-02-08 14:34:45$0$苦海回身、早悟兰因。
583$26383524$锁麟囊(京剧)$Vduink$2023-01-20 03:55:16$0$他教我收余恨、免娇嗔、且自新、改性情、休恋逝水、苦海回身、早悟兰因。
584$26383524$锁麟囊(京剧)$锅盔$2015-05-29 23:46:28$0$张火丁版。去年夏天无意在××tv看到后半段，竟没觉得无聊……终于下载看全了
585$26383524$锁麟囊(京剧)$老牌啤酒鸭$2020-11-18 13:51:37$0$就很容易上头
586$26383524$锁麟囊(京剧)$只是朵花$2020-07-22 09:54:25$0$必然好看  秋姐气质依旧
587$26383524$锁麟囊(京剧)$一条咸鱼$2021-04-30 12:42:02$0$意外的在京剧频道陪奶奶看完了
