$movie_id$movie_title$comment_user$comment_time$comment_vote$comment_text
0$26289144$滚蛋吧！肿瘤君$付玲$2015-08-08 21:43:39$4735$作为一个癌症患者，我没什么好说的。
369$26289144$滚蛋吧！肿瘤君$诶姆$2015-08-17 14:05:01$8$当年我生病住院的那段时间，网友推荐我看熊顿这本书，说很像乐观的我，我看完后，熊顿就走了。昨晚看电影，想起我住院的事，差点哭出声。
370$26289144$滚蛋吧！肿瘤君$奶茶给我我不喝$2015-08-14 20:08:18$1$拍戏集齐各种癌症就可以长命百岁--白百合语录【大雾
371$26289144$滚蛋吧！肿瘤君$卖灯幺$2015-08-28 10:48:46$2$仍旧一星烂片诶。白百合能演点别的样子吗…咋咋唬唬真的是王珞丹白百合傻傻分不清楚。一颗心给熊顿和妈妈在床上讲银行卡密码那段
372$26289144$滚蛋吧！肿瘤君$queenie$2016-02-01 06:07:21$1$好烂
373$26289144$滚蛋吧！肿瘤君$米兎愛唱片$2016-05-03 20:19:43$1$2015年夏天，电影《滚蛋吧，肿瘤君》用一个癌症晚期女生的豁达开朗赚足了观众的眼泪。当时，魏则西跟老师说，“这部电影没有真正了解得了癌症的人心里想法。”电影美化了化疗、陪床、身体状况、医院环境，他在博客上写，“我认为，绝大多数肿瘤患者的痛苦不被尊重，即使乐观，也是短暂的，有限的，除非
374$26289144$滚蛋吧！肿瘤君$liancheng$2017-05-03 19:06:25$2$很实际，很现实，面对人生的悲剧应该是什么状态，电影的结局是客观的。
375$26289144$滚蛋吧！肿瘤君$jiyun$2015-08-14 16:30:45$4$白百何！白百何！白百何！白百何！白百何！白百何！白百何！白百何！白百何！白百何！白百何！白百何！白百何！你生气的时候好像那谁。
376$26289144$滚蛋吧！肿瘤君$七唠丝$2019-12-29 21:39:07$2$反正百合的演技一直很可
377$26289144$滚蛋吧！肿瘤君$水瓶座女孩$2015-09-05 18:23:54$1$白百合同学，你准备在戏里死多少次才甘心！！！
378$26289144$滚蛋吧！肿瘤君$rain$2020-10-04 21:50:56$2$泪点密集，一直断断续续的哭，虽然知道结局但是结局还是哭成傻逼，白百合演的太好了，最后的视频信哭死
379$26289144$滚蛋吧！肿瘤君$Anamnesis$2015-08-14 00:07:00$0$白百合演戏还是可以的，然而片子实在节奏不对，求别毁 closer 
380$26289144$滚蛋吧！肿瘤君$本味何知$2021-05-03 16:19:26$0$充斥着虚假的乐观，看到是真事改编其实有点意外，好在没变成庸俗的爱情故事。
381$26289144$滚蛋吧！肿瘤君$邓若虚$2015-09-12 16:37:10$2$熊顿。里面有一句话很棒的哦：怎么能够因为害怕失去，就不去拥有呢？嗯哼。
382$26289144$滚蛋吧！肿瘤君$曼仔$2015-08-17 20:07:47$1$以前一直不理解吴彦祖的苏点与帅点。。看了这部突然有种想舔屏的感觉。。额外加一星！导演的电影语言运用的很好啊，在一众幼稚且粗制滥造的都市类型片中杀出一个惊喜。
383$26289144$滚蛋吧！肿瘤君$洛漓淅$2016-05-18 08:30:52$1$很搞笑也很感人，真的被熊顿乐观的心态折服了，最后葬礼上看到熊顿自己录的视频很感动，很佩服这个和肿瘤抗争的女孩
384$26289144$滚蛋吧！肿瘤君$薛定谔的脑子$2020-12-31 11:01:17$1$白百何演技真的太好了！
385$26289144$滚蛋吧！肿瘤君$FrozenElsa$2015-10-25 10:43:19$1$一部脱离现实，但是又高于现实的电影，其中表达出的乐观向上的精神真的非常棒！虽然开头有一点烂片的感觉，但是后面真的很精彩，笑泪横飞！点赞！！！国产的佳作，要是国产多一点这样的作品，何愁不崛起！
386$26289144$滚蛋吧！肿瘤君$杰克船长$2020-04-15 16:36:11$2$白百何演的不错
387$26289144$滚蛋吧！肿瘤君$李九弟Jody$2017-05-22 18:02:48$1$最终那些可爱的灵魂还是消逝了。“如果遇上什么过不去的事，记住在心里默念，熊顿，三遍，我会在天上赐予你们力量的。”
388$26289144$滚蛋吧！肿瘤君$挖井$2016-11-28 21:52:13$2$曾经在上映时候看过，彼时还只是对生命唏嘘不已。现如今换做我们变成了病患的家属，对片中的父母那种无能为力的感觉感同身受。 这世上还那么多的癌症病人那么努力的想要活下来，希望医学研究者们能尽快研究出这个恶性疾病的对策。 让肿瘤医院不再是最让人绝望的医院。
389$26289144$滚蛋吧！肿瘤君$人间丘比特$2016-07-25 18:49:04$2$非常感人，没想到结局是这样的
390$26289144$滚蛋吧！肿瘤君$gumpeh$2015-10-12 22:09:18$2$百合演技简直了😭
391$26289144$滚蛋吧！肿瘤君$天鹅绒之吻$2020-04-09 15:25:27$1$白百合真的好适合演小妞电影。原著真人真事，漫画改编，有点夸张，不过总体不尬，温情脉脉。
392$26289144$滚蛋吧！肿瘤君$花卷超凶的$2020-03-26 13:14:47$2$感人励志 白百何演技不错的 结尾很好哭
393$26289144$滚蛋吧！肿瘤君$Autumn$2020-10-04 22:54:26$2$"白百何演技好好
吴彦祖好帅
最后那段独白好棒
活着要惜命"
394$26289144$滚蛋吧！肿瘤君$東川$2015-08-31 16:39:21$1$对不起，不知道啥时候觉得白姐很可了。
395$26289144$滚蛋吧！肿瘤君$geek$2018-07-03 01:27:11$1$"三星半
命运不接受妥协，生命应努力寻找未来，快乐的活着。
前半部分对生命意义展现很好。可后半部分就崩掉了，可能是为了要添加男女主的爱情戏，导演应付不过来。而最后女主身边的所有人被她的精神感动，快乐有尊严的生活，是没法立住的。
最让我喜欢的是对于白血病孩子父子情感处理，真的太棒了！"
396$26289144$滚蛋吧！肿瘤君$支离疏$2015-08-19 10:17:09$1$有个不错的漫画改编还行。
397$26289144$滚蛋吧！肿瘤君$软嘴唇$2020-02-23 15:12:54$1$今天给白百合刷星的一天
398$26289144$滚蛋吧！肿瘤君$妮妮子$2020-03-27 22:18:37$2$白百合演技绝了
399$26289144$滚蛋吧！肿瘤君$烟挞听敏$2017-03-24 12:54:53$2$粉饰太平，死死就知
400$26289144$滚蛋吧！肿瘤君$wonderAA$2015-08-09 08:19:46$2$笑中带泪。熊顿这姑娘生命力太强 那么蓬勃那么美
401$26289144$滚蛋吧！肿瘤君$４％$2021-04-14 15:25:58$1$白百何演的真好！
402$26289144$滚蛋吧！肿瘤君$第四纪地质学$2020-10-12 22:18:24$3$电影其实不是很nice，但是白姐的演技是真的牛逼，可以说白姐扛起了整部电影，每一个情绪的拿捏都不差累黍滴水不漏，白姐赶紧出新的片子吧，受不了了…
403$26289144$滚蛋吧！肿瘤君$今天小熊不吃糖$2017-01-07 17:04:53$2$把人家闺女演得像个二缺，难怪要请人家父母出去旅游…
404$26289144$滚蛋吧！肿瘤君$xu$2015-08-19 07:30:17$2$看来全是水军，那边王珞丹新片被狂黑，这里却好评如潮…片子整体不合格，不是电影，基本就是电视剧，导演水平极差，浪费了好的漫画，也辜负了原作者。剧情混乱，东拼西凑，过度煽情，要真是一部合格的商业片，想说好莱坞绝不会这样多说几句台词就糊弄过去的，呵呵，烂，这次连影评人也毫无下限
405$26289144$滚蛋吧！肿瘤君$SingLesinger$2015-11-16 16:06:57$0$拍的还行啦。
406$26289144$滚蛋吧！肿瘤君$。。$2020-05-11 00:11:59$2$白百合的台词功底和共情能力真的很棒
407$26289144$滚蛋吧！肿瘤君$默小$2020-05-22 13:34:42$2$白姐什么时候再回归，喜欢她的剧，演什么都透着一股劲儿，不会过，记得当年影院里哭得稀里哗啦
408$26289144$滚蛋吧！肿瘤君$曾海绵🌈$2015-08-05 17:41:00$3$得益于原型熊顿乐观开朗的性格和她漫画家爱幻想的身份，影片并没有刻意卖弄苦情赚取眼泪，反而大部分时间都很欢乐的传递着正能量。前半部基本由熊顿各类型的幻想去传达，多元又好笑。白百何的演技在本片中得以释放，几场苦情戏自然不做作，又能把握好度让人流着泪微笑。不错的小妞商业片@世界城星美
409$26289144$滚蛋吧！肿瘤君$途经一个你$2017-06-04 18:46:28$1$和妈妈躺在病床上聊天那段哭死我了 亲情是永远的泪点
410$26289144$滚蛋吧！肿瘤君$许慎$2018-12-11 14:01:03$1$"白百何没有刘海是真的美。“也许，对于女生来讲，早点穿上婚纱也是一种成功吧。”"
411$26289144$滚蛋吧！肿瘤君$小乙$2015-08-17 13:14:25$1$冲着男神和个人体验多加一星，眼睛都哭肿了
412$26289144$滚蛋吧！肿瘤君$颍原真吾$2016-08-29 09:40:30$0$不，這纔剛剛開始……聽一場摇滚，和耳朵一起一醉方休；喝一圈烈酒，讓酒膩子們聞風喪膽；開一場cosplay party，二次元萬歲；摸一下大蜥蜴，我熊膽威風凌厲；吃三斤驢打滚，翻滚吧腸胃；飚一把摩托車，成爲風馳電掣的女王；見一下微博紅人，感受馬伯庸親王的慈祥；至少學會一樣樂器，爲喜歡的人彈。
413$26289144$滚蛋吧！肿瘤君$李厂长📖$2018-09-04 12:42:56$1$白百合演技真心不錯。
414$26289144$滚蛋吧！肿瘤君$是永是之$2020-06-01 23:35:14$2$白百合很适合演这类角色。听说是根据真实事件改编的，看哭了
415$26289144$滚蛋吧！肿瘤君$江来$2016-11-21 17:20:09$1$拖了很久才看，百合的演技还是可圈可点的，竟然哭了。
416$26289144$滚蛋吧！肿瘤君$狄飞惊$2015-10-29 12:14:54$1$整体而言，我觉得中国电影在进步，日韩电影在退步，很客观。
417$26289144$滚蛋吧！肿瘤君$国王KING$2015-08-16 13:46:08$1$熊顿是一个坚强乐观的女孩，在「疾病」这个主题下，看这部电影依旧笑出声。
418$26289144$滚蛋吧！肿瘤君$Shudoku$2016-06-05 19:59:12$0$蛮好。没哭，果然我也很冷血坚强。
419$26289144$滚蛋吧！肿瘤君$豌豆公主$2020-10-12 21:20:45$3$哭成狗了，扣一星给某些狗血的剧情，另外白百何的演技真的很自然，白百何，回来拍电影吧！
420$26289144$滚蛋吧！肿瘤君$江夏大大$2020-04-21 18:32:35$2$我依稀记得当年看的心情，一边哭的稀里哗啦一边说这就是故意赚我的眼泪，然后擤下鼻子说白百何演的太好了，继续哭…
421$26289144$滚蛋吧！肿瘤君$dac$2016-11-23 11:20:57$2$刚开始看的时候以为就是部打发时间的无厘头搞笑片，看完居然哭了好几次。不得不说，白百合演技太好！
422$26289144$滚蛋吧！肿瘤君$helloliu$2015-10-15 19:54:47$0$Life is only one time. 生活中的我们可能不会遇上这么帅的医生，这么好的朋友，或许还会为生活发愁，但不能失去精彩活下去的勇气。
423$26289144$滚蛋吧！肿瘤君$仿真男孩哪吒$2015-10-14 20:05:28$0$最感动也是最难忘的大概是两个父亲的恸哭 感慨不能得病 一不能让父母这样伤心 二没有这么英俊的医生来让你相信 三又没什么朋友 死了也大概只是死了而已
424$26289144$滚蛋吧！肿瘤君$细胞核桃仁波切$2015-08-24 21:48:11$1$催泪卖脸而已，没什么好评论的。植入广告已成习惯，微信和淘宝毫无广告感，但悦诗风吟和 HM 还是突兀了点儿……
425$26289144$滚蛋吧！肿瘤君$香水瓶$2016-01-17 01:00:38$0$后边还挺煽情的，真情流露很催泪。前边的喜剧情节有点儿low，然而吴彦祖还是挺帅的，虽然不复当年的鲜嫩生猛了。中规中矩的温情喜剧吧，再升华一点儿就更好了。
426$26289144$滚蛋吧！肿瘤君$轻寻到下绿$2015-11-03 21:27:32$1$很喜欢女主的心态，我觉得一直都是我缺少的！！  最后的时候，对着镜头说的那段话看哭了！！  总体来说还不错！！
427$26289144$滚蛋吧！肿瘤君$momo$2020-10-04 13:17:51$3$慕名而来，稍微有些失望，可能韩延的商业片色彩太浓吧！白姐演技一如既往地稳，期待回归多拍戏。
428$26289144$滚蛋吧！肿瘤君$大圣$2015-10-28 23:02:56$2$可能我太苛刻了吧，看了五分钟看不下去了，白百合演技弱者，侮辱熊顿了
429$26289144$滚蛋吧！肿瘤君$Dita$2015-10-10 19:31:10$0$吴彦祖老了QAQ头发少了QAQ还是那么帅(¯﹃¯）
430$26289144$滚蛋吧！肿瘤君$夏晓醉$2016-01-26 23:31:27$2$去年唯一一部让我流泪的片子。。。并且哭成了狗。对白百合刮目相看。。。
431$26289144$滚蛋吧！肿瘤君$BornFree$2020-06-11 21:55:19$1$当年就是让白百何搞得哭的稀里哗啦了
432$26289144$滚蛋吧！肿瘤君$小.莹.子$2015-08-16 18:34:53$2$有一星给熊顿，是我们丽水姑娘。有一星是给白百合彪悍的演技，最后那场独白戏简直演活了。其他剧情确实好散漫，中途旁边的阿姨出去耍了很久才进来…没有过分煽情这点值得肯定。
433$26289144$滚蛋吧！肿瘤君$Jessy.Sedgwick$2015-10-09 00:44:26$2$再见，你还是去死吧。。
434$26289144$滚蛋吧！肿瘤君$黑龙王明非$2018-02-24 11:08:26$1$很有创新的抗病，爱情片
435$26289144$滚蛋吧！肿瘤君$朴逸ParkYee$2021-01-16 21:47:56$1$"看了《小红花》后特意回头补标，同导演的同类作品，差距竟然这么大。
很励志很温情的一部电影，情节很简单，但是感人至深。
白百何的小妞电影演得真的很细腻，吴彦祖真的很帅，家长们和朋友们的情感表现得细腻而隐晦，没有悬浮感，贴近生活很真实不做作。
熊顿同学所表现的开朗活泼甚至有点花痴，并不是没有理由的，是因为其家庭的温馨和睦与其友情的温暖真诚。她何其幸运身边拥有一群这样的人陪伴，但更幸运的是她那强大的乐观主义精神。
“人，不能因为会失去，就不想拥有啊。”熊顿传递给我们的正能量和永远积极乐观向上的生活态度值得我们一生去学习。"
436$26289144$滚蛋吧！肿瘤君$glow$2015-08-19 07:27:58$1$熊顿漫画党过来看，又哭又笑又哭又笑
437$26289144$滚蛋吧！肿瘤君$长耳朵走来走去$2015-08-22 23:49:29$0$又哭又笑。
438$26289144$滚蛋吧！肿瘤君$克拉許crash$2019-07-30 23:38:16$0$看前面真的会让人以为是部烂片，还好有坚持着看。很有漫画的色彩。后面说了很多道理，乐观真的很重要。在此刻，刚好身体感觉有些不适的时候，点了这部电影来看，心情有点复杂，如果是自己遇到这种事情，真不确定是否能够如此看得开，放得下。三星半。
439$26289144$滚蛋吧！肿瘤君$少年夏不安$2015-08-13 22:19:32$1$白老师绝症三部曲收官作，有笑有泪，演技完美碾压王老师。看到淋巴癌心情复杂。影院里的熊孩子及愚蠢家长影响心情。
440$26289144$滚蛋吧！肿瘤君$好想急死你$2020-03-09 03:14:11$2$居然只有七点多真是超乎我的意料了 119分钟的电影我哭了接近80分钟 电影里面所有人的感染力都好强 她们只要一流眼泪我必流眼泪 她们没流眼泪的地方我也默默流泪 一开始同病房的小男孩太可怜了 我十岁时候住院同病房也是一个小男孩 不过才一岁多 每天晚上发高烧查不出病因 只能不停反复做一些项目来检查 我出院的时候还没检查出来 不知道现在他好了没 希望他健健康康
441$26289144$滚蛋吧！肿瘤君$那么倔强$2015-10-18 16:16:45$3$10分钟弃，导演、编剧，你们对得起熊顿嘛！熊顿虽然搞笑，但不是没脑的神经病，开篇婚礼的少根筋+没酒品，办公室对主编拍桌子，正常人类智商做不出来，除非是智障，也压根不是熊顿的性格或者她书里的内容。原著粉一定要给这电影差评，不带这么消费熊顿的。真不知道这电影拍完了熊顿的妈妈怎么看
442$26289144$滚蛋吧！肿瘤君$爱睡觉$2015-08-13 22:24:40$1$学会一句话，你不是我，所以你不明白你对我的意义。但是除了刻意的煽情和笑点，片子真的挺一般。
443$26289144$滚蛋吧！肿瘤君$梦游者的坠落$2015-11-09 21:14:01$2$一点都不像一个将死的人，现在真是无所不娱乐，包括死亡，很难想象一个面对癌症的人会那样表现，那根本就是一个失恋的人的表现。
444$26289144$滚蛋吧！肿瘤君$苏乏$2017-02-03 16:00:42$0$片子其实超级长，但女主扛住了没让观众疲劳，固然导演、编剧重要，但之所以诙谐之所以悲伤有很大程度是演员举手投足决定的，所以审读剧本是特别考验想象力的事，然而你又不实质代表主创。本片好处在于比较容易代入又给了不常规的视觉，还有发挥的空间，但适得其所
445$26289144$滚蛋吧！肿瘤君$随意$2017-05-05 21:17:43$3$我觉得这是一部励志电影，教会我会在死亡面前要学会坦然从容面对。
446$26289144$滚蛋吧！肿瘤君$KID Y$2018-06-29 06:33:49$1$吴彦祖加一星
447$26289144$滚蛋吧！肿瘤君$女宛心兑$2015-08-23 09:22:44$0$看得又哭又笑了，很喜欢这个乐观开朗大大咧咧活得特别实诚的女孩儿。结尾自己的告别式也颇具熊式的可爱。只是仍然没法阻止悲伤的离别。因为真实故事更增添了一些说服力但导演功力还不太够，至少在起承转合，情节组织上节奏有问题，后面拖沓不如前半段紧凑。或许电脑上看会更好吧。让我们不要怂地过日子
448$26289144$滚蛋吧！肿瘤君$改名字$2017-07-07 22:12:04$1$一个看一遍哭一遍的电影，而且会让我敬畏生命，因为你永远不会知道，明天和意外哪个先来。
449$26289144$滚蛋吧！肿瘤君$冰仔$2015-09-14 08:50:50$0$可能根本没有那么多明天……好好活！好好乐呵！
450$26289144$滚蛋吧！肿瘤君$姬长安$2015-08-09 09:44:48$2$“就是来不及了，不然，你懂得”明明是喜剧，基本上半个小时之后一直哭，普通人的亲情，友情，爱情，诚如电影
451$26289144$滚蛋吧！肿瘤君$年逝$2015-08-15 21:08:44$0$哭晕在影院。
452$26289144$滚蛋吧！肿瘤君$藤井树不是树$2020-10-12 17:32:42$1$看八组讨论，才发现我没有标记！白百何演得真的很好，哭得我稀里哗啦的
453$26289144$滚蛋吧！肿瘤君$基瑞尔$2015-08-15 16:38:10$2$很用心的是片头说每张在澳洲卖出的电影票会捐钱给澳洲癌症的慈善组织。看的时候没有哭，倒是想起了之前看Red Band Society的时候。之前一直以为刘莉莉会“放大招”，她演的东西我老哭，好在镜头不是特别多。总的来说就还挺好看的，吴彦祖真老了，现在看着完全不惊艳了（：
454$26289144$滚蛋吧！肿瘤君$贺兰迈克$2016-05-03 22:52:44$0$有亮点，但是也有非常多的瑕疵。其中最大的瑕疵就是篇幅，这种容量的故事能拉扯两个小时还真是辛苦了……
455$26289144$滚蛋吧！肿瘤君$小皮影$2020-12-31 08:25:51$1$白百何演技真好，当时看哭了，我们都要好好珍惜生命，珍惜身边的人。
456$26289144$滚蛋吧！肿瘤君$Irgendwann$2016-02-07 09:03:40$1$吴对我来说真不算帅，已经是个半大老头子了，李媛好帅好漂亮，我要是有这么美的病友，还要什么“帅气”医生啊，肯定追病友！
457$26289144$滚蛋吧！肿瘤君$静置$2020-04-09 07:59:46$1$不喜欢感情线，吴彦祖给我的感觉就是个没有感情的面瘫，全部的泪水都是白百何给的。
458$26289144$滚蛋吧！肿瘤君$左岸卿尘$2016-12-25 23:10:30$1$明天和意外，你永远不知道哪个先来，好好珍惜当下。积极向前
459$26289144$滚蛋吧！肿瘤君$诸葛福媛$2015-10-16 23:41:55$0$其实开头拍的很一般，后面还是将就。四颗星给熊顿的。
460$26289144$滚蛋吧！肿瘤君$qqHHpp$2020-10-11 20:22:36$1$说实话，我还在为那届百花奖白百合没有提名女主耿耿于怀。
461$26289144$滚蛋吧！肿瘤君$DrBigglesworth$2015-09-09 05:29:14$2$为了熊顿的原著加一颗星，电影拍得实在是不怎么样，吴彦祖也救不了
462$26289144$滚蛋吧！肿瘤君$Vincent$2015-10-27 17:54:40$2$挺好看的，改编自真实故事，结局的告白真心不错，白百合演小妞简直信手拈来。但是，选送该片冲击奥斯卡？电影局你特么逗我玩呢？
463$26289144$滚蛋吧！肿瘤君$一片两片三四片$2017-02-14 22:54:02$2$想哭，白百何演得真好，是熊顿点名让她演得吗？
464$26289144$滚蛋吧！肿瘤君$飽廉$2017-09-30 23:49:01$2$真实的故事 ，印象没多大了，吴彦祖很帅。看到后面落泪了
465$26289144$滚蛋吧！肿瘤君$烈焰红唇龙$2017-07-16 13:19:47$1$不知道说什么，很反感。
466$26289144$滚蛋吧！肿瘤君$明泽宁朗$2021-01-01 17:23:57$1$我真的很喜欢白姐，演的真的好
467$26289144$滚蛋吧！肿瘤君$山竹壳壳$2015-09-06 16:01:08$1$大家都在笑的时候我并没有笑出来，但我在哭的时候大家都在流泪。名副其实的催泪神器。即便感觉快要失去，也不能随便放弃。
468$26289144$滚蛋吧！肿瘤君$沈十六$2015-08-15 22:39:05$4$至少笑了和哭了。
469$26289144$滚蛋吧！肿瘤君$伽树$2015-10-12 23:09:23$0$四星给熊顿本人，一星给彦祖。
470$26289144$滚蛋吧！肿瘤君$连虎修$2015-08-23 22:14:31$0$很有趣也很感人，但把它当做一部电影来评判，3星不能再高
471$26289144$滚蛋吧！肿瘤君$厦门雷少$2015-10-30 07:21:36$0$"还是不错的。
发现了美女李媛。
白百合我不喜欢。没有办法。"
472$26289144$滚蛋吧！肿瘤君$归安$2018-08-21 12:06:07$1$明天和意外不知道哪一个先来，也许只有死亡临近才知道如何好好珍惜
473$26289144$滚蛋吧！肿瘤君$森林$2019-08-24 21:22:13$1$导演很聪明，一切做的挺到位，该有的点都有，细节哭点人物性格刻画，都挺好，不过最好的是他告诫了广大女性:要想吴彦祖看上你除非你死了
474$26289144$滚蛋吧！肿瘤君$安神补脑meng$2016-08-27 09:03:29$2$了解了现实中的熊顿看到白百何就想抽她两个耳光。
475$26289144$滚蛋吧！肿瘤君$523$2015-08-17 22:49:25$0$“真正的朋友就像健康”。比绘本好看点儿 3.5吧。蛋妞真是太帅太可爱了啊 cos弩男那段前排一个男的百感交集的喊了一句“艹”哈哈哈  2015/8/17@中影with H
476$26289144$滚蛋吧！肿瘤君$某J。624$2015-08-28 01:14:43$0$不认识熊顿，也被这样的性情感染了。电影本身一般，好人物好情感好故事却没有真正做好电影。当年的亚也有了麻生，这一次熊顿有了吴彦祖。艾米赌气去日本我一直害怕她会来不及和她和好，可哪怕她们没能再见一面，都感谢有过那封邮件和信息。十七岁你离开，二十四岁我坐在影院终于可以忍住哭泣。
477$26289144$滚蛋吧！肿瘤君$Chenchen$2015-08-14 00:04:25$1$每次看到父母那就哭成马了 吴彦祖好帅太帅了
478$26289144$滚蛋吧！肿瘤君$末末。$2019-11-06 10:20:19$0$影片根据熊顿的同名漫画改编，讲述了身患癌症的熊顿在与病魔抗争的日子里依然笑对人生的故事。
479$26289144$滚蛋吧！肿瘤君$SHAOXIAYU$2015-10-25 10:04:16$0$躯体与生命也许都不会永存，但精神会一直存在。熊顿骨子里的乐观与开朗值得一部这样的电影让我们来缅怀，有时候换一个角度看事情，一切都是美好的
480$26289144$滚蛋吧！肿瘤君$浣熊小姐$2015-08-13 23:39:16$2$阿祖仍然很帅，隐忍的浪漫什么的最适合他。白百合的眼睛和烤瓷牙都很亮。李媛真得很像张柏芝。张子萱的小三梗满堂哗然了一小下。这并不是一个能打动我的叙事结构，但刘莉莉演的妈妈还是让我不小心哭了两次。不知不觉熊顿离开这世界已经两年多了，祝她在另一个世界幸福安详。
481$26289144$滚蛋吧！肿瘤君$开膛手贝塔$2016-03-06 17:35:04$2$对白百合有改观
482$26289144$滚蛋吧！肿瘤君$A L E X$2016-10-28 03:53:29$1$吴彦祖说“我负责治病，你负责相信我”的时候真是全方位轰炸式酥！
483$26289144$滚蛋吧！肿瘤君$Q·ian·Sivan$2015-10-19 03:51:53$1$「有時候活在自己的想象里其實是一件挺美好的事兒. 你可以什麼都不用在乎, 沒有恐懼, 沒有憂愁, 甚至沒有死亡.」
484$26289144$滚蛋吧！肿瘤君$坠落星空🌃$2020-10-06 08:39:37$1$后面哭的我，真难受，白姐感染力太强了，值得看的好电影～
485$26289144$滚蛋吧！肿瘤君$菀树$2015-12-01 21:10:35$0$妈妈的毛衣
486$26289144$滚蛋吧！肿瘤君$小十三$2018-08-30 21:43:24$2$喜剧都是悲剧，明明标签是喜剧，从头鼻酸到尾，爸爸在超市买薯片研究味道的时候太心酸了，没什么好说的，但是为什么白百合一直拍绝症
487$26289144$滚蛋吧！肿瘤君$让我开心1988$2020-06-01 18:22:05$2$哭啊哭啊白百合代入的真好
488$26289144$滚蛋吧！肿瘤君$隔岸火$2020-02-18 20:09:22$2$喜欢这个故事本身，但是不喜欢韩延的表现方式，当时在影院看的时候，只有男主的出场让观众们有了些许惊叹。但这个故事本身应该是很让人动容的。
489$26289144$滚蛋吧！肿瘤君$灾星下的男人$2015-12-06 17:03:13$0$只是记起来大学时候一同玩wow的已故的朋友。
490$26289144$滚蛋吧！肿瘤君$wang_15th$2015-08-13 20:43:15$2$前面节奏有问题，衔接生硬但也不缺亮点。还是蛮惊讶的，居然用了多兰《Mommy》结尾里母亲想象时的配乐和Travis的《Closer》。白百合骂张子萱“生活里做小三”那段太亮了。受原型人物和超现实CG的影响，笑中带泪。不错的国产小妞电影。吴彦祖太帅。白百合演得也很不错。
491$26289144$滚蛋吧！肿瘤君$香烟和草莓$2018-06-19 09:51:24$4$剧情温情感人，白百何这里面表现很不错
492$26289144$滚蛋吧！肿瘤君$螃蟹$2015-08-21 22:22:23$1$作为一部电影很不错，该导演可以关注，有那么点初生牛犊不怕虎的恣意想像力，幽默都很自然，煽情到位而不狗血，尤其难得无论如何剧情和白百合的演绎很符合原著作者的精神内核，升华的很好。
493$26289144$滚蛋吧！肿瘤君$零度以下$2015-11-17 21:08:13$4$和舍友大晚上看的。不管怎样，这种片子总是可以催泪。如果没有那段爱情，感觉会更好。
494$26289144$滚蛋吧！肿瘤君$Ms_underwater$2015-08-16 12:02:37$2$吴彦祖是一大败笔
495$26289144$滚蛋吧！肿瘤君$赫安$2022-03-16 15:53:40$0$女主失业失恋还有被查出来癌症，幸好还有三个好朋友陪着她，拳击女，文静妹和瘦弱男。在病房里女主认识了帅气的医生，两个病友小男孩和霸气女，小男孩配型失败只能回家等死，霸气女也和男友分手。女主霸气女和三个好朋友一起剃光头，女主终于治疗结束成功出院，但是却因为工作的事情和文静女吵起来，不过友情还是可以战胜一切，唯独无法控制反复的病魔，女主提前录好追悼会视频和家人朋友告别。整体很温馨，脑洞也大，就是闺蜜撕逼的桥段有点降智。了解到原著作者真的病逝了，好伤感。
496$26289144$滚蛋吧！肿瘤君$一个桃耶$2020-03-26 10:57:09$2$感人的励志故事 白百合演技可以。
497$26289144$滚蛋吧！肿瘤君$皆可以$2015-10-12 09:22:40$2$看了一半弃，好好的人被白百何演成低智商
498$26289144$滚蛋吧！肿瘤君$二静$2015-10-27 15:24:13$1$没有泪点。
499$26289144$滚蛋吧！肿瘤君$踢地哥$2015-08-30 10:44:01$0$泪点低
500$26289144$滚蛋吧！肿瘤君$戎夷先生$2020-04-19 22:59:23$0$补标记，居然没标。读研的时候看的吧，白百何那几年挺火的，也确实比其他小花强一点。这部应该是她为了演技的口碑而拍的（相对于捉妖记等），所以演的比较认真，不过我想象的是如果年轻时的周迅来演会是什么样。吴彦祖据说是因为家人癌症去世而接的这部戏，依然很帅。看完我当时还找了一些熊顿的漫画来看，画的比较粗糙，但是漫画里的幽默乐观，善良阳光真的很温暖，可惜这么年轻就去世了。据说片子里爸妈去买东西那段也是真实经历改编的。
501$26289144$滚蛋吧！肿瘤君$刘灼热$2020-04-08 21:21:08$1$"多一星给白百合的演技
我这泪点，就不能看这种电影
其实只看电影也没啥，关键是一想到真人改编，就难受"
502$26289144$滚蛋吧！肿瘤君$朱偉麒$2016-10-09 10:17:00$1$拍的还蛮好的，白百何表现很棒
503$26289144$滚蛋吧！肿瘤君$章鱼困困困困困$2020-01-04 15:44:30$1$纵使很多人骂，我也很喜欢白百合
504$26289144$滚蛋吧！肿瘤君$frontboy$2016-11-06 23:14:16$1$满满正能量，真实的熊顿对待生命用这种角度来考量和处理，本身就值得钦佩，白百何的表演恰到好处，既是大部分的真我，又比较好的体现了人物，推荐的片子。
505$26289144$滚蛋吧！肿瘤君$Queenside$2017-03-29 22:03:39$1$影片非常积极，激励人心。既体现了好朋友之间的铁铁的情谊，又体现了主人翁乐观向上的心态，以及对爱情的美好追求。这其实正是我们现实生活中应该具有的心态。非常受鼓舞，值得推荐
506$26289144$滚蛋吧！肿瘤君$轩轩$2017-06-14 09:26:30$1$屋漏偏逢连夜雨，身处逆境时，我们应该怎么办，那就是不抛弃，不放弃，乐观地迎战，熊顿挺好的。ps:吴彦祖真的好帅！
