$movie_id$movie_title$comment_user$comment_time$comment_vote$comment_text
0$26654146$解忧杂货店$风扇$2017-12-29 22:30:04$553$"为什么豆瓣才5点几分，很好看啊
459$26654146$解忧杂货店$月中漫步$2019-01-26 21:00:54$3$看过日版的特地来看下这部，看看本土化效果如何。这部电影节奏很散，剧情不连串，看完后除了王俊凯三个很尬的表演外，其他角色也感觉与电影内容几乎是疏离的。而且原著本身就带有浓厚的日本风格，故事内涵也是浓郁的日本风格，可想而知，改编难度很大，水土不服是正常的。
460$26654146$解忧杂货店$RUH$2017-12-31 23:36:51$6$过于将原著生搬硬套，把原著不好的地方也拍进去了，比如人物的转折太过于生硬，故事的情节过程有点迷离破碎，好在还挺感动的，重生好听，Anyway，2017即将过去，在新的一年祝大家新年快乐！告别过去，不忘初心，2018继续前行，一星加给导演，一起跨年吧！☺😄🎉🎉🎉✨
461$26654146$解忧杂货店$不知姓名$2017-12-29 22:45:15$74$中规中矩，给一星的人有些过了。虽然平庸但至少你不是在看烂片，不要觉得好的看多了就认为自己了不起，给了一星的人我觉得你连平庸都没有，自好（第四声）的人是真的烂。我想给3星的，还是5星平恒一下吧。
462$26654146$解忧杂货店$发福的唐吉珂徳$2018-01-09 18:29:41$4$東野的典型腦洞，甚至看到白夜行的影子。然後，青島老城區真的有味道，加分項。
463$26654146$解忧杂货店$彌張$2019-11-12 02:25:43$0$邊工作邊聽，主旨走偏？真的與黃磊版食堂齊平了
464$26654146$解忧杂货店$戴文浩$2018-01-03 19:28:59$1$充满温情的电影，把小说的情节本土化了，虽然个别情节跳跃较快，显得突兀，但总体来说还算可以。观影之后给人的感觉是剧情不让人印象深刻，尤其是王俊凯的演技总让人跳戏。不过一部电影能让我记住一首歌《重生》，这也算这部电影的成功之处吧。
465$26654146$解忧杂货店$哈里破特$2018-01-29 17:51:38$4$抱歉啊，这么多编剧合力之下我依然跟不上这剧情的逻辑。
466$26654146$解忧杂货店$醉莫插花$2018-02-10 07:02:12$5$具备了所有烂片要素。小王，小迪，似发呆似嗑药似梦游般的表演让人作呕。相比来说董子健的表现强太多了。音乐人，晴美，一身土掉渣的气质。陈都灵丑到认不出。毫无诚意，毫无才华，毫无亮点，纯属蹭IP圈钱的电影。
467$26654146$解忧杂货店$古怪可爱牛奶铭$2020-07-24 13:39:55$3$不伦不类说的就是这样……我拜托董子健真的靠妈就好好找一个路线去演戏吧，丑就算了，还要一下演这个一下演那个，真把自己当大咖到处乱演强暴观众眼球吗……
468$26654146$解忧杂货店$avatar$2018-01-27 19:00:37$4$我就不理解了，明明是一部还不错的改编电影，为什么这么多人处心积虑地埋汰它呢？故事都讲清楚了，演员的表演也OK，就算有点改编，也是为了中国观众的需要，我不知道你们在不满意什么？？？
469$26654146$解忧杂货店$uiuiyyy$2017-12-29 11:25:44$22$作为今天上映的三部片第一部出来评分的，嗯，总感觉一种熟悉的配方熟悉的味道，空无一物的故事构架，导演编剧演员45度角望天，发牢骚。特么我就说这种片子跟去年的标准烂片《全世界路过》、《摆渡人》有什么本质区别！！
470$26654146$解忧杂货店$她的猫$2018-09-09 08:45:08$1$那些个尬黑的真厉害，我就是淑芬，我觉得拍的挺好的啊。感人的地方很感人，唱的歌也很好听。不明白尬黑什么
471$26654146$解忧杂货店$小苗要努力长大$2021-02-15 01:49:00$1$难看。每个人物的行为几乎毫无逻辑，人物行为非常刻板，而且突兀。最无语的是，可有可无的主角们入室抢劫，对他人生命财产安全构成严重威胁，最后竟然轻松说原来是误会啊！然后异想天开的一笑想象着自己未来美好生活? 轻轻松松想让受害者原谅你们?普法之路任重道远。(呼唤罗翔老师)
472$26654146$解忧杂货店$魔鬼的情诗$2017-12-30 23:00:57$11$深夜食堂犯过的错原样犯了一遍吧
473$26654146$解忧杂货店$皮卡丘与精灵球$2018-01-28 14:12:24$0$一部合格的小成本电影。治愈暖心，说不清到底被什么打动的，但就是很感动。每个带着烦恼找解忧爷爷的人，心里都有答案。解忧杂货店，为别人解忧的同时也是在给自己解忧。
474$26654146$解忧杂货店$Amelie$2018-01-31 03:40:42$3$每个写信咨询的人其实心里都已经有了答案有了决心。选A还是选B，其实也没那么重要。于迷茫中前行，这本身就是一条正确的路。
475$26654146$解忧杂货店$寒  汐$2018-02-08 08:29:19$2$好大一锅鸡汤，最佳演出应该是成龙，年轻辈的大概是李鸿其，17年前和后差别就少个手机- -
476$26654146$解忧杂货店$70年的雪$2018-02-07 06:58:59$2$平淡无奇的鸡汤集合，叙事毫无亮点，节奏昏昏欲睡，镜头乏善可陈，化妆丑得惊人，众明星的演技仿佛在说“赶紧结束吧”，整个电影就像一集平庸加长的国产电视剧，还是最烂的那种
477$26654146$解忧杂货店$米曹$2018-02-05 23:15:09$2$几个故事的年代感还不错，但是衔接得…一回到正常时间线，就好TM尴尬…就像几颗好珠子，愣是用尼龙绳串成条项链🙄…
478$26654146$解忧杂货店$一灯$2018-01-29 17:32:21$0$转行商业片真的不是自己擅长的
479$26654146$解忧杂货店$JulianaFrink$2018-01-25 18:53:50$2$打卡董同学 别再作这种片了 雷cry
480$26654146$解忧杂货店$裸吻鱼🍭$2018-01-29 19:25:18$1$20。虽然我的目标是一个月看30部电影，然后这才是第20部，但是也不应该浪费时间在这种烂片上，王俊凯和迪丽热巴的脸真的太尴尬了，拍得也太尴尬了。韩寒韩杰还有什么宋啸，你们糟蹋了一个好剧本。
481$26654146$解忧杂货店$风中塑料袋$2018-01-01 21:20:12$4$我是被某人逼着去看的，尽管之前看评分我就估计到是烂片，但片子之烂还是超出了我的忍受程度。剧情、演员的表演统统都烂，尤其是王俊凯的，分分钟都让人出戏，好歹请个老师辅导一下，都不会差到这个地步
482$26654146$解忧杂货店$柚子竹$2017-12-31 12:50:09$10$今天和小张一起在荟聚看的，这部电影完成度不错的，基本上达到了我的期望了。跟原著进行了一些改编，就像『白日焰火』vs『白夜行』，改编参考了国情更多接地气了。我看过书，很喜欢看，主要是基本达到我的期望了。
483$26654146$解忧杂货店$我真不会起名字$2018-10-30 12:33:33$0$其实 挺好的？我感觉董子健的表演出乎我意料 而且片中的他 好瘦 王俊凯也还好啊 只是迪丽热巴的表演说不为什么 就是好尬 秦昊的表演总感觉那个劲头 好难受。。。？其他 就算任性吧 就想给五星拽拽分
484$26654146$解忧杂货店$如风࿐$2018-01-30 21:56:36$2$整个画面铬黄色用力过度，估计摄影师玩美图秀秀出身的；情节较生硬比较假，细节交待不清，断层感严重，不知是不是剪刀手之过；另外传说中的那个“热巴”近看脸上的粉真是厚啊，但仍是遮不住那张并不好看的脸，应该是摄影师忘了后期磨皮了。。。既然有韩二在，剧情做作也就比较能理解啦~  嗯！
485$26654146$解忧杂货店$GA$2018-02-02 00:54:40$3$可怜董子健仿佛遍寻不得对戏对象，次次空拳
486$26654146$解忧杂货店$柯蛙$2018-01-02 20:47:28$3$是“今生有幸”还是“下辈子无缘”啊？亦菲啊，烂片演这么多年了，啥时候是个头啊？心疼那美丽的容颜
487$26654146$解忧杂货店$电影学徒$2018-02-02 09:49:21$0$虽然故事有点碎，不过故事真的是好故事。我说的是原著是好故事。
488$26654146$解忧杂货店$水边的小竹子$2018-03-02 20:29:11$0$本土化做的其实还可以，只是相比原著，影像很难把精巧的结构显示出来，分散的故事很容易造成人物的扁平，节奏的缓慢。
489$26654146$解忧杂货店$已注销$2018-10-15 16:01:59$7$给绿色加分天后打call！
490$26654146$解忧杂货店$ILM$2018-01-02 01:38:21$2$勉强三星，演技太空洞造成观感不好，编剧的能力无法驾驭小说的多线性结构
491$26654146$解忧杂货店$旅途人生$2017-12-29 21:13:25$23$主角其实有四个，成龙的戏一点也不比三个主演少。很治愈。老爷爷开办解忧杂货铺帮助迷途的人确定心中的答案。老爷爷也曾怀疑过自己存在的意义，但最后找到心中的答案。把日本的故事搬到中国丝毫不违和。但唯一的疑问是福利院究竟如何和解忧杂货铺扯上关系的，前半段有些鸡肋。
492$26654146$解忧杂货店$喵驼酱°$2017-12-20 21:07:37$45$才半个小时旁边的小情侣就依偎着睡着了，把迪丽热巴的戏份换成她DG走秀的片段反复播放我应该会十分高兴，至于王俊凯，我连能换成什么都想不到。但是也别怕，日版导演广木隆一，大家应该能不相上下。一星给大哥和小董。
493$26654146$解忧杂货店$草帽岳飞$2018-01-27 19:38:33$0$故事很零散，不过依托强大的原著，总体尚可。话说请那么多明星有什么卵用？一个个还是来打酱油的。
494$26654146$解忧杂货店$阿柴$2018-01-26 20:18:26$2$我的差评主要给美术，场景化妆都散发着“国产想做小清新但没想到自己失败了”的味道，其他的就是清淡如水，第一个故事ppt感浓重，人物情绪全都没达到，然而老爷爷的最后一段话听起来仍然让人泪目，东野圭吾的魅力，总在书的最后一页让你动容。
495$26654146$解忧杂货店$媛熙$2018-01-09 01:58:24$0$文学中文字细腻的部分 真的不是影视艺术形式可以呈现的 但是还是不错的
496$26654146$解忧杂货店$大隐隐于市$2017-12-25 00:03:26$13$看了卡斯和一个没听过的导演，感觉原著是毁定了！
497$26654146$解忧杂货店$LWK$2017-12-25 23:55:33$63$每个人的心里都有属于自己的解忧杂货店，温暖治愈，情节环环相扣，三个小故事，首尾呼应，我觉得值得一看
498$26654146$解忧杂货店$横丫肠$2018-01-26 15:22:59$2$糟蹋原著，没有人性的刻画，只有廉价的成功论。几个配角都很讨厌，王俊凯会演戏吗。
499$26654146$解忧杂货店$布拉德痞特儿$2018-01-29 12:03:25$2$只有看过原著，你才知道这片子拍的有多烂
500$26654146$解忧杂货店$肉山大魔王小可$2017-12-21 22:37:29$33$三位演员引出的其他的故事，他们三个戏份很少，不存在什么“大咖给流量小生/小花做衬”这回事。锅不能全让演员编剧背，你看日本版也就那样，本子本来就是一个比较平淡的不好改的故事。不过编剧还是把温情改的四不像装逼不成变杯具。说到底，小镇老人开个叫“无名”的杂货店给人写信，这本来就很迷幻
501$26654146$解忧杂货店$Kazia$2018-01-29 14:05:13$1$虽然没有看过东野圭吾的原版，但是这样三段相互关联的故事凑成一个电影，重点居然在奇幻的时空穿越上，而不是治愈上面。很奇怪董子健看到舞女来信那段为啥这么生气，分明没有任何提示，太突兀了。还有陈都灵为啥有钱之后就变样子了，难道挣这么多钱把自己整丑了？逻辑真是感人，我已经不想去看原书了。
502$26654146$解忧杂货店$fantasy   *$2022-04-18 23:49:28$2$"找一堆大牌演员给你摁着脖子灌鸡汤已经成为了国产电影大流了。1993年普通人家各个开汽车，买碟花35块（记得工资才100左右吧）能不能稍微走一点心啊。
三段故事，第一段又是万年不变的追求音乐梦想，又是火灾看吐了。第二段一整个被爸妈惯坏的富二代，没礼貌，没家教，乱花钱，小小年纪追迈克尔杰克逊，结果还要离家出走，原来国产剧这样的三观已经变成主流了嘛。第三段更是莫名其妙，酒吧舞女翻身成为大老板，强行与开头扯上联系，编剧你自己看看不会觉得好笑嘛，当观众都是傻子吗。

PS：成龙大哥飞天遁地一辈子了，让他演个颤颤巍巍的老人实在是别扭啊"
503$26654146$解忧杂货店$不期而会慧$2018-10-16 00:20:19$7$一星给小凯和董子健，其他的我就呵呵
504$26654146$解忧杂货店$小森林$2019-02-03 19:27:51$2$毁原作的捞钱国产烂片无疑，永远只做表面工程，电影从来没有灵魂，没有呼吸，什么时候国内电影制作能远离流量定律，国内偶像脑残粉能清醒清醒
505$26654146$解忧杂货店$闲人$2017-12-24 16:25:21$65$原著极其不适合电影改编，为了名利非要改就是这么难看。
506$26654146$解忧杂货店$Yummy的喵$2020-01-30 03:00:11$0$没有评分那么差啦，甚至还有些惊喜。剧情改编合理，情节串联巧妙，感情有被触动。成龙大哥的戏份太出彩了，陈都灵的风尘装有被惊艳到，这么多年从没get到迪丽热巴的美。
507$26654146$解忧杂货店$爱卿不得扰圣驾$2018-09-07 00:11:47$2$当初知道翻拍电影版 所以赶在上映前看了原著 读完觉得冥冥中绕了一个圈 千丝万缕的联系 很治愈系的小说 隔了几个月想起来冲着热巴来看电影 姨妈尾期的泪点特别低 歌手死亡 张默得知真相 白纸的解答 哭了好几回 看完电影更觉得小说写的非常棒 当初看书时还没哭成这样…张画画那段视觉效果棒
508$26654146$解忧杂货店$小雨伞不下雨$2018-01-26 22:45:42$3$日版快上了，懒得看书，就把国版的看了遍。真是灾难，海报居然不要脸的只有三位酱油角色，第一个故事的OS就跟公益片一样，第二个熊孩子，第三个理财广告，主演戏份那么少，都没办法甩锅，哈哈。热巴的脸不适合大屏幕。
509$26654146$解忧杂货店$鹅岭懒人$2018-01-27 03:42:25$2$平的一匹。自以為拍得起起伏伏，其實就是本流水賬。色調艷麗得齁，迪麗熱巴像個男扮女裝的假人，台詞羅里吧嗦……真的浪費了好設定，唉。純粉絲向電影。
510$26654146$解忧杂货店$小冰棍$2017-12-30 00:22:46$3$"第一章：嗯？张若昀？
第二章：嗯？唐艺昕？
（没有同感的吗）"
511$26654146$解忧杂货店$我去两千年$2018-02-27 22:58:17$1$低配版无问西东，三个故事衔接之处差口劲，台词太过浅显，就tm这样还差点整哭了，最近真是被梦想洗脑了。emmn都灵小姐姐的舞女造型不错，胖迪戏份太少。
512$26654146$解忧杂货店$三月对我笑$2018-02-10 00:00:05$0$日版出来了就补一波中国版的，套着小说的框架讲了三个中国故事，还是挺接地气的。17年18年故事就在最近所以感觉有共鸣。但有些地方太生硬，太矫揉造作，让人挺不舒服...而且是头一次，看完一部电影对电影里所有人都喜欢不起来...
513$26654146$解忧杂货店$blandlr$2020-08-13 23:49:33$11$剧情中规中矩 没有太大惊喜感 王俊凯演技太拉分了……我寻思这孩子从出道还被张艺谋带过 演技也应该有点提升吧  万万没想到啊 真的看不下去 每个面部表情都很尬  不是特别成功的翻拍 五分都高了 
514$26654146$解忧杂货店$NortonHill$2017-12-21 20:55:15$0$整体完成度还不错。套用原著的奇幻外壳，填充了中国式的梦想、爱与责任的故事。但多线的故事讲下来还是有点吃力，略散，还好最后也能把所有线条串联聚焦，凸显温暖内核。
515$26654146$解忧杂货店$NARUMI$2018-03-11 17:26:01$0$看了谷阿莫版 很难见到他这么生气 蛤蛤
516$26654146$解忧杂货店$肚子咕噜够了没$2018-01-26 16:18:35$2$我是看过小说的，电影有点混乱啊，想要把小说的时间轴，线，人物关系说清楚还真是没那个境界，这是编剧导演的锅。演员演技也是没有亮点，不光是年轻演员，老牌演员也是，感觉没什么水花，没看过小说的人来看这部电影可能云里雾里而且不一定看得下去。
517$26654146$解忧杂货店$一$2022-07-14 08:51:23$0$本身改编的噱头很大，虽然我没有看过原著但也知道东野圭吾的IP是好饼，结果搞砸成这样。首先选角上就非常失败，三个人演得不知所云，造型也拉跨。生搬硬套的本土化，差劲，剧情无力吐槽，结尾更是强行按头喂鸡汤。
518$26654146$解忧杂货店$刈戈$2019-10-13 19:52:37$0$故事最好的呈现，一定要有精巧的结构。我认为，最好的方式就是“欺骗”。好的“骗子”，都会令人叹服。没有普通的故事，只有拙劣的讲述者；没有不好的人生，只有不懂得光彩的感受者。
519$26654146$解忧杂货店$梦之安魂曲$2018-02-01 09:10:43$0$勉强三星。因为没有看过东野圭吾的小说，所以总体没我想象中的那么差。没有动作戏的成龙是个看点。一年四部电影，两部配音，辛苦了。叙事太平淡了，很容易看睡着。仙女迪丽热巴和小帅哥董子健他们俩那种造型、妆容简直不能忍。王俊凯的角色也几乎没有存在感。可以被故事打动，但是无法被这部电影打动。
520$26654146$解忧杂货店$羌笛杨柳$2018-01-25 22:04:03$0$对于没看过小说的人故事讲的不好，不一定能看懂。记得17年最后一天就想看这部电影，17年开年看的第一本小说就是「解忧杂货店」，想用同名电影收个尾，但无奈天没随人愿。
521$26654146$解忧杂货店$武安君$2018-11-13 22:38:44$1$"吐槽一：虽然没有看过原著，但从这电影上看，一股浓浓的鸡汤味是从那里来的，有时间要找一下原著看看！
吐槽二：一个孤儿院，出现了一个歌星，一个国际知名画家，一个女老板，这是什么样的概率啊！就算是我们这普通学校都达不到这样的成绩，请告诉在哪里，我立刻找人把户口迁过去！
吐槽三：迪丽热巴的颜值我是舔屏的，但电影里这身装扮是怎么回事？得罪造型师了？比迪丽热巴古装还要难看！
吐槽四：报纸上登着一家三口丧命，警察难道不会数数嘛？车里就有两具尸体看不到嘛？就算是误会其他的车，那也能看出大人和小孩的区别来啊！
吐槽五：一对情侣分开，都终身不娶不嫁，一人建立无名杂货店，一人成立彩虹之家，这部电影应该叫做《解忧杂货店与彩虹之家的渊源》！"
522$26654146$解忧杂货店$白苏打饼干$2018-09-24 10:28:23$1$看完觉得比较恶心。大陆片明星光环太重，很难带入到平凡人的故事里去。原书男孩后来也不过就是高级木工，电影里变成著名画家，原书里是详细描述了房价拐点和未来商机的，电影里只有一句好好学习，未来经济很好就带过了。重要的事情轻描淡写，煽情部分浓墨重彩。感觉煮完鸡肉后把鸡块都捞走了，剩下一锅鸡汤给你，告诉你大补哦。太烂。
523$26654146$解忧杂货店$Adam$2021-11-30 21:12:33$1$"这个片子绝对看过，但是看的时候还不够成熟，游离于大学期间甚至高中时代，已经不记得情节，那个时代愉快的玩耍时间。本就喜欢警匪动作暴力战争血腥黑帮惊悚犯罪恐怖悲伤喜剧的题材，这款肯定会看，不管哪个国家的，可不好的故事看的快看的早，忘的快忘的早
这个片子大学看过，记忆基本上只留在片名了，不知道为啥，对于故事本事始于什么，终于什么，完全不记得了，神奇
可是电影真没有小说的精彩
"
524$26654146$解忧杂货店$晚风云意$2018-01-01 23:06:40$8$灯光师都歇了吗？一个个脸都蜡黄的。没看原著，看电影很感动，一对相爱却没在一起的恋人，终身未娶未嫁，一个建了孤儿院，一个建了解忧杂货店，帮助了无数的迷途的人找到了方向，但其实每个人心里早就有自己的答案了，真正能改变自己命运的人，只能靠自己的努力。
525$26654146$解忧杂货店$麻绳$2018-01-28 15:00:42$1$一个日式的鸡汤文，改成中国版，就只剩下鸡精味了。我也一直不认为原著是多好的一本小说。
526$26654146$解忧杂货店$joyce$2018-02-26 00:39:50$4$我天，病句集中营，这水平也能编剧？btw 我觉得这本书是东野圭吾的败笔，为什么会火，搞不懂。
527$26654146$解忧杂货店$沈园清客$2017-12-24 17:08:46$20$董子健一句她怎么能做舞女呢，俗气到死的电影。舞女怎么了，依然值得尊重
528$26654146$解忧杂货店$机器楞$2018-02-05 21:09:56$1$没啥想说的，几个热评说的挺好的。真是比烂片还没意思，烂片还能骂一骂，这片真是只能说太平庸了。boring
529$26654146$解忧杂货店$胡阿忧$2018-02-04 01:56:31$0$和原著还原度较高，有较高的呈现出来原著的基本故事逻辑和特色。非常不错的电影和书籍，值得反复去思考，如若真的有这样的时光穿梭机，你会不会发现，人生最精彩的是你可以在自己的白纸上画上美丽的风景？
530$26654146$解忧杂货店$岁月何须溪上记$2020-08-12 06:56:57$0$小城音乐人的故事（写了一首《重生》，成为了一个小女孩的主打歌），小男孩的故事（喜欢迈克尔杰克逊，铺垫那么久，最后成为了画家？），舞女的故事（好好学习就可以成为企业家哦）。
531$26654146$解忧杂货店$丹莫罗的冷峰$2018-02-05 06:31:26$1$很努力的把故事本土化，还找了成熟演员来平衡流量鲜肉的演技，但是整体看着很怪很别扭，从色调，装束，到演技，故事，都很别扭，不顺。
532$26654146$解忧杂货店$夜～妆$2018-01-04 21:29:57$1$为什么我觉得其实故事整体改编的还行……但是演出来又这么尬呢 一言难尽 
533$26654146$解忧杂货店$最幸运的幸运$2018-01-27 12:33:46$0$18067 并没有怎么被温暖到，就是一个温暖与救赎，鼓励和回应的故事～但是这种见字如面，神交已久的感觉很棒啊，每个人的成就其实都是靠努力换来的，别人能给的只是鼓励和激励～没有看过小说，电影完成度一般，但整体脉络和人物，故事情节都还行，及格分吧！
534$26654146$解忧杂货店$狐狸尾巴lo$2018-03-23 04:02:19$17$太平淡   有点无聊
535$26654146$解忧杂货店$(｢･ω･)｢嘿$2018-01-18 14:48:38$3$舍友是书粉被他拉去一起看，怎么说呢，比我想象的好很多，舍友也说改编的很可以了，我泪点低全程哭了三次，董子健不愧实力派，承包了我全程笑点啊，热巴那个角色感觉谁演都可以，王俊凯倒是让我惊喜啊，没让我出戏，还是挺惊讶的，我觉得虽然不能说很好，但肯定是及格的，不至于这么低，所以多加一星
536$26654146$解忧杂货店$铁塔梦α$2018-02-06 18:56:56$1$"海报上那仨人戏份少得可怜还特么领衔主演？抱着能骗一个是一个的心态做的海报？这仨人到底啥关系，还一个个跟暴躁老哥一样的脾气？读了一晚上信就能洗心革面重新做人了？你可别逗我了。
鸡汤灌的毫无说服力，剪辑也是一团糟。其实更糟的是演员，董子健戏飙的莫名其妙，王俊凯还会发飙？软弱无力..."
537$26654146$解忧杂货店$净心禅缘$2018-02-22 15:08:03$0$都知道是根据日本的小说改编，能改成这样，个人认为已经是非常好了。时间的穿梭，不同时代的梦想与难过，每个时代每个人都有自己的困惑的事，有个暖心老爷爷倾诉鼓励，大概每个人心中的梦。改的已经非常中国化了，和中国时代息息相关，而核心温暖的关怀与鼓励却没有变。虽然没看过原著但已抓到精髓。
538$26654146$解忧杂货店$桃子乐$2018-01-01 00:50:07$5$我觉得这本书就没什么可拍电影的点，拍出来果然很不好看，王俊凯的面瘫脸让整个电影画面特别无聊，故事情节设置的也是没法吐槽了，啊，我为什么跨年要看这个玩意。
539$26654146$解忧杂货店$[已注销]$2018-10-27 11:29:19$0$分几次看完的，三个有联系的故事，联系的也算巧妙，可是不知是节奏的问题，还是叙事的问题，看起来感觉特别冗长。画面还是挺有质感的，鸡汤的部分我只干成龙饰演的无名爷爷那一碗。所谓的三个主演没有一个有亮点，没有一个不多余。参加梦想女声就是追寻梦想了，现在青年人的价值观还这么肤浅功利吗？追寻自己内心没有错，只是内心也确实太没什么内容了。这是个什么时代呢？看了电影大概能感受一二吧，它想表达点什么，却花了长篇大论还让人们觉得不知所云，因为背后的创作者内心太虚弱了，这是一部先天不足的电影，和改编不改编无关。
540$26654146$解忧杂货店$子穆冥王wendymaxine$2022-05-31 00:33:44$0$"太可怕了!心太软没给1分。2分里1分给原著授权者的勇敢慷慨，1分给成龙大哥唯一撑起全片的存在。
王俊凯的演技太可怕了！而领衔主演排第一居然是王俊凯，看到排名顺序，我真觉得中国电影行业太没有武德了！他们看着地里长出的一茬茬脑残韭菜，笑得嘴都合不拢，在圈子里奔走相告""菜傻钱多,快来!""
真没想到是曾经拍出《树先生》的人拍出的电影！一部著名的国际文学作品、一群中国文艺圈大咖及影业巨头、改编结构也算合逻辑的剧本……本是多好的资源组配，却拍成一坨别致的造型！一部电影的成败到底是由什么造成的？中国足球为什么总是失败？这之间肯定有啥不可说的关键！
全片感觉除了成龙在状态把戏撑起来了,其他大咖小咖都没能拯救这部戏。结尾成龙的回信是全片唯一亮了一下的地方,但为时已晚!可惜了一堆好东西凑出一盘杂碎。"
541$26654146$解忧杂货店$Crazy Ivan$2017-12-29 19:29:44$15$2017.12.29 GTS 水土不服
542$26654146$解忧杂货店$1127½°$2018-01-03 22:07:56$1$希望有个人告诉我下我现在做什么十年后最赚钱。20170102 @ifree影城2号厅 5排5座
543$26654146$解忧杂货店$夏季的天空$2018-01-28 13:19:50$1$这厮分明就是中国平安的宣传片来得嘛----世道艰难，与其指望时空穿越、天降贵人啥的，不如买个保险保平安吧。。。
544$26654146$解忧杂货店$夜游$2018-01-15 00:36:33$1$导演毫无大导风范，毫无新意，拍拍土片作业得了。故事实在太强行了，全天下的人都是那个孤儿院的。
545$26654146$解忧杂货店$阿基$2017-12-30 18:07:32$2$编剧请你摸摸自己的良心吧，情节和其他时空交错的故事很雷同……王俊凯和热巴尬演的好可怕……浪费我和对象做爱的时间
546$26654146$解忧杂货店$污首阁下$2018-06-23 17:27:01$0$奇幻的壳，治愈的芯。虽然远远不如原著，而且整个影片因为剧情拖沓我也是跳着看完的，但是至少看完之后，觉得内心暖暖的，足矣。电影的最大问题在于节奏的掌控，之所以在剧情衔接和逻辑上没有出现明显的漏洞，可能也是受益于原著吧，感谢东野圭吾写下的故事。
547$26654146$解忧杂货店$薇罗妮卡$2018-01-26 14:52:55$0$看在小说本身就非常难改的份上，且宽容对待，董子健以稍好的演技挽救了一下全片。不过书曾带给我的感触，观影时并没有体会到。
548$26654146$解忧杂货店$小东邪$2017-12-29 23:21:01$5$和原小说比起来，后两个故事其实有点主题先行。整体本土化得还算合理，但是有些视点.细节的问题显得潦草。
549$26654146$解忧杂货店$咕咚咕咚$2020-08-14 14:32:20$14$这是东野圭吾被黑的最惨的一次，一部好书被翻拍成这个鬼样子，也真是服了。一星是给凯凯的，他未来可期！眼神真的绝了😭台词口齿清晰，不愧是北电19名👍👍
550$26654146$解忧杂货店$Time$2018-01-26 20:54:17$0$环形结构也许是电影唯一有点意思的地方。电影的主题正能量多一颗星。整体演员都是面瘫倒是成龙和侄子看着像在演戏。最大的吐槽是摄影，杂货铺的乱色温表现奇幻还过得去，但其他镜头人脸肤色太难看了曝光不够油光腻腻，黑黄肤色好像演员肝功能有问题，牙都发黄。香港的摄影师现在怎么都是这个调调？
551$26654146$解忧杂货店$影幻月$2018-02-03 13:15:26$1$就如大多数评论的那样，不是烂是平庸，是兑水的故事，寡淡的励志，以及贩卖理想的廉价励志口号。最令人发指的是第二个故事，无用的篇幅拉得那么长，偏离主线，既不感动，也无共鸣，只剩作和中二。不是演员的锅，整个主创应该反思，为什么要弄这么一个空洞肤浅的故事，原著也这么矫情吗？
552$26654146$解忧杂货店$暮夏$2018-02-03 18:20:24$1$有一类电影很神奇，就是即使换了一批演技了得的演员去演，结果会是一样，反而用一些流量偶像更好一点，能卖的出去电影票，口碑砸了还有人背锅。用了原书的立意，去本土化一个乱七八糟的故事，陈腔滥调也串联不起来整个剧情，如果不是知道大意，根本无法理解任何一个出场的人物，硬煽情。
553$26654146$解忧杂货店$暴走君$2018-07-04 13:54:20$1$拖沓，太直白。没看下去。
554$26654146$解忧杂货店$月河$2018-01-27 19:42:29$1$剧情莫名结构失衡，取的几段都很普通演员也都一闪而过没啥特色，这年头不能只靠鸡汤混饭吃吧。
555$26654146$解忧杂货店$我是直的$2021-08-09 16:56:26$2$没看过原作 就故事还行啊 只是个别演技不行
556$26654146$解忧杂货店$撒马尔罕的黄桃$2018-02-08 20:56:48$3$本来想看下汉化版找点本土亮点但结果却是被暴击地辣眼睛！所有国产青春片的缺点他都有，诡异的怀旧调色、莫名其妙的节奏和叙事、用流量和其他老牌明星走马灯一样轮番出场以至于尿点显得不那么密集，真的这个评分已经是出乎意料地高了，3-4分比较中肯。
557$26654146$解忧杂货店$秋霆小朋友$2017-12-30 20:26:35$20$我觉得有原著的味道，虽然改编成中国的故事背景，但是也是合理的，而且在跨年假期上映，开场来一句新年快乐很暖心。我很少看完书再看电影，这是其中一部，书的最大特点是每个故事之间都有关联，电影能做到这点，我觉得已经出乎我意料了。演技也没有尴尬到不行，他们只是故事的牵线而已。
558$26654146$解忧杂货店$Josephine$2018-01-04 23:12:17$2$类比深夜食堂中国版，放诸中式社会语境中鸡汤的莫名其妙，完全不对味。另成龙的扮相已不是丑而是恐怖，王俊凯作为国民鲜肉宝宝是需要世界殚精竭虑共守护的，然后，导演还把这种使命感一直延续到了电影里，虽然剧本原著里好像没有＃摊手＃
559$26654146$解忧杂货店$qingxinxxx$2017-12-29 18:38:40$6$真的没有日本东方文化底蕴，千万别随便改编，我国的文化比日本更接近欧美。几位主演一如既往地奉献了烂掉渣的演技。董子健号称最会演戏的90后人设也要崩了。热巴和王俊凯演技从一开始没不抱希望了
560$26654146$解忧杂货店$可露丽$2018-01-26 23:00:37$0$【2.5】看前30分钟觉得烂透了。坚持看到后来，发现还是有一些可爱之处的，如果不是东野圭吾，只是普通的国产片，就不会如此低的评价吧。不过就个人来说，还是喜欢不起来的电影。归类为不好看。
