$movie_id$movie_title$comment_user$comment_time$comment_vote$comment_text
0$35131346$隐入尘烟$马掰掰$2022-07-09 15:04:12$22216$曹贵英常有，而马有铁不常有。
451$35131346$隐入尘烟$Holly$2022-07-26 23:23:19$25$真的好么？开始以为是男人和女人的故事 到最后还是男人的故事，人物除了惨和坚韧也没啥新的性格。乡村和城市的对立整个有一种“你美好但还好我不是你”的浪漫化凝视
452$35131346$隐入尘烟$biubiubiu$2022-09-21 16:44:00$38$老四说的最多的一句话就是“一码归一码”，从小被自己兄弟待之如猪狗，被村里人道德绑架占便宜却从不亏欠他人，最后想寻死也把欠的欠款悉数归还，哪怕借人的10个鸡蛋也未曾忘记。善良到从小河沟里打水都要把蝌蚪盛出来轻轻放回，自己被村民驱赶无家可归也要给房子上搭窝筑巢的燕子一个容身之所。自己淋过雨也想给别人撑把伞，遇上同是苦命人的贵英，于是拼命对贵英好，恨不得拴在裤腰带上，无人在意的两人互相珍惜，互相在意，给对方温暖，最朴实的陪伴让人感动。老四的浪漫是亲手给贵英印上的小麦花，贵英的浪漫是在村口等待老四归家藏在胸口的热水瓶。生活中那么多的苦难都没有把老四击倒，直到贵英的离去希望才彻底崩塌……
453$35131346$隐入尘烟$屮右$2022-09-03 19:42:50$31$处处不提苦，处处都是苦。
454$35131346$隐入尘烟$树洞呀。$2022-09-06 14:13:46$35$中产阶级无病呻吟的产物？？？
455$35131346$隐入尘烟$我爱阳光$2022-02-21 23:02:49$25$一部干净质朴的片子，一如片中的泥土。这个时代还有人执着于用如此缓慢的节奏、用白描手法讲述发生在故乡土地上的故事，割麦、做土坯砖、收包谷……许多细节都非常真实，从中看到了他的善意和真诚，观影中随着两个人感情加深而愈加投入，到最后照片那里几乎哭崩。海清把一贯的精明机灵劲儿完全收进了笨拙农妇的皮囊里，非常好；男主听说是地道的农民，第一次表演，跟海清搭档竟然接得很稳，真难得。整体上贵在写实，但如果能升华些或许会更好。
456$35131346$隐入尘烟$黑特-007$2022-02-20 21:30:12$9$两个被社会抛弃的人的自我拯救与重生，无奈最后一切又归于原点，落得片白茫茫大地真干净。其中更凄苦者莫过曹桂英，只留下一张半虚不糊的照片。演职员表最后最后有一行小字：2011年冬，马有铁在政府的扶持下，乔迁进楼房开始了新生活——在现有的最后一幕下，这个二次重复耐人寻味
457$35131346$隐入尘烟$小克$2022-07-10 16:16:14$12$"看完又难过又感动。两个演员都太好了，这个故事极端温柔又非常残忍。一对在最底层的畸零人，在一片贫瘠的土地上辛勤劳作，互相取暖。这种联结深情而脆弱，那么容易被摧毁……
我喜欢这个片子里以不疾不徐的节奏呈现的耕种、收获、四季更替，喜欢这里那里一点点的诗意：搬家到哪里，都要把红色的双喜贴在墙上；在你手上用麦子印朵花，以后你再也不会走丢；盖新房子，在檐下给燕子留个家……两个人之间温柔的情意在这些细节中涌动。
结局比较突兀，在我这里要扣掉些分，但我还是忍不住哭了。另外我真是完全没认出海清，也不理解豆瓣不少人对她表演的差评。我觉得她演得又真实又有层次。至于武仁林，是浑金璞玉一样的好。"
458$35131346$隐入尘烟$小楼一夜听春雨$2022-08-14 22:48:41$29$我想，只有我们的影院这样的电影越来越多，观众对这样的电影越来越容易接受，说明我们的文明在真正的进步。
459$35131346$隐入尘烟$blood orange$2022-02-12 22:58:12$26$65/100 #72ndBerlinale 精心的编排，造就一些动人的片段，仅此而已。
460$35131346$隐入尘烟$洋芋虾片$2022-08-28 16:09:02$34$对镰刀，麦子能说个啥？对啄它的麻雀儿，麦子能说个啥？对磨，麦子能说个啥？被当成种子，麦子又能说个啥？
461$35131346$隐入尘烟$小田切梨$2022-07-12 18:28:12$10$想是人如草芥，才能隐入尘烟，这片名还算意在言外，片中类似的人间草木的比喻就太多太滥了，岁岁枯荣，人如麦种，如叫驴，如永动的牲口劳力，被使唤，被压榨，被富人抽干精血，就快赶上谴责文学了，和整个诗化质地对冲得厉害。节奏也不太对，开始很赶，中间很慢，煞得突然，收得蛇足。
462$35131346$隐入尘烟$夏语冰$2022-08-29 09:33:01$24$真正的苦难不是物质的上贫穷而是精神上的匮乏，很多影评说电影展示苦难，我倒觉得导演实际上在美化苦难，男女主相濡以沫的感情是比较理想化的，这种爱情多多少少掩盖了外部环境和人际关系中的一些恶。如果把女主的意外身亡改成有戏剧性的情节可能会更好。电影拍得太平了，当然镜头是很美的
463$35131346$隐入尘烟$Hemerocallin$2022-09-06 14:47:53$22$人家只不过把事实拍了出来，你却好意思舔个脸说这事实是胡编乱造的，根本不存在。好吧，那你就继续抱着欧美超级英雄的商业大片，醉生梦死吧
464$35131346$隐入尘烟$德州電鋸sa人狂$2022-07-19 08:10:17$24$不知道为什么，现在这几年，大约是从「我不是药神」开始发觉，看那些电影里煽情的段落，什么爱情，亲情，正义永恒，我都不太能被触动，他越使劲渲染那种感觉，我越无法消化，我觉得很多东西不需要他喂给我我张嘴直接吃，我还是更喜欢克制和内敛的处理，在分寸之间自己去感受那些情绪，这一点我觉得国内的毕赣做的是特别好的，这部电影的构图不是传统的16:9，接近正方形的画面无限扩大了荒漠和土地，每一帧都在极致地释放，有着源源不断的生命力，就个体而言，这种生命力是疗愈，就众人芸芸而言，这种生命力像片名一样，有如尘烟的命途一般的苍白
465$35131346$隐入尘烟$南笙$2022-07-19 23:10:12$20$做梦总是频繁回到小时候生活的乡下。池塘，稻田，竹林，樟树，梨花，甘蔗，玉米地和橘子林。在电影院第一段音乐响起来的时候，贵英站在雪里，驴在她身边。清晨，他从锅里拿给她一块滚烫的馒头：中午和晚上，就着馍馍吃点，我回来的时候天就黑了。语气近乎呢喃。她站在夜色中提了灯等他，光直晃晃打在他脸上，从怀里掏了半天掏出一个热水瓶给给他。影院很安静，我心里淌着水，涩涩地，小心翼翼地。
466$35131346$隐入尘烟$水怪$2022-02-14 17:09:02$31$回到李睿珺最为熟悉的乡间轶事，它以最为平实善意但却也不乏反思批判的视角关照着那些被侮辱与被伤害的生命尊严，亦在国产电影中寻回了极为难觅的劳作之美。素人与明星的演绎极为恰当地融合于这广袤的西北村落。在大国文娱宣布正式步入常态化督导的嚎叫声下，它的确是我们这个年代最为珍稀的“隐秘的生活”。
467$35131346$隐入尘烟$专注减肥好几年$2022-09-03 23:15:00$27$能过审就是进步
468$35131346$隐入尘烟$冷水鲨鱼$2022-08-31 21:30:03$33$说什么都太傲慢
469$35131346$隐入尘烟$桃乐$2022-02-16 00:14:58$34$不知道该怎么打分，看下来有种奇怪的陌生感。虽然是我生长的国度，但是从没有亲眼见过这样的生活，不看字幕也完全听不懂。我所关注的一切，女性的苦难，包办婚姻，贫富的差距，仿佛在这种平淡又艰难的生活里都不重要。
470$35131346$隐入尘烟$影启缘末$2022-09-04 10:55:54$21$这不是影片，这是看见
471$35131346$隐入尘烟$愿温柔以待$2022-02-23 23:54:13$19$如“二舅”，不同思维看到不同结局，这个世道谁能隐入尘烟？答案不言自明。农村夫妇每试图过上一种朴实安宁的生活，却总是一次次被打断，把观众从短暂的美好拉向绝望的现实，又不断揭示“隐入尘烟”幻想的破灭。片子不是为了描述那落后愚昧，反而着眼于敦厚老实的那份悲或是守护自己一亩三分地的徒劳。麦子扎根于地下，男人被困在家庭；驴子任劳任怨，农夫逆来顺受。处处荒唐却现实，主题是逃离，实际是奴役。
472$35131346$隐入尘烟$吉卜赛人$2022-07-08 12:51:47$8$"他们的婚姻不只是相濡以沫，而是生死相依。
她走了，他还有什么活下去的理由？是不是也像那头卸下重担的驴子，先懵一下，然后走了？"
473$35131346$隐入尘烟$李逵艾$2022-02-20 21:49:30$10$被推到三次的房子，一次一次抽出来的血，比牲口还要苦的命运。他们把歪歪斜斜的喜字贴正，用借来的鸡蛋养出小鸡，一砖一瓦的建起了属于自己的房子，然后呢？一场意外摧毁一切。的确有一些浪漫的色彩，但悲与苦还是永恒的的底色。结合最近的时事新闻来看，苦，太苦了。
474$35131346$隐入尘烟$着迹$2022-07-05 23:44:04$13$"马有铁用自己的血无偿救活了村富张永福，自己的妻子却贫病交加没了；为燕子的窝操心，自己想要有一处遮风挡雨的地方却无人问津。他有多善良、多努力过活，生活就有多困苦，农村凋敝在明暗对比中显露无遗，经济凋敝、人心凋敝。

是啊，离开土地上了楼的农民能干嘛、怎么活，将从地里刨食的农民拉进房地产的招何其毒也。

汇报字幕如果不得不加，可以像李睿珺导演一样放到最后的最后。"
475$35131346$隐入尘烟$Persona$2022-07-26 01:06:10$27$其实还行，但片中至少出现了十句充满哲思的台词，一开始念这个我就疯狂出戏想笑。至于浪漫化苦难，片中太多了，但还没有到让我警铃大作的程度，而且我也在想要求苦难与浪漫与美划清界限是否是另一视角下的傲慢，只能说这是一个最好回避的问题。
476$35131346$隐入尘烟$废物时钟$2022-07-10 02:09:24$27$唤起了太多童年记忆……这不是什么田园牧歌的美好故事，就是两个努力挣扎着在狗屁生活里发现一些美好的人如何被一点点榨干的故事，那些琐碎细节有多甜美可爱（小鸡灯火闪动的小屋、吃鱼、麦穗驴车上的窝窝、手背上的六瓣花……），被锤的一个又一个时刻就有多残忍无耻，血液、衣服、房子、鸡驴猪、直到最后的生命，没有人真的在意他们是谁、生活怎样、关系如何，他们拥有的只有自然和彼此——当这一切都被夺去时，生活便也结束了。他当然没有进城，也不会进城。
477$35131346$隐入尘烟$Cyberfeila$2022-08-01 20:39:18$27$"电影结束了，大家都坐了很久才离开……
我想说很多，但是又说不出来，像是被“镰刀”割走了语言，陷入失语状态。"
478$35131346$隐入尘烟$空山$2022-07-21 16:36:42$20$他们几乎什么都不拥有，但天空、土地、河流会给他们一切。《路过未来》中试药赚钱的身体，变成无偿被抽血的身体；从窗口中看到设备转移到印度，变成躲在毛坯楼房角落畏惧某种进程。李睿珺擅长拍被时代落下的人，这次拍到了极致，拍出了无尽的美感与生命力，怀疑这是中国未来再也不会出现的电影。
479$35131346$隐入尘烟$hugo蔷薇$2022-09-03 23:08:44$11$"你要说《隐入尘烟》假嘛，它描写的被剥削被欺压的底层农村人的日常是那么血淋淋，我甚至不敢多看一眼，
你要说它真实嘛，查查农村家暴率，马有铁这个形象理想化到浪漫言情小说男主都不敢这么写。"
480$35131346$隐入尘烟$Mallory$2022-07-11 19:57:01$31$看到第20分钟时我就想骂娘了。对于西北乡村的想象成为了一种包装，将活生生的个人裹在这个包装之中，假扮一种岁静好。所出现的角色无不是平面单一，甚至是刻板的。一个人的木讷不体现在他/她行动迟缓到像残疾人。在一系列平淡克制文艺的表达之后，女主角猝不及防抓马地死了，看到这里我真是气笑了。这片子唯二的亮点，一个是四季流淌，很美；一个是海清老师演得不错，演得不错。
481$35131346$隐入尘烟$梨花吖$2022-08-30 02:00:50$47$每次看到有陌生人出现我就害怕，怕他们又是来坑有铁的。真的太苦了。哭了好久。
482$35131346$隐入尘烟$误食炸药桶$2022-09-06 23:46:02$27$纵使最底层最受剥削的男人，也要给安排一个女性来压榨才算圆满悲剧。世间的贵英们面临着比电影中更残酷的现实，而她们的痛苦却从来不配被当做主视角。
483$35131346$隐入尘烟$尖儿~脆$2022-09-11 00:02:26$13$一种诗意的想象，一场单薄的悲剧。
484$35131346$隐入尘烟$抛开书本$2022-02-15 14:07:23$15$"影片一直在处理关于生命和时间的问题，那些细碎的平常，配合导演独到的古典美学画面掌控，将电影视觉观赏性上升到了另一个高度。导演曾说过，“通过电影，我们都是在处理时间的问题”。对于时间的探寻，寒往暑来，夏雨冬阳，麦子与土地相生相伴，四季轮回，人也一样。

导演将镜头对准自己的家乡——西部，谈及家乡，谈及土地，导演的态度十分谦虚，没有过多修饰，更多的是“生于斯，长于斯”的从容和质朴，将自己对于家乡的理解和对于生命的哲思置于土地之上，缓缓流淌，耐人寻味。影片女主人公是世俗眼中的残障人士，但完整与残缺本就是事物的一体两面。被定义、被贴标签，我们何时才能打破人与人的藩篱？

透过一个近似孩童的视角，洗去成人世界的污浊和不堪两个生命的彼此依恋和惺惺相惜，是一种不带任何偏见的，也是毫无隔阂的爱。"
485$35131346$隐入尘烟$康报虹$2022-09-02 21:50:20$14$"李睿珺在最惶惶的后疫情时代带来最接近土地的作品，或许也是他最好的电影。有种布列松式的简洁和克制，又让人频频想起阿巴斯的《二十四帧》，像一篇行文工整的散文诗。
生于土地，扎根土地，最后又归于土地——鸡能说个啥？猪能说个啥？房子能说个啥？麦子能说个啥？燕子能说个啥？驴子能说个啥？人又能说个啥？温驯的农民在宏大叙事之下如土地般沉默，隐入尘烟的是不被看到的他们——如麦子般生长、如燕子般筑巢、如驴子般劳苦的如有铁和贵英那样的农民，也是不能被看到的结构性顽疾。而片尾荒诞的配音和字幕，更像是一个巨大的讽刺——这片土地的魔幻远不止“不能被看到”。"
486$35131346$隐入尘烟$asnas$2022-07-14 10:09:11$23$后劲太大了。沙丘上的苹果，土房子里的光，风吹过的哨子声，麦苗，手电，水，鸡蛋，馍馍。孤独脆弱的人相识相守，原本一切都朝着希望的方向。众人嘲笑贫穷和疾病又如何，短暂的一段时间，已经是照亮灰暗人生的光。土地和时间，永远沉默，永远公平。
487$35131346$隐入尘烟$无赖$2022-07-17 16:20:07$15$如果每年我都可以在电影院看到这样的电影，那该多好。开篇第一个镜头我太喜欢了，视觉上的错位一时分不清楚那是地洞还是土房子的窗户，而这又和主角们的身份形成了呼应，随后移步换景，令人惊叹。无论是使用声音进行叙事还是利用构图都做到了根熟练，镜头的构图是极美的。不知马有铁最后活了下来是否是导演的妥协，因为最后的那个手持镜头（似乎是唯一一个）我觉得可以看做马有铁的游魂镜头，而字幕走完还是加上了一句马有铁过上了新生活。
488$35131346$隐入尘烟$王俊俊$2022-09-02 19:24:26$10$乡土，麦子，玉米，鸡蛋，砖瓦，泥灰，暴雨，大衣，驴，燕子，尿液，宝马车。导演说要以聚焦目光为目的，他做到了。导演说没有为什么，只因为我是一个悲观的人，他确实是。所以这是一段经过主观情绪编造出的真实故事，具有双重属性，也就是假的比真的更真。一段填补想象空间的真实的影像，总是可以帮助人们完成对边缘信息的认知，进而引发转为情绪。情绪–信息–情绪，人类以这种原始的方式完成信号传递，最终完成进化。因此我们喜闻乐见某些早该被关注的空白终于被填补上，它可以引发广泛的传播。然而当这一切都被数据采纳，徒有情绪没有出口的时候，灾难也就随之降临了。
489$35131346$隐入尘烟$史牧云$2022-08-25 20:24:59$22$"近两年拍的电影中，最好的一部。
电影和爱情无关，是烟尘一样万万千千人的一生。
男主就是那头驴，他的一生就是吃草拉东西，然后给城市输血。女主嘛，女主连驴都不如。
驴因为要吃草，就被驱使着拉了一辈子东西，到老放开了，它自己都迷茫。
除了驴，电影的第二个意象是麦子，麦子被镰刀割，麦子能说啥？麦子被雀儿啄，麦子能说啥？麦子被磨成面，麦子能说啥？
看了电影结尾网络版本，男主喝农药前，说药太苦，吃一颗女主养的鸡下的蛋。电影没拍出来，导演说，有些人不是想死就能死的。想死的人不能死，他能说啥？就像麦子能说啥，驴能说啥一样。"
490$35131346$隐入尘烟$★NEXT.7☆$2022-09-18 13:23:37$39$有一位导演把电影镜头从一线城市都市白领移到了西北农村的农民身上，于是虚伪的人们疯狂的攻击着，愤怒着，穷尽说辞来证明这个故事和自己生活的世界无关。他们不愿意共情，又不愿意接受自己的冷漠，实在让人作呕
491$35131346$隐入尘烟$苏丽珂$2022-07-08 17:10:30$29$中国的底层有那么多种被剥削的方式，这里的想象力还只停留在抽血，即使是隐喻暴露出的也是一种浅白的想当然。每个段落的信息容量和情感厚度支撑不起这么慢的节奏，不是慢下来就叫还原现实。对这部电影来说，海清太瘦太美，发质也太好了。
492$35131346$隐入尘烟$仙贝导演$2022-08-31 21:53:25$12$不能到力荐的程度，因为太苦了，不希望更多人看了。
493$35131346$隐入尘烟$bb安$2022-07-12 18:11:45$5$麦子能对磨说什么？命如草芥，任人宰割，却无从愤怒，只能讪笑着，徒劳地重建生活。在真实匮乏的年代，睿珺导演能拍出一部扎根乡土、又不过分煽情、追求假性治愈的影片，特别值得影院支持！
494$35131346$隐入尘烟$闲云$2022-07-16 21:24:13$9$老实巴交，勤勤恳恳，往往带不来幸福，这是很悲哀，但却很现实的问题。这个世界，老实人总会吃亏，他们是真笨、真傻吗？是别人太会算计、太坏了吗？好像是，但又好像不是。或许生活就是这样，永远没有正确的答案，也找不到正确的活法。因为不管自己过得怎样，在别人眼中，我们都有他们认为的好或不好。所以在意那么多干嘛？没必要觉得谁的生活可怜，别人自己或许觉得很幸福。就像电影中说的那样，每个人有每个人的命。过好自己的生活吧！
495$35131346$隐入尘烟$just,so$2022-08-27 18:38:57$15$土都不嫌弃我们 我们还嫌弃土呢吗
496$35131346$隐入尘烟$Lone Ranger$2022-07-11 15:53:35$40$其实中国农村真的不是这样，不是灰头土脸，有也是极少数，现在的电影仿佛不恶意把农村了刻画成上个世纪的模样就不能展现农村一样，社会主义新农村还是变化很大的，当然回归电影本身，武仁林真的演的好好，相比之下海清要逊色的的多
497$35131346$隐入尘烟$秋天的黛西$2022-07-13 23:42:06$13$我爸每天的工作内容就是开车下到大小偏僻的村子收粮，大多是现金交易的中老年人，运回县城放进米厂，米厂开张欠条，逢年过节再兑现，农民一年到头的粮食装一卡车也卖不了多少钱，懒得写什么悲悯的点评了，真实让我无言，让我流泪，中国农村从来不是田园牧歌式的画面，社会创造的巨大财富最终的去向，我不敢问。
498$35131346$隐入尘烟$1806$2022-07-20 14:43:22$8$一边面对被误伤的麦子感慨着每个人都有自己的命数，另一边却依旧希望通过自己的努力让燕儿归巢，帮嘲笑过他的村民们拿回应得。可惜的是，当年的“先富带后富”错误地高估了人性。在城市化超速形成的连人心都明码标价的浮世绘里，车座上专属他们的防脏塑料膜，村民们口中的“脏东西”，和一码归一码的十个鸡蛋，80块都穿得惴惴不安的大衣形成了鲜明对比。用金钱能买入手心的不是命数，只是脆弱的人心
499$35131346$隐入尘烟$短波$2022-07-10 17:46:26$36$妻子死了，驴放了，房子拆了，“这也是他新生活的开始”
500$35131346$隐入尘烟$柯里昂阁下$2022-08-25 17:22:29$9$足够真诚，但设计感太强，情绪化的滤镜与戏剧性的现实，形成某种农村与城市、阶级与权力，土地与人民的社会寓言。
501$35131346$隐入尘烟$是阿藤啊$2022-02-22 10:37:52$22$两个颓败的生命之间，蔓延出爱，带着泥土的钝感与生机，直至还归泥土。很感动还有人在坚持这样化繁为简的影像，它一定留住了属于这个时代这片土地的一隅景色。
502$35131346$隐入尘烟$叶嘉$2022-09-07 23:15:45$39$爱无能。挺写实的，中国社会的现状。所有的人都在算计，都精明，但都没有能力去爱。整个电影，似乎在活着的就只有两个人。这么说可能有些夸张，但在今天的中国，不精明算计的人几乎活不下去。
503$35131346$隐入尘烟$momo$2023-02-28 16:00:37$26$土地是美的，太阳是美的，麦浪是美的，但是太阳下劳作的人是苦的，隐没在黄土中的人是苦的，失去发声机会和意识的人是苦的😭
504$35131346$隐入尘烟$zvjbxbm$2022-07-12 13:25:42$31$那种提心吊胆的沉重感好似回到读《活着》时。偶感人命微若尘土，又知那片土地才是真正的根与力量所在。如今影视的镜头里已经很少有这种四季往复的农耕生活，漠视忽略成为一种习惯。所以这样的片子实在难得。可是镣铐下的舞蹈，只能浪漫化那些结构性的苦难与悲剧？
505$35131346$隐入尘烟$旁立$2022-02-21 09:38:30$19$看完后我弟说里面的生活对我俩而言一点都不陌生。破房子，修房子，新农村建设，征地，拆房子的补贴，扶玉米，打谷子，卖玉米。男主特别好，竟然是导演的姨父。没太多惊喜。
506$35131346$隐入尘烟$没森$2022-07-08 22:35:20$18$太苦了！太苦了！但两个人也太甜了！里面的泥土庄稼牲口土炕都好美，带来贫穷的永远是吃人的人！即使自知是最后一代，也无法苟活下去了。太苦了！太苦了！
507$35131346$隐入尘烟$东风制药厂女魔$2022-09-04 04:55:08$30$住在土地里长出来的房子里，吃着土地的麦子，行走在土地上，在心里开出花朵。干干净净地活，干干净净地走。
508$35131346$隐入尘烟$20个小明≯$2022-07-20 17:55:00$6$土里刨食真TM太苦了，尤其在这片地上……
509$35131346$隐入尘烟$石头摇篮$2022-08-29 10:16:41$12$看得很抑郁。老贫残留守的乡村。被侮辱，被践踏，被剥削，被欺骗，不反抗。弱弱相慰，幻生希望。破灭是必然的，不因此，便会因彼。以下为不懂：老四农活一把好手，还能徒手盖房，张口就是哲理，为人行事处处高风亮节。导演是想说好人悲苦命不长？至于问题，海清台词那么少，一开口还是一口知识青年味儿。演苦，火候大不够。这也是整片的大问题：样子看上去都有了，内里还是太过蜻蜓点水。
510$35131346$隐入尘烟$漫漫云端$2022-08-12 18:18:28$5$"🔸一次次去捐血也不索要报酬
别人送衣服还礼他当自己借钱买的
🔸凌晨5点徒步去城里给侄儿运家具
回来晚了被骂了一通也不还嘴
🔸每次被迫搬家还操心燕子窝的事儿
🔸再穷欠下的债终会还 绝不欠人情
老四太善良以至于人善被人欺
英子意外落水过世我难受死了😢
对于老四来说未曾拥有还好
拥有后失去才是致命打击
然而自杀被救后半生只能说更惨
三哥最后肯定是冲着老四被分配的新房去的
永福还会继续让他给父亲献血 哎~
PS.观影过程中一度想到了《莫娣》这部电影 虽然本质上还是有很大的差别"
511$35131346$隐入尘烟$Ane$2022-08-26 23:47:06$82$土穷丑博出位… 
512$35131346$隐入尘烟$曼靑$2022-08-28 15:18:15$12$生于黄土，隐入尘烟。甘肃贫瘠土地上居然生出了一段这么有生命力的爱情。一个是给哥哥家做了半辈子苦力的内敛中年男人，另一个是患病孱弱的农妇，没有浪漫的爱情邂逅，两家人把他们当作负累推出来相亲罢了。他们一起造土胚房子、用鸡蛋养鸡、种麦子，在河沟里捉到的一只小鱼都能成为一顿美味的果腹烤鱼。他在她意外溺亡之后，默默地劳作、直到还完了和村民借的粮食和鸡蛋，他才安心地在亡妻的遗像前吞了农药自杀。那一刻突然理解了 为什么欲望会产生焦虑，没有房产、豪车和酒肉，其实爱情就是这样最原始的陪伴呵护和生死相随。海清在接受采访时说，这是一个从未提及我爱你三个字、但是每一分钟都在诠释我爱你的电影。马老四和贵英，这两个被生活和时代抛弃的人，互相扶持着走过了一个四季，他们最后还是分开了。但是，只要能拥有，一年也已经很久了。
513$35131346$隐入尘烟$censored dump$2022-07-12 20:42:13$19$和平6厅。影像是结实的（尽管部分广角镜头使用突兀），要归功于老四结实、饱满如麦穗的劳作，甚至有圣意——海清头巾的蓝色是圣母专用（属过度解读），更多是米勒的拾穗者、晚钟那种沉静的庄严，人通过与土地的亲密感，建立彼此之间的亲密感，如同耕种，把对方当作土里长出的东西来接纳和守护，也因此，脱离土地的人就自然站到了反面，情节和台词反而显得蛇足（献血完全是过猛的拉仇恨情节），两个人“一码归一码”地活着，卑微，又像教堂般严肃，这本身就在批判这越来越傲慢的世界。
514$35131346$隐入尘烟$徐若风$2022-07-12 23:31:02$123$一部拍得特别严密精致的生活流slow cinema。导演技巧几乎作用于人物-演员的“互相成为”上，人物动作、人物构图、人物情感传达等全方位都有突显之处。技艺与表达层面，也都是李睿珺迄今最好、最深刻的作品，是他此前尝试多个题材后的集成。在21世纪，仍有农民以“改开前”的耕种方式，过着沉默如谜的生活；仍有伪装成土地承包商体系，实则是“吸血地主-长工”的劳工模式。农民的温顺恭谦、老实本分，是被社会的镰刀收割、绳索束缚后驯化出的性格。绝望得没有出路的生活里，残存一点点的诗意，也全在最后迎来堪称毁灭的反转。而无奈或者说矛盾的是，这部电影的受众，其实几乎全是身处一二线城市的大楼里，受过良好甚至高等教育的影迷群体——失声的农民们，看似可见了130分钟，但还是失声的。
515$35131346$隐入尘烟$Yeats$2022-07-08 15:58:46$6$这是最接近自然人状态的情感
516$35131346$隐入尘烟$杰洛$2022-08-10 14:16:27$9$"个人评分5.7/10【D】
有乡土，有生活，有气候，也有严肃基调，但就是没拍出任何一丝细腻的感情。甚至直白地说，本片依旧是那类只能依靠题材取胜的“高分”电影。尽管导演对农民生活的细致呈现确实值得表扬，但是当大量的长镜头和中远景总是刻意规避人物的面容与表现，就宣告着职业演员（海清）无法全面融入农村生活的失败。扁平的表演，空洞的神情，只会“装模作样”不会融入其中，所谓的“高超”演技在我眼中就是偷懒。所以，格式化剧作，内里干瘪的感情刻画，演员/导演的失职，以及结尾画蛇添足的讽刺批判，这四个缺点注定了电影泄气的实质－－拍不出悲剧的卖惨电影。"
517$35131346$隐入尘烟$內有惡女$2022-02-16 05:40:18$19$#72ndBerlinale 泥土灰塵暴雨和倒塌的房子，兩個一無所有的人在貧瘠處相戀，就連慾望也是清澈的。是有溫馴到教人動容的時刻，但總覺得台詞略顯匠氣，一些片段也過於甜美了。
518$35131346$隐入尘烟$真迷幻$2022-08-20 23:40:15$54$大概电影可以被分为两类，一类是我有一个很牛的故事，我来给你讲一下；另一类是，事情就是这个样子，不管你接不接受。
519$35131346$隐入尘烟$毛绒绒$2022-07-10 15:59:28$13$疫情后的第一场电影，沉浸在一种遥远的真实与对照里。看时会想到《让娜迪尔曼》：在反复细碎的盖房、耕地、劳作里，我们凝视的时间本身就成为了主题。摄影很美，在这首黄土地的诗里，两个像动物一样从无笑容的边缘人，被抽干血液、沉默耕作，却留下了一切打败情节的浪漫与弱势群体才拥有的人性：下雨时好听的雨檐哨子、孵蛋时能在土方作为星空的纸盒、迁了三个土房仍殷红在土墙正中的喜字…相濡以沫的背后是倒计时，就像任何作为黄土地的水分般存在的农民，他们构筑仅有的一切，随时再轰然倒塌，第二年又如麦芒兀自生长。符号稍有一些多，但绝对是值得去影院静看的佳作。
520$35131346$隐入尘烟$Schewimmer$2022-09-14 11:12:47$12$這怎麼就不是《二舅》？很納悶，這些個文藝工作者對這種由非專業演員被鏡頭震懾出來的木納、緩慢、沉默、平和、慷慨等等“美德”是為什麼有這麼大的癮呢。體現農村任何形式的美好，全方位美好也好，苦難之中殘喘的美也好，就必須由一個老實巴交的沉默農民來呈現不可。好像覺得農村的苦還不是很得勁兒，得用一個甚至兩個半殘疾的人來烘托才行。動作和語言緩慢到1.5倍速快進才終於覺得這是平常人在呈現他的生活，不是一個導演情懷在提線的木偶。
521$35131346$隐入尘烟$Onion$2022-09-02 00:13:39$24$全片最让我印象深刻的，他们搬了几次家，到最后自己用泥砖盖泥房，一个结婚时的“囍”字，小心翼翼地撕下又贴上，让房子有了一丝温馨。
522$35131346$隐入尘烟$NatureLB$2022-02-21 21:55:31$15$海清的表演有点灾难了……眼神里压抑不住的对这个世界的自信和好奇，距离乡土实在是太过于遥远
523$35131346$隐入尘烟$小林不是李昀锐$2022-07-09 12:02:24$18$这才是配得上这片土地的电影，这才是这里真正的主旋律，而那些所谓的大导演们过去两年在干什么。
524$35131346$隐入尘烟$邂暮.$2022-08-29 22:23:59$42$他的生活苦死了，可是到走他都不想连累任何人。
525$35131346$隐入尘烟$余淮$2022-07-24 22:40:47$13$很干净，很动人，把黄土蓝天拍得如此纯净，不值得一个最佳摄影的提名吗
526$35131346$隐入尘烟$ヽ 丶詸゜$2022-09-01 18:21:14$15$海清我真的出戏虽然演的很用力了 有些地方台词不太符合人物本身有点违和 主线之外的支线我觉得都可以 怎么把朴素的大地拍出诗意 导演还是得放弃一些矫情的台词
527$35131346$隐入尘烟$歡迎光臨無人區$2022-10-17 13:17:58$22$这个社会 苦难就只能隐入烟尘。麦子印花，疯子的话，放生蝌蚪，小鸡浪漫的房子，燕子窝。不仅是主题，实际上这部电影的各种细节都值得深品
528$35131346$隐入尘烟$madao$2022-08-23 23:03:26$25$真实，2022年还能看到这种电影还是很幸运的。
529$35131346$隐入尘烟$香槟加农炮$2022-07-24 19:09:17$19$一年四季的日出而作日落而息都太真实了 饱满的就像浇上小麦暖色调的纪录片 可是他们的爱情也太不真实了 比偶像剧还不可信。受够了淳朴如大地的男人 谁又去怜悯像只为了衬托男人的温情一样如符号般活着又无故引入尘烟的悲情女性呢
