$movie_id$movie_title$comment_user$comment_time$comment_vote$comment_text
0$11589036$功夫熊猫3$翻滚吧！蛋堡$2016-01-23 17:00:54$1303$让跳舞娘的去玩双截棍，不怕被淋淋吸吗
429$11589036$功夫熊猫3$Jason_波波$2016-03-31 00:05:06$0$虽然结尾收的有些潦草 但依旧无法改变我脑残粉的身份 尤其是阿宝爸爸穿上盔甲后的那一套变形金刚般的华丽变身后阿宝的眼神和“看尿”了的样子 足足笑了三分钟有没有？！！
430$11589036$功夫熊猫3$话事人$2016-02-15 16:53:22$0$可怜的平先生
431$11589036$功夫熊猫3$大约在冬季$2016-03-05 18:52:10$0$中国功夫的动作不错。
432$11589036$功夫熊猫3$酸辣小星星$2016-02-04 22:41:47$0$画面很美，剧情也不错，儿子挺喜欢
433$11589036$功夫熊猫3$大炎$2016-01-29 23:38:13$0$无比中国风 制作极出力
434$11589036$功夫熊猫3$三日$2016-02-04 21:27:55$1$气是什么呢？水土不服的片子。川普的熊猫没问题，港普什么意思？！这配音阵容，呵呵。最后一发元气弹……
435$11589036$功夫熊猫3$CuRry_常喜舍；$2016-01-31 22:08:06$0$3.5；
436$11589036$功夫熊猫3$光軍大哥$2016-02-10 12:24:59$0$好看的哈哈哈哈哈哈哈哈
437$11589036$功夫熊猫3$老袁$2016-01-30 20:54:18$2$特效动画视听音乐一切技术上的事都很好，但是中文配音的台词是什么？是春晚小品吗！感觉提前过小年，看了一场90分钟小品。
438$11589036$功夫熊猫3$家樂福的空調涼$2016-02-13 23:20:24$1$节前跟我哥还有侄子看的亲子片，因为是英文原声小学一年级的侄子说他没看懂，但是感觉“气”很厉害。看到阿宝完成哲学意义上的自我认知那段时我的眼里闪起了感动的泪花→_→
439$11589036$功夫熊猫3$胡天柒月$2016-01-24 12:08:03$1$好莱坞的动画工业，中国真的要追好多年了，《小门神》里几个惊艳的段落，在《功夫熊猫》面前，真是少得可怜。大量中国员工的加入，中国文化融入到每一帧，漂亮得不像话，像画！剧情虽然不新，但是真的挺好看。
440$11589036$功夫熊猫3$feet$2016-06-24 23:46:29$0$中西文化结合的典范
441$11589036$功夫熊猫3$喵喵喵$2016-01-30 14:00:43$0$很好看，说是功夫，其实是情，亲情恩情友情，搞笑温馨，画面美，配乐赞，原音赞
442$11589036$功夫熊猫3$孔乙己$2021-12-14 18:14:38$0$还行，对得起功夫熊猫
443$11589036$功夫熊猫3$鱼丸粗面$2016-01-29 23:53:14$0$标准的一套，全看阿宝卖萌了。
444$11589036$功夫熊猫3$道臣岚$2016-01-21 17:03:22$1$大逆转这招美少女战士那年头就用过了，万万没想到也学过了，哎…除此之外都赞赞哒！
445$11589036$功夫熊猫3$隔岸之雨$2016-05-31 14:37:16$0$虽然配音阵容无比强大，但其低龄化的情节设定，让这部电影无法达到及格。中文配音的唯二亮点，一个是周董的哎呦不错呦，另一个是小笼包小队的小熊猫最后的那句“踢包小将”。
446$11589036$功夫熊猫3$阿宅Doooooris$2019-05-11 03:58:42$0$一部不如一部
447$11589036$功夫熊猫3$laurenⅢ$2016-01-31 21:41:37$0$萌过头啦
448$11589036$功夫熊猫3$xixi嘻嘻$2016-01-29 17:44:25$1$2016.1.29.924 卧槽，4年的准备，确实很用心，瞄准中国市场在放寒假的第一天上映，画面啊技术啊都很良心，闹腾的场景很适合合家欢。但是故事呢？就这种故事？皮克斯永远都是故事为先再来炫技的好吗？实在太无聊了
449$11589036$功夫熊猫3$lisa$2016-01-30 23:14:34$1$每个角色都很可爱很讨喜，音效，配乐，视觉效果都很棒，满满中国元素的电影却是美国拍出来的，轻轻松松甩了被捧上天的大圣归来十条街。。。
450$11589036$功夫熊猫3$南蛮$2016-07-22 15:07:34$0$可以归类为气功宣传片？想给三星半。
451$11589036$功夫熊猫3$人出没注意$2016-11-23 03:19:51$0$Qi~!
452$11589036$功夫熊猫3$Chris  一切由无聊开始$2016-02-02 09:26:37$1$技术上，设计上，美术上真的超强啊，看的目不暇接，精彩之极。中国元素上也有所进步。情节上虽然幼稚或弱智，但是影片节奏快的话，看片过程中也不会过分关注。作为影院娱乐片，我很满意了。
453$11589036$功夫熊猫3$洋大爷$2017-01-05 00:23:35$0$不错，当成连续剧来看了。、
454$11589036$功夫熊猫3$悍客.罗$2016-02-06 11:30:13$0$配音版颇多惊喜，张国立辨识度很高，黄磊的阿宝也惟妙惟肖。动画本身的工笔画功底值得肯定，故事设定对中国文化渗透的很到位。
455$11589036$功夫熊猫3$熊能能脚不沾地$2016-01-29 22:04:22$1$特效和原声绝对良心
456$11589036$功夫熊猫3$解夏。$2016-07-04 10:32:58$0$剧情上弱了不少。。但是真的很可爱。。
457$11589036$功夫熊猫3$卢子鱼酱$2016-07-08 19:13:58$0$给小孩看的
458$11589036$功夫熊猫3$PenL$2016-02-06 21:00:13$0$8.1
459$11589036$功夫熊猫3$小小鱼$2016-03-11 14:40:21$1$这一部明显已经走下神坛了，东拼西凑的感觉略敷衍啊，情节也是乱的很。在美国看的感觉就是违和感太强，有点用力过猛了，可能如果看中文配音的话会好一点吧。
460$11589036$功夫熊猫3$噩梦枕头$2016-06-18 20:15:50$0$功夫大师升级熊猫村神龙斗士，画面表现力更加出色，可惜剧情无甚新意。
461$11589036$功夫熊猫3$绿萝热$2022-08-21 19:00:09$0$又是无厘头升级
462$11589036$功夫熊猫3$电车$2016-02-05 21:36:47$1$一些插画风和配乐都不错
463$11589036$功夫熊猫3$黄老师$2016-02-05 20:37:54$0$好失望，只有父子相认的笑点和double dad defense的泪点，故事太容易了，情节推进动力不足，6.5分
464$11589036$功夫熊猫3$敛月$2016-06-21 21:58:45$0$到了第三集还是很好看啊，不过这回身世之谜也用了，灵界梗也用了，后面再怎么编啊
465$11589036$功夫熊猫3$暮玦明$2016-02-21 02:20:26$0$口型动画做中英两版，梦工厂也真是拼。国语配音好棒，成龙大哥普通话还是有点尴尬ww
466$11589036$功夫熊猫3$好嘢！$2016-02-27 00:44:54$0$哦
467$11589036$功夫熊猫3$ChingAnn$2016-03-22 18:03:34$1$很棒…剧情很棒也精彩…配音很符合人设…笑点多多  很温情也不失紧张的氛围…良心之作
468$11589036$功夫熊猫3$闭眼数睫毛$2018-04-19 19:59:47$4$动画片嘛，画面精美画风可爱故事清楚就够了
469$11589036$功夫熊猫3$德吉$2016-04-11 04:07:07$0$@ Fairfax with Bing and Xiaojiang 2016-4-11
470$11589036$功夫熊猫3$棉麻主义$2019-11-28 23:31:08$0$有点呱噪啊
471$11589036$功夫熊猫3$Μουσαι$2016-01-23 18:15:55$0$【故事老套，结局摆在那里，但是配乐与打斗特效的结合值回票价。
472$11589036$功夫熊猫3$米开浪基•洛$2016-01-31 22:38:03$1$我觉得还可以，但没有惊喜感。不知道是不是因为看多了2小时以上的电影还是怎么，情节挺快，但也简单。功夫大师的较量，胜败太轻易了些。阿宝隔界（凡界和灵界）就学会了气功神功什么的，也太速成了。缺少感动的感觉。
473$11589036$功夫熊猫3$木木$2016-01-23 22:28:22$1$从剧情到画面到特效，不得不说，真的很有水准。文化理解上也更深，也不缺乏时尚元素，老少皆宜的电影。
474$11589036$功夫熊猫3$保保$2016-02-10 14:46:50$0$比我想的好看
475$11589036$功夫熊猫3$艾晓米兒突然$2016-10-26 11:03:27$0$新买的电视机上看的
476$11589036$功夫熊猫3$鴍諌🌈$2016-02-22 13:20:09$0$对这个系列并不感冒，只是符号的堆积和西方化的东方意淫。
477$11589036$功夫熊猫3$C’est la vie$2018-07-09 15:53:38$2$陪豆角又看了一遍，他说：“妈妈，功夫熊猫好厉害！”我说：“是啊，妈妈送你去练功夫吧？”他说：“好呀！”其实我想说，还是第一部最好看
478$11589036$功夫熊猫3$一起去闯荡江湖$2022-03-15 17:56:07$0$配音烂啊！看了第三部才发觉第一部的上译配音有多好，乌龟大师浑厚中略带几分颤音的智叟声线，浑然天成。张纪中根本没法比的，英语配音也比不上。黄磊的阿宝倒是还不错，王志文老师配的浣熊也可以。但其他几个明星就拉胯了。无奈只能看英语版，但我觉得英语配音也比不上前两部的上译配音，看得总不得劲
479$11589036$功夫熊猫3$后皇嘉树$2016-04-24 14:49:17$0$抢来的越多，自己的就越少
480$11589036$功夫熊猫3$基努里维斯基$2016-01-30 20:37:07$0$似乎三部曲就如此结束了，感觉很圆满，但看到结局又很惆怅感动，眼前的东西就这样成为了回忆，曾经的大男孩终于实现了自己的梦想。每一部对功夫的诠释都更进一步，每一部的中国风都更进一步。第二部最佳，第三部圆满。ps.熊猫果然是滚滚。
481$11589036$功夫熊猫3$粗眉毛的甘乐$2016-03-06 23:19:50$0$翡翠双刀和翡翠僵尸军团，凯你还敢说你对乌龟不是真爱！啊不，难道乌龟的翡翠宫其实是为了纪念凯？高潮我简直以为自己在看哈利波特。僵尸师傅好萌。
482$11589036$功夫熊猫3$四十四次日落$2017-05-18 19:22:24$6$终于揭开了他的身世，配音挺好的，没啥违和感。阿美好可爱
483$11589036$功夫熊猫3$66号公路灰狗$2016-10-07 11:48:57$0$依旧非常娱乐，虽然是中国元素的故事，不过风格还是很美式，而且这集的剧情和魔兽世界资料片熊猫人中翡翠林的故事接近，熊猫，翡翠，神龙，这就是外国人对中国人的印象，但师傅和徒弟学习？中国不太可能吧
484$11589036$功夫熊猫3$metaphor17$2016-02-21 00:07:30$0$推荐观看，高水准的制作+按时间轴设定的笑料，而且还很好笑
485$11589036$功夫熊猫3$Ding$2016-02-21 23:25:54$0$A very beautiful day, ended with Po and family.
486$11589036$功夫熊猫3$SUN$2016-01-30 21:54:20$0$在电影院看的IMAX，3D效果很好，画面精美，故事也不错，中国元素非常丰富，故事内核容易理解（做自己）。很不错的东西方文化融合欢乐动画！
487$11589036$功夫熊猫3$Sico$2016-01-30 23:59:52$0$【合家欢优秀作业】肾上腺素+多巴胺~
488$11589036$功夫熊猫3$菊花小王子233$2020-01-02 21:19:46$0$看的是国语版，配音阵容很豪华，效果很棒。本作作为合拍片，片中出现的中国元素更纯粹，但编剧对剧情的编排以及对很多中国传统文化的理解依旧非常西化，能够打动人的泪点也少了，使得本片沦为类似《功夫之王》的爆米花电影和“恶搞片”，很多桥段甚至容易让人串戏到日本动漫（如《七龙珠》）和别的作品（如星战），不过本片的美术设计远超前两部，配乐和歌曲也令人印象深刻。
489$11589036$功夫熊猫3$Sundance小千$2016-01-27 00:37:26$0$阿宝回归！做最好的自己！
490$11589036$功夫熊猫3$风向未来吹去$2016-02-03 18:53:08$0$合拍片的新高度，够惊喜！中国风到这个程度东方梦工厂功不可没，美方配音人员都没变，挺欣慰的，现在好想看中配版对比下。
491$11589036$功夫熊猫3$左眼看电影$2016-06-06 21:08:53$0$更多中国元素，但情节也更简单了
492$11589036$功夫熊猫3$Ann$2016-02-01 01:03:54$1$【0131】和老尼( ¯ᢃ¯ )
493$11589036$功夫熊猫3$____龙心$2018-03-12 19:29:33$14$"逗逼大宝，总觉得可以在可爱*^o^*一些
总体来说还算可以，龟先生好酷酷的，角色融入的还行，团结就是力量"
494$11589036$功夫熊猫3$小魔@优雅穿梭$2016-06-21 10:12:24$0$东方梦工厂。。。呵呵。。。
495$11589036$功夫熊猫3$Lucy$2016-04-21 19:17:51$0$同舟共济海让路。本片中：气 = synergy。
496$11589036$功夫熊猫3$reneryu$2016-02-06 14:30:13$0$我的脑内：种族伦理两个爸爸。认真：大概囊括了老外能想到的所有中华文化、中国相关梗，贺岁极佳，但依旧是不痛不痒的商业，最可怜的是现在连龙的传人们自己也不知道中华文化是啥了。nevertheless，是拍给小盆友看的，小盆友也的确看得很开心
497$11589036$功夫熊猫3$zykmilan$2016-01-30 22:49:10$1$看完两天了一只忘了标记真是忙疯了。好笑合家欢，美景真正美如画，山水画。在国外看到这样的电影只能是满心骄傲满心欢喜。不得不说，《功夫熊猫》始终是好莱坞中国化努力最成功的一个。祝票房大卖。
498$11589036$功夫熊猫3$查无此人$2016-03-25 22:23:58$6$#功夫熊猫3# 。。。颇具商业风采的儿童片。。。
499$11589036$功夫熊猫3$天腐之国🌈$2016-02-02 09:42:41$1$一把年纪大概是对合家欢动画真没兴趣了，成龙和周杰伦配音好出戏，杨幂配音烂哭，哪哪都有的白百合更是惹人烦，一度以为配音的是李宇春。讲真，让专业人士配音好吗求你们了
500$11589036$功夫熊猫3$薯仔$2016-01-30 02:01:03$1$腦殘粉不管，就要給滿分，反正比好多電影好笑很多
501$11589036$功夫熊猫3$Mademoiselle B$2016-02-06 13:16:07$0$三星半。动画制作上很精良，这个是国产动画在相当长一段时间内都可能很难追上的。转场镜头行云流水，整部动画也融入了更多的中国元素，浓浓的水墨画风。可是，当一部动画片成了一个系列时，就难免要陷入窠臼，难以创新和突破，套路会很明显。
502$11589036$功夫熊猫3$西米子$2016-02-02 00:29:59$0$Simply love it.
503$11589036$功夫熊猫3$Sue$2016-02-19 23:21:45$0$也仅仅是看过，看开头知道结尾的片，睡着了
504$11589036$功夫熊猫3$格林童话$2021-05-24 21:26:29$0$还行吧，好早之前看过补
505$11589036$功夫熊猫3$🙈$2016-02-03 18:45:20$1$和朋友去，笑翻在电影去，我们的熊猫情结呀
506$11589036$功夫熊猫3$向往着……ying$2018-02-20 02:31:19$12$阿宝哈哈哈正经不过三秒，很喜欢
507$11589036$功夫熊猫3$RIC$2016-02-02 18:03:16$0$天呐居然口型完全对得上这大概是迄今为止看的国配里面违和感最少的一部片
508$11589036$功夫熊猫3$玩儿少$2022-03-17 21:28:51$0$多了一份商业，上了一丝灵魂，讲了主角回老家的事，动画制作水平依旧很高
509$11589036$功夫熊猫3$葱葱$2016-09-10 01:26:46$1$功夫的全球广告片
510$11589036$功夫熊猫3$江枫渔火$2016-01-30 18:34:48$0$动作流畅花哨，剧情上没任何亮点算了反正也不是看点。老白配音的熊猫他爹让我对该片多了几分好感~这种简单的角色对他来说真是easy game啊~
511$11589036$功夫熊猫3$黑米糕小姐$2016-02-04 13:03:36$0$放到好莱坞大片的标准下来审视，也就还行而已。
512$11589036$功夫熊猫3$影随茵动$2016-01-31 22:16:58$1$本来我是拒绝看这部电影的，不出意外，影院里熊孩子不少，但是好在影片本身还是挺好看的，算是同档影片里赚回票价的，很适合阖家观看。
513$11589036$功夫熊猫3$大霞$2016-05-15 15:13:34$0$在吃的方面我还有很多潜力
514$11589036$功夫熊猫3$Marni$2018-12-25 22:27:28$0$头一回觉得一个电影可以更长一点……很多地方都限于时长匆匆带过，情节转折不合理，能抻着慢慢讲就好了……看的中文配音版，张国立全场最佳
515$11589036$功夫熊猫3$link$2016-12-15 18:41:25$0$补充标记
516$11589036$功夫熊猫3$Norloth$2016-02-04 17:45:33$0$还是喜欢乌龟……
517$11589036$功夫熊猫3$fish$2016-03-02 20:56:36$0$作为动画片而言算是合格的，但是完全没有惊喜。还记得当年3d刚出来的时候，一部闪电狗，一部功夫熊猫，让我在影院里看动画片看的不亦乐乎。但是七年过去了，逆水行舟不进则退。。。
518$11589036$功夫熊猫3$Raison d'Être$2016-01-31 16:09:33$0$东方梦工厂开山之作，中国绘画、气功等元素用得如鱼得水，并在银幕上炫酷地展示出来，是一次惊艳的尝试！再次听到主题曲十分感慨，情节使人联想到哈利波特见邓布利多那段。The more you take, the less you will get.
519$11589036$功夫熊猫3$Ron Chan$2016-01-23 17:27:31$1$秒杀我去年看过的所有动画电影，比第二部还要有存在感，真可以算得上是一部宏大的动画电影，这一集在“父亲”的元素上下了一些功夫，碰撞出一些不同的火花，当然电影不乏俗套的地方，但气氛炒得很热，特别是在汉斯·季默的配乐下，整个人都燃起来了。色彩、视效也不错，总的说来是部很优秀的电影。
520$11589036$功夫熊猫3$Cap和Umi$2017-07-10 13:27:19$1$中国风的画面超美，就酱...
521$11589036$功夫熊猫3$萤火虫子$2016-02-13 19:12:29$0$很漂亮的一次贺岁档，画面美绝，故事简单美好，不奢求更多了，至少我是货真价实地笑了。仔细想想难道真的只有国外的技术才能还原我们的中国风吗？
522$11589036$功夫熊猫3$开开!$2016-04-21 20:57:34$0$创意绝了，翻译也绝了，老美不服不行，一部动画把中国元素、武术、精神吃的透透的！
523$11589036$功夫熊猫3$古始渐中上更全$2016-09-21 22:00:10$1$没有前两部吸引人，好乏味。。。快睡着了
524$11589036$功夫熊猫3$JillyWang$2016-02-14 13:00:47$0$8.0 (69801人评价)，160202~
525$11589036$功夫熊猫3$赤道的风$2016-02-12 22:47:27$0$萌翻了！！！！！
526$11589036$功夫熊猫3$Merov Mugatu!$2016-02-07 15:46:45$0$无耻的气学会了，下一步是不是该学超级龟派气功了？
527$11589036$功夫熊猫3$LADarwinci$2016-03-21 01:23:49$0$Sandra, Puneet, me.
528$11589036$功夫熊猫3$2ric$2019-04-15 15:41:29$0$忘记标注系列 这个就很一般了 笑不出来
529$11589036$功夫熊猫3$熊大茸$2016-10-20 20:08:45$2$远不如1和2...故事简单且平淡。
530$11589036$功夫熊猫3$撒拖$2016-01-31 13:58:09$0$被梅梅闪到了，多漂亮的胖女孩。那个吓蛋了的鹅。我对加了燃向BGM的奔跑战斗场面一点抵抗力都没有。泪崩，嘤。
531$11589036$功夫熊猫3$伏伏伏伏伏的馍$2018-09-01 16:47:10$1$剧情方面也编不出来什么了，音乐和画面的水准还是很高，最喜欢的居然是鹅爸爸，后面他说的每一句话都让我想哭啊…………
532$11589036$功夫熊猫3$只桃子$2016-02-25 00:05:25$0$已经八年啦 系列重启作第三部也是棒棒的 流畅的过序，不拖沓，各种细腻到沙子的画面都好好，英语原音有点出戏，估计普通话不错
533$11589036$功夫熊猫3$弓长忄享$2016-01-29 17:49:45$0$D
534$11589036$功夫熊猫3$大貓騎士🦁️$2018-12-01 21:02:29$0$搓一下就有 Chi...
535$11589036$功夫熊猫3$轻灵真实$2016-02-27 22:13:35$0$好可爱的熊猫
536$11589036$功夫熊猫3$大頭皮鞋$2016-05-21 08:33:51$0$虽然情节有点low，但还是很欢乐。画风令人一凛，似前作。
537$11589036$功夫熊猫3$桑下$2016-02-18 06:16:20$0$特别主旋律的感觉
538$11589036$功夫熊猫3$大漁$2022-02-25 00:15:40$0$唐式胖妹熊猫不错
539$11589036$功夫熊猫3$九转大肠溜得滑$2016-02-17 21:23:07$0$我最没素质的一次观影 本想把爆米花吃光 结束后却多了一大堆零食 前面的宝宝一定是多啦a梦 我还要负责给身边的宝宝说谁是好人谁是坏人 没什么特别好笑的 典型的美式快餐幽默 反正大家都在笑 成龙配音太违和 还有张国立 想到小房子张默的监狱梗 哈哈哈 周杰伦是太2真人 没有听出大幂幂啊 父子情不错吧 
540$11589036$功夫熊猫3$海洋之 婧$2016-03-25 12:16:48$0$灵界那段想象力爆棚，阿宝对气的领悟过程比蕾伊原力觉醒靠谱多了
541$11589036$功夫熊猫3$淡定哥走路带风$2016-02-04 07:35:00$0$讨好中国观众的电影。。。
542$11589036$功夫熊猫3$YoyoRan🤍$2016-02-08 18:47:07$0$勉强有笑点
543$11589036$功夫熊猫3$老李$2016-07-06 20:35:25$0$越来越言之无味了。中国元素的典型快餐消费。
544$11589036$功夫熊猫3$纠结咪$2018-04-30 23:23:36$0$气！
545$11589036$功夫熊猫3$韩梦想$2016-02-06 17:42:34$0$国配更棒。
546$11589036$功夫熊猫3$KCW$2016-07-05 08:26:10$0$2016 NYE Kung Fu Panda 3 snapchat filter...
547$11589036$功夫熊猫3$flyinbed$2016-03-27 12:07:51$0$太合家欢主题了，反而没有第一部的惊喜，和第二部的刺激，略失望。
548$11589036$功夫熊猫3$熊猫奶盖三分糖$2016-07-24 16:02:56$2$蛮好看的尤其是他悟出乌龟大师让他当老师那大写的聪明
549$11589036$功夫熊猫3$Jerry$2016-03-04 12:00:36$0$2.6   功夫熊猫3 @ 广州金逸西村店
550$11589036$功夫熊猫3$狐狸尾巴lo$2018-03-13 08:57:02$19$如果你仅仅安于现状  你永远不能超越自己
551$11589036$功夫熊猫3$阿诺说$2016-09-01 03:22:16$1$总是心心念念第一部！
552$11589036$功夫熊猫3$荒芜到岸$2016-03-29 10:14:11$0$看睡着了
553$11589036$功夫熊猫3$御手洗街$2022-12-18 17:10:20$0$提前营造下贺岁气氛
554$11589036$功夫熊猫3$真的好严格™$2016-07-04 04:47:03$0$我是不会再去给你送钱了
555$11589036$功夫熊猫3$克拉許crash$2016-03-31 00:16:50$0$其实只想给两颗星，但是又有点不公平，下次还是不要冒冒然去看粤语版，对白随便乱翻，一点都不好笑，影响了可看性。反而只是单单看过英文般的片段正片，就已经赢过粤语的整部戏了。
556$11589036$功夫熊猫3$汽车大师$2016-01-29 19:10:19$32$只有梦工厂的特制片头好看
557$11589036$功夫熊猫3$Singin'in rain$2016-03-07 07:11:00$0$三星半。中国元素玩的越来越驾轻就熟了，水墨画，皮影戏都有了，最后变身气功大师也是很拉风。顺便吐槽一下，英国居然直到现在才上映。。。
558$11589036$功夫熊猫3$尘光$2016-02-21 13:24:23$0$画面很美，灵界场景气场很强，中国元素的运用不仅在表面，而在精神的领悟，中西方文化结合的很好。但在代入感很强，我的情绪积累到高点的时候，画风突变，真的好吗？
559$11589036$功夫熊猫3$猿乐师$2016-12-01 23:14:48$0$嗯，bug虽然开的大，不过勉强算解释通了，起码阿宝帮助所有熊猫找到了自我
560$11589036$功夫熊猫3$ANT1FLAG$2016-08-22 13:02:11$0$对中国文化的改编比较到位，情节没毛病
561$11589036$功夫熊猫3$浮生若梦$2016-03-10 11:53:24$0$就训练的时候和最后跟boss的决斗燃了一下下，这个boss的形象肯定是参考牛魔王来的。最后变身为龙略帅，怎么说呢一部不如一部，别再拍了就这样吧。
562$11589036$功夫熊猫3$bear.07$2016-02-12 19:57:28$0$故事老套，但画面和配乐都太棒了！
563$11589036$功夫熊猫3$悟空&amp;憨豆$2016-02-17 22:09:03$0$好剧情框架用三遍便成了鸡肋。
564$11589036$功夫熊猫3$王星眸$2016-02-12 14:10:47$0$就是喜欢画风和古乐插曲，当做配乐ppt来看都会觉得好开心，更何况笑料那么足。每次阿宝间离出来看周遭的朋友亲人，我都会一瞬间突然被感动。盖世五侠的集体出招，次次都能秒到我。这次最后的配音好给力，看的时候听出来好多，脑补录音棚里的小剧场觉得好有爱。
565$11589036$功夫熊猫3$艾银$2016-02-12 12:23:02$0$"我是谁，我从哪儿来，我到哪儿去。
可惜这个剧不是那么走心。
——2016.02.06"
566$11589036$功夫熊猫3$弥呀$2016-02-14 13:09:51$2$村里的种田的小兔子还挺可爱。阿宝和反派一起去spirit realm大战三百回合的时候变成一圈儿花瓣好违和，总觉得变成漂浮的几十个包子更合适一些...
567$11589036$功夫熊猫3$Howe$2016-02-01 14:21:20$0$故事可以说就是毫无逻辑的闹剧，只好用一堆无厘头搞怪填充。画面想当惊艳，立体效果也不错。配音再一次证明明星是不可能配好的，一个个普通话都说不标准，就算口型对上了还是两层皮，第一部上译厂配的不知道高到哪里去了。
568$11589036$功夫熊猫3$囍弗斯$2016-02-27 17:13:02$0$破天荒专门选了中配，不错的，所以还是梦工厂制作精良，依然的个人英雄主义没什么新意，成龙配音好出戏要踩，
569$11589036$功夫熊猫3$啼幽$2016-02-21 11:32:03$0$AMC 34街放映厅1 with 婧江。中国风做得很地道，果然是有中国地区的参与制作后对整个片子中东方的诠释都更加正宗了。人物性格越来越饱满，动画表演太赞了，模型就算是一瞥的地方都很精细，美术赞爆，有几个特别风格化的镜头用得意外合适。诚意之作
570$11589036$功夫熊猫3$雨夜飞行$2016-03-09 10:22:57$0$shifu，我想养你
571$11589036$功夫熊猫3$芝麻酱$2016-01-27 08:28:40$1$普普通通，老梗很多。成龙的声音太有辨识度了：这是我儿子～～#大家好我是房祖名#
572$11589036$功夫熊猫3$玛玛玛法达$2016-02-27 19:14:11$0$国内烂片票房刷那么高有什么用，各种专业水平还是和人家差着几百年
573$11589036$功夫熊猫3$莫长陵$2020-01-14 05:02:13$0$160129
574$11589036$功夫熊猫3$龙皇$2018-01-07 20:12:07$0$看看，背景不错。
575$11589036$功夫熊猫3$forsee$2018-10-15 07:50:18$0$画风华丽腻。
576$11589036$功夫熊猫3$罗星月$2016-02-13 00:15:33$0$也许是吹毛求疵，但对于剧情上的硬伤总是让我感觉像满碗喷香的米饭中吃到的几个沙子，瞬间坏了感觉。尽管本片有太多方面十分优秀，尤其是对于禅和气功等东方文化的把握和展现更加准确，但最后熊猫村的集体御敌特别是集体出掌确实让我如鲠在喉了。所以请原谅不能给这部非常精致的动画片四星了。
577$11589036$功夫熊猫3$Jean$2016-01-30 10:58:41$1$老三样啊
578$11589036$功夫熊猫3$舌在足矣$2016-01-30 10:13:48$2$画面三部最佳，故事三部最差，综合三星半
579$11589036$功夫熊猫3$八行笺$2016-01-30 15:13:38$1$设计整体升级。更活泼也更酷炫。音乐也不错。自从当妈以后越来越喜欢这类适合全家来的片子了，哈~
580$11589036$功夫熊猫3$拾贝壳的猫$2016-06-22 19:26:07$0$熊猫教乌龟如何释放气。好多滚滚。彩带舞撩拨妹。太极宣传片。阿宝乳名小莲花。双爸合璧抗敌。支持系统强大，才没被翡翠化。
581$11589036$功夫熊猫3$李哥$2016-07-14 21:27:04$0$整体故事还是套路，但是口型与配音好到位哦~！太厉害了~！听见成龙的声音~好亲切~功夫片不能少了他~！！
582$11589036$功夫熊猫3$kusicat$2016-03-13 17:57:57$0$故事一般般，但是画的太好啦！！！配乐也好赞！！！一个村的熊猫出来卖萌算作弊吧！！！
583$11589036$功夫熊猫3$今生、唯爱$2020-02-18 02:04:02$0$龙，熊猫，牛魔王，气功，都是完全性的中国国粹，除了保持了一贯的低龄耍宝风格，已经是十足的中国片啦，也难怪我两岁半的小孩看的津津有味
584$11589036$功夫熊猫3$É$2016-04-04 04:33:14$0$这个萌卖到后面有点尴尬，而且只感到满屏幕的油腻没接收到可爱的点。
585$11589036$功夫熊猫3$Jus$2016-02-15 14:44:35$1$年纪越大越是笑的用力：）越来越说不出故作玄虚高深的话，只想成为一只知道自己是谁的熊猫。最后看完Cast还有Oriental Dreamworks中方熟悉的大咖名，坐在被万达收购的AMC里，真是相当感慨 。
586$11589036$功夫熊猫3$小酷豆$2016-04-08 23:57:48$0$经典。。。
587$11589036$功夫熊猫3$关山。$2020-02-03 13:38:18$0$"阿宝所有的亲人朋友对着花瓣传递给他力量时，泪目了。我是谁，我来自哪里，我要去哪里，人活一世逃不开的自我追问三命题。我想说，也许我们什么都不是，爱使其成为其所是。你们的爱留住了我，也让我找到了自我定义的坐标。"
588$11589036$功夫熊猫3$ILM$2016-01-24 22:24:40$1$三星半，合家欢电影，三部曲第一部最惊艳，第二部热闹有余，比不上第一部，第三部好于第二部，但比第一部差。三部曲最精彩的其实是中国画风
589$11589036$功夫熊猫3$拽拽歪歪&amp;YY$2016-02-09 17:51:05$0$节奏太快 无张无弛 而且动画片没有彩蛋 跟咸鱼有什么分别！ 还有我一直无法理解为什么所有中文配音的外国动画片都没个字幕啊 耳背星人表示在熊孩子密集的电影院里屁都听不清啊
590$11589036$功夫熊猫3$烤土豆和米酒$2016-02-05 19:52:35$0$爆米花片，年年都可以看看的。
591$11589036$功夫熊猫3$侧耳倾听$2016-02-20 14:09:38$0$果然很搞笑。最好玩的是一边看，一遍猜测配音是谁！美好的回忆！
592$11589036$功夫熊猫3$札札$2016-03-31 09:43:58$0$很好看， 但是说真的， 短了点
593$11589036$功夫熊猫3$安猪$2016-02-02 11:50:10$2$如何成为一名老师及如何成为一名武士
594$11589036$功夫熊猫3$王恶$2020-03-08 20:52:37$0$阴阳东方哲学学得挺好啊
595$11589036$功夫熊猫3$榴芒茶$2016-02-02 20:46:25$0$三星半
596$11589036$功夫熊猫3$Delicious Drop$2016-02-26 21:18:40$0$反正就是寻找自我那一套。气功就是我们的原力啊哈哈。笑点确实会在翻译中变得尴尬，中配的台词本土化做得不错。以及居然真的是周杰伦！“一个古老的疗伤圣地”
