$movie_id$movie_title$comment_user$comment_time$comment_vote$comment_text
0$30128916$夺冠$段尽欢$2020-09-25 21:33:46$3224$彭昱畅长大之后果真变成了黄渤😂
454$30128916$夺冠$温岭阿浪$2020-09-25 23:46:57$3$"这部电影有两大特色，第一是风格，其二是内容。
从风格上讲，这部影片节奏感十足，从开头到结尾一路飙燃，即便是那些本该冗长的段落也被快节奏处理，使观众不至于感到疲惫，甚至一些困境也进行了幽默化处理。
从内容上讲，影片具备了浓厚的历史感。将这些载录史册的真实事件排演成一部人生大戏。围绕着运动员郎平的职业生涯，讲述了中国女排的发展之路，以及其中的心酸、困境、成长、矛盾、友情、信仰、时代观念。
本来我对体育电影毫无兴趣，这次却觉得特别喜欢。通常我们讲起球类运动，也就是篮球足球，排球的人气实在太低，但《夺冠》的银幕效果却十分精彩。不仅是罕见的排球题材电影，更是其中的精粹。
关于更名，若从三代人的努力来看，电影叫《中国女排》可以很好地概括中国女排的发展历史；但从电影主题来看，《夺冠》显然更具激情与意义。"
455$30128916$夺冠$民谣弦品$2020-09-24 23:56:41$7$讲述中国女排30年的《夺冠》，以郎平和陈忠和两位教练带队期间，截取队伍从高峰到低谷再重回巅峰的故事，职业演员扮演球员，现场实况和人物传记交相辉映，传递中国女排拼搏精神
456$30128916$夺冠$镰仓拳击手$2020-12-29 18:08:16$1$"故事太太太弱了，就好像是个拼贴集锦；反高潮反到结尾让人莫名其妙；陪练与女排的感情递进非常奇怪，完全不抓人。

唯一感动的是价值观：让运动员有人性，而不是国家荣誉机器。但是放下“为国争光”的执念后，成绩立马往下掉。到底拼的是什么呢？这个动力似乎一直没有找到，最后好像就是运气+策略赢了比赛。我相信很多人看完会很失望，心潮澎湃没有，鸡血没有，泪水没有，娱乐没有，深度没有，竟然是两小时流水账。
"
457$30128916$夺冠$小蜜蜂嗡嗡嗡$2020-09-22 21:53:21$5$赶在春节前几天看电影，整体故事比预期期待的差了些，不过中国女排，值得关注滴，推荐
458$30128916$夺冠$我是大英雄$2020-11-30 08:09:11$1$超好看，励志！适合大考前看这个！
459$30128916$夺冠$袁牧$2021-01-06 23:24:49$1$前一个小时就是一个宣传片，后一个小时靠着巩俐的演技撑了下来，才算有了一点节奏。据说删减很多，导演应该是低估了拍这种题材所遭遇的电影之外的阻力。想主动拥抱一下体制还有一个拥抱得热情不热情到位不到位的问题。
460$30128916$夺冠$han$2020-09-25 14:00:09$10$非常好看！
461$30128916$夺冠$申由己$2020-09-27 22:11:29$0$其实很少看这种运动类电影，因为本身也不是一个爱运动的人，但是每次有意无意看到体育赛事，尤其是当中国队夺冠、当国歌响起，总是会热泪盈眶。因为个中的艰辛，为了国家荣誉，她/他们付出了很多，尤其是中国女排。有人说这部电影尽是在讲郎平，其他人都抹杀了，甚至连老女排的名字都没有，还不如改名《郎平传》。我倒是觉得，突出郎平也没什么错，不患寡而患不均，难道非要平铺直叙的毫无亮点？这是电影，又不是纪录片，表现方式不一样，无可厚非。还有人说，2004年陈忠和率领的女排夺冠更精彩，为什么没有体现？拜托，这是电影，只有两个小时，怎能面面俱到？电影值得看，不过建议请多备纸巾，尤其泪点低的。PS:还是更喜欢原名《中国女排》，这四个字本身就是一种精神，一种胜利，一种自豪。 
462$30128916$夺冠$最后一代#蒸子#$2020-10-08 21:12:02$1$借着这个电影哭了一个爽
463$30128916$夺冠$三月对我笑$2021-04-04 14:03:31$0$适合去电影院看，挺燃挺煽情的电影，最后把04年08年的女排队伍也放出来了好评
464$30128916$夺冠$疼疼（电动版$2020-09-27 11:34:13$0$片子选取了中国女排历史上三个代表性时期：从辉煌到下坡再到重燃。其实，现实中的女排故事本就是跌宕起伏的优秀脚本，加上电影的戏剧冲突，真的非常抓人。哪怕在现实中已经知道结果，但看到电影中比赛打到赛点的时刻，内心都紧紧地揪着。饰演青年郎平的白浪，几乎复刻了父母口中的“铁榔头”。她高高跃起击球，一下让人回到了女排五连冠的黄金年代。巩皇饰演的郎平，神韵满满，真的很难不夸一声，巩皇太牛了！
465$30128916$夺冠$dcrlee$2020-09-26 23:23:37$1$我擦，这哪里是演员，现役国手啊！时代在变，女排精神也在变，其实能把这个变化讲得好已经很不错了。以前是没自信，要证明自己，现在是要享受这项运动。说到底，还是改革开放的功劳啊。电影可看性本身也比较好，张弛有度，甚至最后一战都拍出来了打BOSS的中二之魂。女排要拍好真不容易，我还是多关心电影本身不错就行了，其余的东西大可不必拿来说事了。
466$30128916$夺冠$SENSE8$2020-09-27 20:18:40$1$以前老人总是一脸敬意谈论郎平，今天我真的在白浪身上看到了前郎平的影子，不愧是郎平的女儿，那个扣球真的太让人感动了，真的好多人都看哭了，所以不理解3星以下的人想要什么，这种片子敢拍真的是勇气可嘉，能抓住观众的情绪，能让人热血沸腾就是很成功了，中国的东西就要有中国的味道，反正我是赞的！
467$30128916$夺冠$天使猫猫$2020-10-01 09:49:10$2$特别好看！！！！太燃了！！！看得我瞬间想起立打一套广播体操！
468$30128916$夺冠$大人$2020-09-26 21:52:50$1$为了迎合时代，把女排精神活生生的割裂了
469$30128916$夺冠$克莱因红$2020-09-26 19:58:01$5$演技最佳的是中国女排队员
470$30128916$夺冠$W$2020-09-25 23:14:22$11$选角神了！！致敬中国女排
471$30128916$夺冠$似是故人来$2021-04-26 22:10:21$1$中国女排在主教练袁伟民的指导下，在80年代开始腾飞，她们在1981年、1985年世界杯、1982年、1986年世界杯、1984年洛杉矶奥运会上夺得冠军，成为世界上第一个“五连冠”。进入90年代后，由于郎平、梁艳等早一辈名将的相继退役，中国女排开始青黄不接。2003年，陈忠和挂帅的中国女排11连胜，夺得第九届世界杯冠军。2004年，又夺得雅典奥运会女排冠军。2008年北京奥运会，中国女排输给了由郎平执教的美国队，引发举国哗然。2013年，郎平从美国归来，执教中国女排，郎平采取大国家队模式，扭转了女排颓势，在2015年赢得世界杯冠军。2016年里约奥运会，女排在不敌荷兰、塞尔维亚、美国队的情况下，与世界一流强队巴西队拼死厮杀，最终战胜了巴西队，接着一路猛冲，战胜荷兰、塞尔维亚队，实现逆转夺冠！
472$30128916$夺冠$富嶽百景$2020-12-21 05:42:01$0$团建片
473$30128916$夺冠$薇羅尼卡$2020-10-16 20:16:41$1$都是“戴着镣铐跳舞”，但那也有高下之分。两个“不可说”并没有让这个故事悬空，反而正显示出来自这片土地的现实与拧巴。八十年代的故事完成度最高，中间的太短太仓促，2016年的则又像个电视纪实。演员也都被淹没在故事中，印象深刻的反而是那个“小郎平”。《李娜传》会被拍成什么样？不敢想。
474$30128916$夺冠$浅野居士$2020-09-25 21:41:14$7$前半部分是真的让我觉得有点尬，后面郎平出国之后那部分开始好起来了，虽然很煽情，但没那么尬了，演员选得很好，最后真的热血，看完想去了解排球赛了
475$30128916$夺冠$嗨seven$2020-09-27 17:28:33$4$拍得太平了，也许光拍其中一年的夺冠故事会更可看，另外，陈忠和教练和黄渤真的差蛮多的……
476$30128916$夺冠$瑶瑶$2020-12-08 20:45:36$0$中国国际赛事的题材拍得不多，虽然男足拿不出手，但似乎乒乓和跳水也没怎么拍过，因此这次女排就算拍得不错。为国争光，集体协作，而集体是由个人组成的，离不开每个人的努力，想起那句当时流行的宣传语：人人为我我为人人！对三位教练描写较多，队员描写相对少，几场赛事剪得还算可以。
477$30128916$夺冠$故城$2020-10-14 15:05:31$4$1、托不起中国女排这个名字。2、非要炒郎平和陈忠和的CP，感觉像是小孩在过家家。3、可能我对它期待太高，以为会有些锋度，没想到很钝，全是排球砸在墙上的感觉。4、可能是我的错，你指望一个基本上不看女排比赛的香港人，去拍大陆老百姓都经历的东西，只能是这么钝，没有细节，全是口号。5、从影院出来，耳边都是砰砰砰的声音，大概陈可辛第一次进排球馆就被这声音洗脑了，他也如法炮制来洗观众的脑，真会取巧。
478$30128916$夺冠$神山樹$2020-10-03 19:22:22$1$看到一群人很努力发自内心地做一件事的时候 会被这种热血感动到 是人类的灵魂归属感所在 几个月前看强风吹拂有被跑步这项运动感动到哭 排球也是 女孩子们一起努力向着胜利的时候真的在闪闪发光
479$30128916$夺冠$影子的影子$2020-09-28 00:11:35$2$最大的问题在于剧本根本没想清楚是写人还是写比赛，结果现在出来个两不靠。郎平和陈忠和两个人物没一个写完整立体了，年轻郎平还稍好一点，巩皇的郎平真的就是一个纸片人。比赛也没拍好，拍成这样我不如直接看赛事回顾呢。最可怕的是情绪一直顶着往煽情了走，大哥，赛点这种关键的地方您不说战术不想比赛就靠煽情就能赢吗？真的太烦了！通篇大字报PPT也真的非常非常不电影，不如直接改宣传片吧
480$30128916$夺冠$Eco$2020-11-27 20:24:37$0$不是高级的电影，MV+城市宣传片+刻意的煽情套路。
481$30128916$夺冠$咯咯精$2020-11-27 23:49:37$1$前半段也太好看了吧 忍不住呜呜呜 凭什么大家都没有姓名 想看《中国女排风云录》《郎平传奇》《陈忠和其人》《李娜本纪》
482$30128916$夺冠$lori$2020-09-25 22:01:11$8$节奏太慢，现在自己比较喜欢看动脑题材的…
483$30128916$夺冠$迪$2020-09-27 15:28:33$4$命题作文里比较差的那种。三场比赛情绪都用音乐顶，比TVC还无聊。哪里有层层铺垫？哪里有情绪爆发？巩俐演得好在哪？扑克脸＝气场我是无法理解，白浪倒是还行吧。
484$30128916$夺冠$IgLoo$2020-10-02 15:09:50$1$仿佛看了一部女排赞助商广告合集，有点过于煽情。
485$30128916$夺冠$cuchulainn$2020-10-01 11:22:11$1$巩俐神韵抓到位了，黄渤和彭彭也找到了感觉，最出戏的是吴刚的表演。他是成熟优秀的演员没错，但关键是毫无运动员气质，演戏的感觉与袁指导严重不符合，干部味又实在是太浓了，配上干巴巴的台词，整个显得十分生硬。整部戏最出彩的是运动员姑娘们。
486$30128916$夺冠$yoyo7411$2020-09-27 23:17:31$1$3.5分。难道以为年轻人都对老一代女排很熟吗？日本女排、新一代中国女排、巴西女排，全都一一打出名字，然而老一代女排和当时的主教练名字都没打出来；老一代队员每个人的性格也没凸显出来；还有陈忠和作为整部片中刻画最立体的角色，也没有一次提到他的大名；实在是片子最大的失误了。说实话，年轻郎平的塑造也比成年郎平的好，巩俐的表演有点平面化了，后半段显得陈忠和比郎平还更加高光一些，甚至表现得比郎平更能串联起新老两代女排精神…说不好也是剧本本身的问题，在人物刻画上没太处理好个人和群体的关系。
487$30128916$夺冠$阿奇波尔德$2020-09-30 03:04:20$1$电影前两幕包袱感实在太沉，对运动员沉，对电影人也沉，好在当郎平接手国家队，巩俐也接手了电影，第三幕的呈现与前两幕判若两片，犹如角色与电影同时卸下了重负，节奏变得明快，剪辑更加利落，梅林茂的配乐也愈加抓耳，中巴大战，一些对赛场教练席作业的描写，与战术细节的还原都格外精彩，就连字幕的运用都变得足以调动情绪，终究是呈现出了竞技体育电影应有的姿态，抛开所谓包袱感和戏里戏外的各种非议，电影在表现一门竞技运动的独有魅力方面，完全不输好莱坞 w/mom nana huang
488$30128916$夺冠$雪$2020-10-20 01:24:19$0$精神需流传
489$30128916$夺冠$仿真男孩哪吒$2021-05-05 15:18:07$2$大可不必，拍成纪录片会好看很多。
490$30128916$夺冠$春日观察员$2020-11-30 18:41:25$1$情绪大于内容，这就是所谓的国民记忆
491$30128916$夺冠$H$2020-09-27 19:06:45$6$你知道为什么杯子能装水吗？因为杯子是空的。你知道为什么坚持打排球吗？因为心装满了信念。一代人的信念不会逝去，会用心的面目去诠释。但这信念都是一样的，他叫中国女排精神。
492$30128916$夺冠$CY狸克$2020-09-29 22:05:17$5$"强推这部电影，因为这部电影和我的价值观对上了！（深度粉红们请绕道）
5连冠时教练说的：不夺冠就得后悔一辈子“和郎指导在里约奥运时提出：“为什么要那么在意输赢？”形成了鲜明的矛盾。
这正是这部电影的立意：在屏幕上呈现一个不同以往的但又真实的”女排精神“。
如果还不明白的话，请看这句话：如果我们内心足够强大，那么我们根本不需要太在意是否夺冠。
大家明白什么意思了吗？"
493$30128916$夺冠$nikki$2021-04-04 23:33:57$0$21_057。对排球不懂。但这电影就拍得很割裂吧。不过姑娘们真的是辛苦了
494$30128916$夺冠$豆友211689818$2020-10-20 00:30:11$2$"蛮新奇的片子，前天刷过还蛮有感触的。
“你不需要成为我”这一句出来就想起来林清玄名言，寓意层层递进，中间纯音乐营造了很好的意境，留白的恰到好处，可以说良心片了。
前半部分很有激情，看的心里时不时揪着，紧张感渲染的满分，中间过渡略微平淡了。
片尾曲神仙合唱，那英的故事感加王菲的空灵，单曲循环一天了，一定要听听。"
495$30128916$夺冠$摩诃曼珠沙华$2020-11-07 13:03:29$0$前仰后抑
496$30128916$夺冠$有寂$2020-11-29 15:00:38$0$你也许很懂一场排球，但却没办法看懂什么叫国家。在哪里大杀四方，就在哪里畏手畏脚。
497$30128916$夺冠$菜根$2020-11-29 21:17:41$1$家里接了网线第一部电影。
498$30128916$夺冠$孤立无援$2020-09-25 22:31:15$3$"西溪博纳IMAX。看之前以为多半只是个平庸的片子，不至于差，但没想到能这么差，而且是差到离谱。
1、镜头几乎无调度，无节制用大特写（目测占了全片一半以上）和“慢镜头加煽情配乐”；企图以手持摄影营造真实感，但除了把人晃晕以外似乎没发挥什么效果；随处可见的打光失误和画面异常遮挡，很多画面压根看不清，属于基本的技术错误。/请摄影指导了吗?  2、这剪辑是新华电脑学院实习生拿绘声绘影做的吧?  3、由于镜头几乎没能传递出任何有效信息，不得不靠大量字幕、对白以及贯穿每场比赛始终的中文解说把故事讲清楚（别拍电影了，直接写成小作文吧）4、最后一场比赛里剪进去的回忆画面比比赛画面多多了，可想而知，导演自己也知道自己根本拍不好完整的比赛画面。5、文戏令人喷饭。6、廉价鸡血，廉价民族主义。"
499$30128916$夺冠$废物时钟$2020-09-27 19:31:10$1$删改痕迹和煽情音乐太影响观感了，没有女排和集体主义情结真的看不进去，剧情前后被切分成三段式，导致整体的节奏怪怪的，八十年代的集体生活、团队情感、个人故事都太弱了，在郎平成长故事和集体主义精神之间摇摆不定，前后难以接续。唯一喜欢的是第三段女排姑娘们本色出演的部分，以语态带性格，寥寥几笔，生动活泼。/剪辑真的太碎了…眼花 /最后一场比赛的导入部分的剪辑处理有点想起了决战慕尼黑（但恰是我不喜欢的风格）
500$30128916$夺冠$DeadPool$2020-09-25 11:48:31$4$敬佩陈可辛导演第一次对体育类型电影的尝试，成熟高质量。把80年代女排崛起的不易与刻画的恰到好处，泪点一环扣一环，精神内核无比动人。后期巩俐问到大家为什么打排球，朱婷“我想成为你”，而郎平回答“你不需要成为任何人，只需要成为你自己”让人更深地明白了竞技体育意义与梦想的力量，在领奖台上和黄渤语音的那一刻大概就是女排精神与体育魅力的完美落点。
501$30128916$夺冠$伪减肥中的阿谦$2020-10-21 13:55:21$0$总体不错，缺点就是冲突不大，应该再强调下键盘侠们对郎平执导美国和中国的前后舆论对比，就好了，不过可能不让突出，反正太平铺直叙，所以没有特别激动的地方。
502$30128916$夺冠$我呼吸的空气$2020-10-04 21:06:36$0$至少四星，看了陈导的访谈，原来三场比赛都是素人运动员或国手们重新演出来拍摄并剪辑出来的，太牛掰了。上调一星。替外婆来看她生前最最喜欢的女排的故事！
503$30128916$夺冠$daangel$2020-12-07 20:12:54$1$三十年，有的东西必须改变，也有些没有变！只可惜除了郎平，其他人都无名，群像变成了郎平传。
504$30128916$夺冠$心生$2020-11-29 21:19:58$0$三星半
505$30128916$夺冠$水脉$2020-10-19 09:01:10$0$不想去电影院，看的不怎么清晰的盗版，就不评分了。为什么改名，因为片子主要聚焦在郎平怎么带一支曾经辉煌，后来实力削弱的国家队，叫夺冠比叫中国女排稍微恰当些。电影整体印象不深，感想有两个：四十年前的训练真是苦，运动员的脸一个个看着真是苦不堪言，拼的又是团体荣誉，就算团队最后拿了金牌，上场比赛前自己随时可能成替补，这么苦又没有保障的一条路只有实在没有出路的农村人才会走。现在生活水平好了，大家都有更多选择和出路，自然不会像以前一样拼命苦练，水平下降是完全可以理解的，因此觉得影片最后的夺冠有很多运气成分在。还有纠结的一点就是，彭昱畅怎么就成了黄渤……
506$30128916$夺冠$搬砖侠$2020-10-01 11:17:24$1$挺可惜的半成品电影，剧本在改编方面显而易见得做了很多妥协和修饰，导致三场比赛的结构不够完整，群像塑造彻底失败，就不说女排队员了，黄渤也就打酱油，巩俐的郎平刻画最多，但说到底也就差强人意的水平，不过前三分之一还是拍得挺符合陈可辛的风格的！
507$30128916$夺冠$スダミルク🥛$2020-09-27 15:56:53$1$2020.9.27｜南京荔枝广场幸福蓝海｜巨幕2D｜看完我最大的感受就是：能不能有哪个电影院行行好，直播直播什么法网温网世界杯欧洲杯这些啊......大屏幕上看比赛真的是太！爽！了！！！电影本身很一般，我感觉没有把女排精神表达出来..明明是个不错的题材..
508$30128916$夺冠$豆友173352603$2020-10-07 15:09:15$2$真就三场比赛点播，完全没有电影化没人物，说到底就是太贪了，集中写其中任何一段儿赛事都可能出佳作，这三个时代三个群像，奥尔特曼都写不出来。比赛的视听完全鸡肋，真就多机位怼上来了，那观众为啥来看电影而不是比赛回顾。这绝对不是体育片，仅仅是体育题材片。有些剧作细节还是可以的，可惜没有形成整体，思来想去是导演的锅
509$30128916$夺冠$峰峰峰峰$2022-06-16 22:06:24$1$女排精神永不过时，中国姑娘光芒万丈，体育议题感动中国，在电影里学习强国
510$30128916$夺冠$迦南Canaan$2020-09-26 10:55:23$1$"整部电影将中国女排这段横跨近四十年的历史分为了三场比赛，三个节点，并且将电影的重点落在了“中国女排精神”的上面，没有聚焦在郎平、与某一群女排姑娘，属于不容易出错、且容错率高的选择。
之前曾经看过80年代张暖忻拍摄同是反映女排的电影《沙鸥》，在这部电影中描绘了一种近乎病态对金牌与冠军的执念，在《夺冠》中，郎平做了这样的解释，这是她们这代人的“包袱”。我觉得后半部分的落脚点从“女排精神”出发延伸到“个人”是一种非常让我感慨的变化，这是“女排精神”新时代的蜕变，也是曾经的女排在新中国时代变迁的大浪潮里留下的注脚。
在排球比赛的拍摄上，陈可辛也较好的重现了三场重要节点的比赛，紧张感、临场感通过高速的运镜和剪辑配以纯正的比赛配音完成的不错。"
511$30128916$夺冠$Alien$2020-12-03 03:27:55$1$青年和中年的郎平演得都不错 黄渤的陈忠和稍显油腻 剪辑存在问题、情节发展不顺畅有些割裂、有话要说又欲言又止的感觉 选择的两场比赛都是经典 立意我觉得是在强调女排精神从完全的集体主义过渡到集体荣誉与个人目的结合、追求更快更高更强的拼搏精神 “等有一天 我们的内心强大了 我们就不会把赢 作为比赛的唯一的价值”；另外 体现数据分析在体育比赛中的作用是很好的细节 而不是单纯强调靠灌鸡汤、打鸡血赢的球
512$30128916$夺冠$灰色幽默$2020-10-01 23:09:16$3$观感实在太差了，虽然认可从“集体中无意识的部分”向个人意识的转变，但过多的比赛内容完全冲淡了意识形态内容。除去bgm加慢动作这种体育电影中用烂的手法外，过多的近景和特写使比赛部分毫无景深，非专业演员出身的选手又无法在特写中注入额外信息量，使得电影大部分时间处在信息量缺失的白开水状态中。加上对核心问题的回答模棱两可，全片在价值与纪实部分都相当失败。唯一的亮点可能在于第一代女排都没有名字只有号码，似乎是为了显现她们在集体中被抹杀了个体意识（另一种说法是体育总局禁止使用第一代真名）
513$30128916$夺冠$德布劳外等17人$2020-09-25 21:33:43$3$没那么主旋律，这么难的题材后半段真女排出来的时候感觉就没脉了
514$30128916$夺冠$Lecleg$2020-10-02 18:55:22$2$596｜很诡异的一部电影，一方面它能把落脚点不局限于呈现中国女排，而是赋予其“反集体主义”的内涵，（导演意志上）没有落入俗套；然而另一方面大量的后期配音、莫名其妙的蒙太奇和无孔不入的喊口号总让人觉得陈可辛是一边被枪指着脑袋一边剪的这片子，成片有明显的割裂感，非常生硬，最终沦为比平均水平好一点点的主旋律电影，结尾直接放弃升华的可能，也是罕见。对于这部电影的大量争议，可以试着和[八佰]一起研究。
515$30128916$夺冠$Panda的影音$2020-11-30 01:07:26$2$1.略显失望，故事剧情走马观花，还不时用文字代替影像叙事，也难怪有人说《夺冠》像是PPT、专题片；2.彭昱畅的那句“讲虾米碗糕，我听拢无。” 和 黄渤演唱的《爱拼才会赢》是我的两个笑点，他们可以模仿说闽南话唱闽南语歌，但于我而言还是流于表面、缺乏真实闽南人的感觉；3.各种繁杂琐碎镜头剪辑在一起的表现手法对某些人来说可能是“凌厉”，但个人观感却是“凌乱”；4.看到《庐山恋》的影像片段、听到片中的经典台词有些惊喜：I love my motherland. I love the morning of my motherland.
516$30128916$夺冠$一贫$2020-09-27 00:21:33$0$亲身经历过的历史，当年女排比赛的万人空巷，北京奥运的败仗，里约奥运的冠军，都很有身临其境感啊。女排比电影好看，电影其实一般，不过当中国女排纪录片看还是很不错的。
517$30128916$夺冠$苏黎世的列车$2020-09-25 21:28:05$0$女排的实况比赛和训练纪录片本身就是女排精神最好的诠释和注脚，虽然电影需要艺术化的处理，但是过度鸡汤化的煽情反而让人感觉膈应，女排精神根本不需要加任何滤镜，也不需要变成文娱产品来“消费”。
518$30128916$夺冠$橘子°$2020-10-01 02:41:15$2$"电影里有一句话 非常不满意 把08年以后的失败归咎于队员青黄不接 凭什么啊？两星因为这四个字

换个名字郎平传还挺适合的 这是讲郎平的故事，不是中国女排的故事，其他人都是工具人啊，甚至中巴大战整个前半部分一直在说郎平的指导，每句话都是郎平，中巴大战好似郎平是主角，幸亏最后挽回来了"
519$30128916$夺冠$very moment$2022-06-20 02:35:50$0$拍成纪录片得了，反正感动的是历史本身。
520$30128916$夺冠$censored dump$2020-09-27 20:06:42$3$和平ATMOS. 通过让郎平说出那句改革，陈可辛抓住了人物的符号作用，不仅是女排精神，更是时代精神，是改开带来的意识形态嬗变，从集体主义的“只有我们”，到“为自己打球”。和中国合伙人一样，巨变不仅被还原为物质细节（搪瓷杯、行车街景和标语），也被投射到身份的转变：一个系统内规训（或更常说的培养）出来的人，如何主导系统的改变。遗憾的是，对郎平个人心理的蜻蜓点水，对陈忠和真人的回避，以及对官员意志的剧场式演绎，完全屈服于“写实”的风险，回到、或拔高到一种共同体狂热里。在竞技体育的现场视听，以及其煽动的对那些荣光的共同记忆里，对时代精神的反思停止了，一切弧光，都化为对成王败寇逻辑的歌颂。如果说本片的魅力来自“真人真事”，那么它恰恰留出一个真实的人物空白，最后填充进小我注视大我升起的图画。
521$30128916$夺冠$蒲末释$2020-09-25 21:43:02$1$可惜。
522$30128916$夺冠$aga四不象$2020-10-07 23:15:55$0$可以看到这个故事线慢慢塑造的过程。很像去年《我和我的祖国》那个解开“渴望被看见”的魔咒的叙述，于是又不知不觉把“自己”和“自己的节奏”放到了很高的位置上，确定了那个时代的传统的“过去式”。彭就这样成了黄渤的定型年轻版？
523$30128916$夺冠$江湖遠人$2021-01-07 11:34:53$0$真·伪纪录片
524$30128916$夺冠$容貌焦虑主理人$2021-01-04 16:57:54$1$巩俐只演了半部电影？还是没有代入感，甚至有点不敢看，生怕他们把电影演砸了。不习惯这种刻意煽情。明知道是演的，就会起鸡皮疙瘩。
525$30128916$夺冠$ℒℯ𝓈𝓉𝒶𝓃𝒾𝒸𝒶$2020-10-04 20:37:33$3$从电影来说我不会给五星。但我去看的这一场，电影院里很少见地基本都是头发花白的老人，全程都能听到他们对女排这几十年来的发展如数家珍。我突然就不想纠结什么电影结构和逻辑了。无论人员如何变动，女排精神如何演变，中国女排的存在本身就已经是一代代人的共同记忆了。能借电影给所有人一个难得的追忆过去的机会，也没有什么不好。
526$30128916$夺冠$纯肉锅贴$2022-07-17 14:37:25$0$一大片的音频补丁 年轻的陈一开始只是来随便挂职的那句愣是被补丁打的连人物的表演状态都是和台词对不上了；而郎平回来的时候那句“跟不上潮流了”其实是“早该被淘汰了”，锋利就是这样一点一点被磨没的，拧巴和割裂感也是这么一点点出来的。
527$30128916$夺冠$就是要摆烂$2020-09-25 21:34:05$9$啊啊啊啊啊啊啊看得我好燃好感动！！！
528$30128916$夺冠$已注萧$2021-02-12 19:36:13$0$挺不错的，剪辑非常厉害。连我这个从来不看女排比赛的人，看完电影以后都想看看女排赛事，也算是这个电影想要做的事之一吧。
529$30128916$夺冠$[已注销]$2020-09-26 09:56:05$5$那几个女排运动员演技都被训练出来了，好牛
530$30128916$夺冠$无名解忧杂货铺$2020-10-07 01:28:55$2$可惜了这么好的女排题材。导演和剧本辜负了几代排球人和球迷的情怀。影片支离破碎，节奏凌乱。第一部分口号式的台词和煽情过度尤其尴尬，完全没有诠释出改革开放初年女排夺冠给社会带来的向上的力量，只有沉重和压抑。时代赋予女排精神不同的内涵，但作为强者要面对各种困难，在困难的时候永不放弃才是女排精神。导演搞什么新老对立，完全没有理解女排精神。后面的戏份基本靠巩俐和女排姑娘们撑。为巩俐精彩的表演和白浪、朱婷、张常宁的本色演出点赞。不明白为什么要把黄渤饰演的这个角色写成这样，就是不考虑脱离扭曲现实消费球迷的情感，就电影本身来说这个角色也与女排格格不入，既不好笑也不感人。
531$30128916$夺冠$非魚$2020-10-28 19:08:16$0$音乐花了功夫了，毕竟找了大师~ 剧情嚒，也就全靠女排事迹撑着~
532$30128916$夺冠$种花家的宝宝$2020-09-25 16:34:17$14$热血沸腾！！！！！
533$30128916$夺冠$Orchid$2021-02-12 20:46:09$1$每天在CCTV6擦眼泪，个儿这么高，去哪儿打工，太扎心
534$30128916$夺冠$圆圆（二次圆）$2020-10-01 02:01:36$3$无论如何，还是蛮喜欢。重要的一场戏是郎平的闪回：回到年轻时的训练场地，看到的是个人的经历，陷入是自己的过去，友情，团队，热血，激情…这里面当然有对国家的感情和包袱，但始终很难说是个人的还是集体的，其实是交杂的。陈可辛处理得很含蓄，甚至可以说有一种“香港性”（内外兼具的二元视角），也正是在这里，郎平这个人物出离了扁平，不再是口号式的，也将夺冠拉上了一个档次。当然缺点也是有的，前面段比赛那么长没必要，不如把笔墨花在另外几个朱婷身上。黄渤巩俐还是厉害，不得不服。
535$30128916$夺冠$Ashes$2020-09-26 13:01:14$5$想起我大学的演讲题目。受不了。真就流泪
536$30128916$夺冠$PolarBearrr$2020-09-25 21:33:41$2$真的很燃，有点像纪录片。but不是很懂为啥最煽情的前段在前半段
537$30128916$夺冠$feeling$2020-09-24 19:59:42$9$纪实性大过故事性，更多看的是时代记忆、情感共鸣。八十年代部分台词僵硬，除了郎平外的其他人物只能以“无名”方式指代有些遗憾。更喜欢后半部分，巩俐极具信服感，女排队员亲自上阵的本色出演令人惊喜。
538$30128916$夺冠$寒狐传媒$2021-02-01 20:33:55$0$女排精神。郎平战术。
539$30128916$夺冠$hey奔~~$2020-10-01 04:03:06$2$电影结束，心中疑惑，刚才莫不是看了三场排球赛？
540$30128916$夺冠$先森$2020-09-30 08:22:03$0$女排赋予了这部片子意义，你说拍的有多动人，也没有。
541$30128916$夺冠$梦垠倥偬$2020-10-01 03:08:39$1$无功无过 
542$30128916$夺冠$ANN$2020-09-25 10:03:12$8$观影过程中好几次被感动落泪，我个人非常喜欢这种竞技体育题材的电影，巩俐真的有演出郎平的神韵，青年郎平也演得相当不错，查演职人员表才发现是郎平的女儿白浪，里面出现的几场比赛真的是看到我紧张得不得了，但是又让人热血沸腾！看完影片我愿意推荐周围朋友去观看，真情实感5星好评。
543$30128916$夺冠$yupei$2020-09-25 23:00:14$2$比想象中好很多呢。这种题材要平衡各方利益让各方都满意，我觉得拍成这样已经不错了
544$30128916$夺冠$浩子菌$2020-12-09 13:31:17$0$这个魔幻十足新冠横行的2020年也实实在在证明了中国需要一部大球类的体育传记片了，也证明中国是最能力再一次站在世界之巅，无论是体育还是未来的科技经济。当然对于电影本身来说，陈可辛拍作为拍国家献礼主旋律电影的导演而言是真的很接地气了，巩皇的气场来演郎平也是绰绰有余了，反正挺好看的，足够热血。
