$movie_id$movie_title$comment_user$comment_time$comment_vote$comment_text
0$25921812$驴得水$心生$2016-10-28 00:28:43$16948$过去的如果就让它过去了，未来只会越来越糟！
326$25921812$驴得水$山海$2020-03-11 09:06:42$1$畸形社会把人逼成了畜生，极端环境唤醒心底的魔鬼。
327$25921812$驴得水$老阿飞—故园$2019-11-29 23:38:12$3$就算是影像化的舞台剧又如何？驴得水的原版话剧我也看过了，我觉得电影版改编的非常好，最后漫山遍野滚落的弹力球神来之笔
328$25921812$驴得水$魔云兽$2016-12-24 22:54:03$3$太牛逼了！！
329$25921812$驴得水$艾栗子$2016-11-05 01:27:52$6$并不非常喜欢，因为好多段是黑色的部分只有黑色，幽默的部分只有幽默。人是复杂的，而不是一个契机之下说翻脸就爹妈都不认的。光拍出丑的部分是可以要多丑有多丑的，我可以想出更多的方法伤害一个人。但拍出人复杂的部分就不容易了。将丑恶夸张地拍出来只让人生理不适，但不会让人共情。
330$25921812$驴得水$censored dump$2016-11-17 20:14:27$3$固然镜头语言稀薄，但这样一个举重若轻的剧本和这样刀尖游走的台词令人惊讶，它的刻意和虚假是寓言式的，可以对比《狗镇》，并不需要还原真实，只要勾勒出一种毁灭、崩坏的模式，就足以产生反乌托邦的效果。这样的国产电影不多见，稍微相近点的可能是姜文的让子弹飞。
331$25921812$驴得水$1968小金$2017-01-02 23:26:29$4$不算好电影 即使大家在说批判现实 
332$25921812$驴得水$豆友35496190$2017-05-11 23:13:21$5$感觉看话剧应该会更有气氛，作为电影来说还是有点哪里尴尬得慌，难进入状态。
333$25921812$驴得水$喵尔摩丝$2016-10-30 23:30:07$4$想对用逼良为娼来粉饰太平的乌托邦，认真的由衷的说，操。很欣赏电影在审查制度下，努力把讽刺的力度最大化，但原谅我实在恶心裴魁山骂张一曼的戏，恶心这种对女性先捧后踩的把戏，即使是为了讽刺，也让人十分反胃。
334$25921812$驴得水$七荞$2016-12-29 14:37:52$9$里面的那首歌可真好听啊……
335$25921812$驴得水$皮革业$2016-11-01 15:56:31$8$本片的最大贡献难道不是发掘出适合扮演毛岸英烈士的特型演员阿如那吗？
336$25921812$驴得水$froggie$2017-01-04 11:38:20$2$多年前拉着朋友看完话剧，从先锋剧场走出来朋友表示很不喜欢，说她知道社会阴暗面，不用这么硬演出啦。花钱买罪受。从这个角度似乎可以理解。要不然这些年也不会一部部硬给你挤段子的恶俗玩意霸占银幕了。然而，过去的就这么过去了，以后只会越来越糟。
337$25921812$驴得水$Parachute.cpp$2016-11-11 05:08:43$2$处处充满张力，戏剧，牛逼。
338$25921812$驴得水$黑道少年沈來迟$2017-08-27 01:57:52$3$明明是瓦蓝瓦蓝的晴天，可一眼望去怎么成了剧场里黑色的棚顶。
339$25921812$驴得水$All about you$2016-12-27 16:29:29$2$在豆瓣一部电影能超过13万人评论，过8分，本身说明其作为国产电影的优秀和难得。看到各类短评长评关于人性和女权的讨论也是一件好事，只是从中确实感受到如今个人思想的解放，很难就同一个人物形象有相同的认知与结论，尤以任素汐扮演的一曼为主。另外涵盖太多可思考的方向了，值得长久反思的一部佳作
340$25921812$驴得水$齐木楠雄$2017-02-03 22:55:54$2$让人看了会难过的喜剧…非常巧妙的故事，环环相扣的因果…结局比之前的部分差一些，最后感觉周铁男的转变有点突兀…开心麻花团队的编剧真的很厉害
341$25921812$驴得水$塞西蒙得$2019-01-25 11:42:27$2$什么玩意儿
342$25921812$驴得水$微澜$2017-01-18 11:27:12$3$"虽然开始很欢乐，但其实是个悲剧。你看，就连这一群怀着崇高道德放弃城里生活在农村支教的老师都是有所求最终越要越多。人都是有贪念的，贪得多了总有兜不住的一天。这样看来，一曼的放任自流倒显得没那么罪大恶极了。
歌很好听，电影看的人心里沉沉的。"
343$25921812$驴得水$鬼 鬼 ™$2016-12-17 23:27:45$4$看得憋屈得不行…心理闷闷的，可是随着一声枪响感觉解脱了，镜头感非常好，各种拿捏很到位，难得的佳作！！人性总有意外。
344$25921812$驴得水$安然槿 - 露$2016-12-31 13:40:52$1$又沉又堵
345$25921812$驴得水$肉抖抖$2016-11-05 00:22:58$2$看完心情不太好。
346$25921812$驴得水$K$2016-10-10 23:28:19$5$不考虑讽刺和隐喻，这片的影评韩寒已经写过了。小孩子才分对错，大人只看利弊。
347$25921812$驴得水$newquantum$2016-12-18 23:41:31$3$浓缩中国历史的“姆岑斯克县的麦克白夫人”……
348$25921812$驴得水$陀思妥耶夫斯基$2016-11-01 22:28:02$3$话剧感重引起部分不适所以四星吧
349$25921812$驴得水$小雨$2016-11-09 11:04:23$5$牛逼啊，本子不错，虽然故事是发生在民国时期的黑色幽默，但无不反应当代社会现象，一边看一边在想，这电影怎么过审的，段子也很多，笑料也很足，看哭了好几次，画面也不错，没有一个浪费的镜头。我觉得超赞，没看过话剧，但电影这样我觉得很棒了。
350$25921812$驴得水$黑白氤氲$2018-11-08 01:50:28$1$我不明白如此一个做自己的女人，怎么到后面居然会疯。古今中外，贪污腐败。
351$25921812$驴得水$Obtson$2016-10-30 13:18:59$10$很好地解决了戏剧票价偏高和一旦坐在后排就完全看不清演员表情的问题。一个猜测，戏剧电影可能会在未来几年频频在中国银幕刷脸，怎么拍没想清楚，想好怎么演就行。Incredible China！
352$25921812$驴得水$大隐隐于市$2016-12-23 16:03:32$2$这片足以说明有着话剧的功底去拍电影不会差到哪里去！结尾的处理有点差强人意，剧中布景真的是几乎没有，话剧舞台搬到了户外的感觉！至少我没见识过从头至尾一个学生影子都见不到的学校！
353$25921812$驴得水$Steven$2017-05-08 21:24:24$3$感觉好假，这是喜剧片？怎么感觉有种网络段子堆砌的春晚感！
354$25921812$驴得水$.$2017-03-19 16:54:11$6$哭死了，近几年看过最好的国产片，中国版《狗镇》。一曼这个人物代表了生为女性在社会中的地位，被爱，被骂，被围攻，被欺辱，被忽略，被结束。当枪声响起，还记得她当初在田野中快活高歌吗？她说：我真的就是想活得自在点儿。
355$25921812$驴得水$莫小巧$2017-02-16 19:06:18$1$故事仍然是那个充满戏剧冲突的好故事，但没有改变舞台剧的调性。这不是一个那么依赖调度的戏（比如糊涂戏班），转向大银幕其实本可以实现得更好，人物的重新塑造、情节点的设置，特别是叙事手法等等，都有调整的余地。我还是几年前剧场初见后的那句话，它已经超越了太多同类，不过，本可以更好的。
356$25921812$驴得水$渡口无边$2017-03-01 00:38:29$2$有趣并不是构成一部好电影的完全理由。
357$25921812$驴得水$dellizheng$2016-10-29 21:57:42$3$论如何在一点电影思维都没有的情况下拍一部电影。
358$25921812$驴得水$拂袖斋客人$2017-01-16 23:03:10$2$没有想到结局是这样……一曼疯的理由未免牵强，如果我是编剧，会安排晚餐时她在铁男面前被特派员秘书和武官轮J的情节，这样更虐。金钱，扼杀了人性的善，放大了人性的恶，扭曲了人性的真……动听的主题曲《我要你》误导我以为最后是铜匠和一曼的happy ending ……
359$25921812$驴得水$楚小白$2016-10-28 09:05:46$3$黑色幽默，节奏感强，剧情也婉转有趣
360$25921812$驴得水$杨欢喜Metiche$2016-11-02 23:06:14$3$话剧党无法给分。现成的好本子、好故事、好演员，一个被隔裂的电影除了这些剩下什么？极端的故事走向，荒诞的情节设置和夸张的表现手法，有些是只适合舞台不适合大银幕的。看过话剧的凤毛麟角，而如此“勇敢”的电影一旦出来必激起千层浪，你区区话剧就算有这底子可没这本事啊，你给我影业我给你轰动。
361$25921812$驴得水$珂 大 侠$2016-11-08 21:21:44$4$很多人在电影院放声笑，个别人在电影院偷偷哭，因为怕邻座问起，为什么流眼泪，时无言作答。
362$25921812$驴得水$奥兰多$2018-12-05 02:58:39$1$荒诞本就是人生的常态呀。
363$25921812$驴得水$青 天大老爷$2018-04-16 17:28:59$3$我看见幼稚而虚妄的纯情被现实的不纯粹压垮，露出细嫩皮肤下的污血。我看见痴愚而空洞的淳朴被原先不可接触的美与丑扭曲，颜料落在画板上绘出龇牙咧嘴的凶鬼。我看见执拗而暴躁的正义感被更纯粹的暴躁折断，把折断的脊椎捡起来拼凑出狗的四足。我看见无私的善者为了无私本身，将自己和身边人的血肉出卖
364$25921812$驴得水$吉米糕$2016-12-25 05:18:26$4$WCNMLGB
365$25921812$驴得水$豆豆柠檬茶$2016-10-29 16:10:31$6$我给你讲个笑话，你可别哭。
366$25921812$驴得水$基闹$2016-12-15 22:52:04$3$唔...算是对开心麻花的成见有所改观？但客观来说，用一部优秀的话剧剧本套在电影里是非常笨拙的，矛盾设置也显得生硬刻意。好在舞台剧的表演经验加持了演员的表演技巧，使得整体观感还算流畅投入。仗义每多屠狗辈，负心多是读书人。这片子倒黑的彻底，连屠狗辈也不仗义了。
367$25921812$驴得水$虫虫$2017-05-12 14:40:59$11$有时候，电影比书更深刻，看到周铁男的转变我沉默了，扪心自问，自己在那种情况之下是不是下一个周铁男，英雄和小人只有一念之差。
368$25921812$驴得水$Luk$2016-11-03 19:54:54$4$一曼别自杀啊，一枪毙了裴魁山。那种现实里吃不到葡萄反说葡萄酸的嘴脸，完美诠释，高啊。
369$25921812$驴得水$TheGZMovieGuy$2016-10-29 12:09:00$2$还不错的啊 没必要非黑即白 有很可取的地方的 比如前半部分的剧本 稍微比如摄影 当然后半不太好 最后非常不好 但总体而言也看得出是有想法的 7/10
370$25921812$驴得水$税控AT$2016-11-01 11:51:17$5$2016.10.31完美的剧本，让我想起鬼子来了
371$25921812$驴得水$响指$2016-12-16 21:33:53$1$华语电影年度最佳
372$25921812$驴得水$尽欢$2017-12-19 13:42:46$55$影片话剧改编，虽说话剧的风格更重一些，但是剧情设计相当巧妙。最初救火的几人不同态度暗示了几人最后的结局。我要你一首歌，听的人心痒痒。
373$25921812$驴得水$饭夫斯基$2017-01-02 20:33:16$1$起承转合太过舞台剧了，电影里的表现不应该至于这么生硬，本子是好本子，表演也是流畅到没谁了，一切都好，就是没有电影的特质。
374$25921812$驴得水$Muggle、佑。$2016-12-17 19:31:09$1$这种话剧式的表演用力的我头晕。
375$25921812$驴得水$Clyde$2017-01-12 09:09:29$2$1、话剧味太浓，腔调明显，格局有限。2、喜剧效果不错，脑洞有一点，但也就如此而已。3、借古讽今？呵呵。
376$25921812$驴得水$发条橙$2017-11-16 17:54:50$6$毫无电影感…
377$25921812$驴得水$喵驼酱°$2016-10-22 21:01:46$19$看完了特别难受。院线电影难受排名仅次于野马。
378$25921812$驴得水$把噗$2018-05-05 18:51:09$49$电影，请先像电影。
379$25921812$驴得水$猫语猫寻$2016-10-31 22:53:11$7$黑色幽默的东西最怕的就是人物单薄，果然这部还是单薄了，开心麻花的编剧就总想在搞笑的同时整出一些可以警世的东西出来，但不得不说做的太过刻意，警世的同时容易让人厌世，我不讨厌但也并不喜欢，喜欢话剧式的表演方式，看的出来演员已经收了很多了，不如再过一点直接分幕，更没槽点。音乐加一星。
380$25921812$驴得水$瓦力$2016-10-14 17:33:46$5$四星鼓励一下，现在院线里这种笑中带泪，指桑骂槐针砭时弊，轻松与沉重并存的喜剧真不多，看完回味好久，Incredible China，至今如此。任素汐演的最好，但最喜欢的是铁男这个角色，既虚假又真实，代表很普遍的一类人。
381$25921812$驴得水$jiyun$2016-11-20 01:02:28$13$乱七八糟，不值八分。
382$25921812$驴得水$北极燕鸥$2016-12-16 07:47:31$7$没看过话剧，很喜欢电影。好本子好演员，话剧式的表演，有人喜欢有人不喜欢，但不影响是一个好悲剧故事。只见人心偏了几寸正轨，命运便轻轻拐了几个弯，毁掉人间最美好的东西——自由，傲骨，单纯，爱慕，初心……弹指灰飞烟灭。
383$25921812$驴得水$苗汉子$2016-12-19 19:47:58$6$从头到尾都没笑，有的只是对现在社会的心酸，无助！
384$25921812$驴得水$沈尼可$2016-11-02 10:08:54$2$有舞台剧痕迹又怎么了嘛
385$25921812$驴得水$岛上的夏奈$2016-11-08 08:25:44$11$演得有点过，但比《夏洛特烦恼》是要好的
386$25921812$驴得水$豆浆油条豆花大$2023-02-07 14:36:45$15$"驴得水
张一曼真的是个充满生命力的人。
漫天的蒜皮飞起来的时候，就是漫天的大雪，是骨子里的自由、可爱、浪漫。
裴魁山的告白也超级让人感动。

这个困苦的山沟沟，都在汲取一曼的生命力。
得不到的，就毁灭她。
制度和男人对一个女人的公开羞辱和践踏。
"
387$25921812$驴得水$路人Eita$2019-12-19 09:38:44$2$天真的人会被毁灭。
388$25921812$驴得水$diabolo$2016-12-18 19:03:11$3$说好是个喜剧呢
389$25921812$驴得水$滿神的異教徒$2016-12-14 21:33:51$1$话剧改编痕迹太重，最本质的缺陷依然可以一眼识破。
390$25921812$驴得水$kiki204629$2016-12-17 23:40:44$3$演员表演话剧范儿太足。反而不是特别好的电影感。如果去看话剧应该特别棒！总体来说是部很好的讽刺喜剧。
391$25921812$驴得水$Tom$2016-10-31 00:26:08$6$《鬼子来了》至今被禁止在国内公映是一大遗憾，《驴得水》的出现，多多少少弥补了这种遗憾，能在影院看到这部片子，也算一种进步。
392$25921812$驴得水$柯里昂$2016-10-26 23:32:40$7$一刷3星二刷1星
393$25921812$驴得水$千与千桐$2016-11-02 18:56:50$4$在利益面前，理想主义不是投降，或者出逃，就是吞枪自杀
394$25921812$驴得水$菲雾菲花$2019-04-09 12:45:32$4$这么烂的电影居然有8.3，现在人的品味差成什么样了。开心麻花的所有东西，包括话剧，文艺水平都很差，刻意操控观众，情感轨迹不自然，看的人很难受，喜剧就是使劲挠痒痒肉，不笑导演就抽你，悲剧就是拿倒霉事砸你，不哭导演要踹你，所谓批判丑陋，展现深刻，就是拿坨屎给你看，我敢拍屎哎，我很深刻哦，你不点赞你就是肤浅。反智、劣质还蛮横，就是开心麻花的主要特征
395$25921812$驴得水$走马$2016-11-04 11:22:21$3$故事好，就是话密，镜头不讲究，情景剧感特别强。呈现人性的部分，让人特别难堪，表现“真实”的方法有很多，直接呈现真实未必高明，但就算如此，也比那些虚假好多了
396$25921812$驴得水$WillRious$2016-10-29 21:02:51$3$这夜色太紧张,时间太漫长,我的情郎。在“利益与权力”的“驱动与控制”下,人人都露出了邪恶的嘴脸进行攻击或圆场,一级压一级，连意气方刚的铁男都倒在了枪口下，人性的脆弱暴露无遗，幸亏自由风流的一曼是倒在了枪口下,幸哉。前面很搞，后面很蓝瘦，冲突一幕接一幕，像舞台剧。161029四人橙天凤凰看
397$25921812$驴得水$它们人类$2017-02-18 16:59:20$7$好关心最后弹球都捡回来了没…看着不像是可降解的…
398$25921812$驴得水$盲忙$2016-10-30 15:28:58$3$没想到第一次在大银幕这么堂而皇之的看到青天白日旗是在一部以古喻今的讽刺喜剧，没有看过夏洛特烦恼，但中国电影能有这样的题材和手法很令人欣喜，感谢开心麻花，所有演员都很出色，incredible China！
399$25921812$驴得水$TOYSTORY$2017-02-12 00:15:00$9$铜匠演的真好，憨的时候像学校被霸凌的孩子，怒的时候像老家村口死了爹娘的流浪恶汉
400$25921812$驴得水$百城千世子$2016-11-07 23:32:03$4$太喜欢一曼剥大蒜清唱、一曼和铜匠离别这两场戏了，还是打了四星。后半段开始剧本就一泻千里，哎。始终觉得本片最大的讽刺是，明明是部讽刺社会的黑色小品，宣传的包装却是大红喜庆合家欢喜剧，该有多少被海报和开心麻花骗来只是想下班笑一笑的路人？
401$25921812$驴得水$不贰🙈$2017-02-07 15:00:50$8$别以为自己多正义，枪子顶着脑门的时候你还正不正义；别觉得别人都欠你，没有人有义务满足你的贪欲；别以为我他妈放荡，嘴上很嫌弃有本事别跟老娘上床；别以为你就该无忧无虑，看看背后是谁在支撑着你；别觉得自己的梦想多了不起，你也就是个一厢情愿的傻逼。
402$25921812$驴得水$廢匪肥·老🐰$2017-08-01 17:50:04$4$戲劇衝突和張力以及黑色幽默，我都給滿分💯。很劇場版，各種諷刺拿捏得恰如其分。（去年錯過了。。）
403$25921812$驴得水$不流ᝰ$2017-11-18 15:20:30$3$把话剧舞台放到旷野了，几乎不算是电影。是违背布列松的，也把演员相对于模特的劣势充分地表现出来了。不过没关系，制作者并不在意也无需在意这一点。
404$25921812$驴得水$富嶽百景$2016-11-16 05:31:24$1$好片
405$25921812$驴得水$暖晴$2016-12-31 15:57:06$1$故事性很强，话剧舞台风很重
406$25921812$驴得水$sosovipp$2017-06-19 00:43:14$2$当合起伙来骗老外的时候，咱们总是这么齐心……
407$25921812$驴得水$淹然$2017-01-01 12:29:40$1$真实，才可怕。人物强行转变，批判力度锐减……
408$25921812$驴得水$文布兰罗兰度$2016-10-28 21:01:25$15$原来剥大蒜可以如此辣漫
409$25921812$驴得水$Mr.HHHHHHHHH$2016-10-29 16:10:17$9$好的悲剧，是把美好的东西用最肮脏的方法毁灭殆尽
410$25921812$驴得水$一个无情的杀手$2016-11-10 16:10:10$6$话剧应该放在舞台上演，不然中国电影只会越走越偏
411$25921812$驴得水$Quester$2016-12-16 15:40:30$5$那不过是女文青的日常，在你们眼里却成了无稽的轻狂~那假借着时代的衣裳，上演着体制的荒唐~美好的一切，不过是梦中的怅惘，赫然惊醒，一声枪响。&lt;不喜欢开心麻花的电影海报，完全和剧情脱离真的好吗？&gt;
412$25921812$驴得水$小熊QQ$2016-11-04 12:44:16$1$故事很不错，只是技术表演一般，没啥电影感。
413$25921812$驴得水$凝香结绿$2016-10-30 18:58:07$11$这一次的直面现实，比夏洛“黑”、深且高级多了，故事的饱满可以弥补形式感的过度和电影化的薄弱
414$25921812$驴得水$第六天大萌王$2017-03-08 16:37:11$2$兔子不吃窝边草，约炮不找身边人
415$25921812$驴得水$小米=qdmimi$2017-01-30 04:26:33$2$这就属于各种方面都不怎么太好，但观感很好滴片子，赢了。
416$25921812$驴得水$乐乐乐了$2018-02-08 01:25:46$3$致郁 太致郁了 看完揪心好几天 
417$25921812$驴得水$Sundance小千$2016-12-15 01:09:32$2$过去的如果任他过去，未来只会越来越糟
418$25921812$驴得水$[x]$2016-12-29 16:34:23$3$我就想约个炮，你们怎么就当真了呢？
419$25921812$驴得水$丢丢$2016-11-10 15:16:00$3$驴棚着火那里就暗示了全篇 一曼为了救火却深陷其中 裴魁山仿佛在救火可惜却不断地给一曼身上泼土 铁男有勇无谋 佳佳耿直鲁莽 校长永远都在顾全大局 唯一的缺点是话剧感太浓 信息量大部分都在台词里 镜头语言弱
420$25921812$驴得水$国产凌凌期$2017-02-08 14:01:15$1$舞台剧改编的戏，飚的就是过瘾。
421$25921812$驴得水$Joel$2016-10-30 14:00:11$21$人性当中的脆弱、丑恶、虚伪、胆怯，在荒诞不经与世隔绝的乡村，以一种荒岛困境的模式，暴露的淋漓尽致。善的光、爱的光、美的光，都随着片尾那声枪响统统熄灭了，留下满屏的负能量。没有人生来是坏人，但人人都可以变成“坏人”，尽管堕落的每一步往往都冠冕堂皇。老话说得好：一子错，满盘皆落索。
422$25921812$驴得水$承泽明$2016-10-27 22:16:57$4$1、跟《夏洛特烦恼》一样，很像小品，电影化程度不够，台词表演来凑；2、女主演的尤其好，一个内心炽烈的奇女子；3、剧本很完整没有拉分，可喜可贺。
423$25921812$驴得水$吃豆腐爱做豆腐$2016-12-23 15:26:41$5$犯二小品想说有说不出口，现世道的年轻人都这样要将犯二进行到底。脑残剧
424$25921812$驴得水$zitsunari$2016-11-18 14:30:14$2$好戏，烂片。真的非常吵，现在特别想看《有话好好说》或者《沉默的羔羊》。
425$25921812$驴得水$大蒂茎蕾$2016-10-29 17:19:48$6$一群浪漫主义者的死亡。
426$25921812$驴得水$瓜。相信这个世界很变态。$2017-01-07 23:08:57$1$一切的起源其实并不是一个谎言而只是贪念。这部电影非常迎合大众的口味，因为适度的荒诞和心照不宣，但其实作为一部电影来说并不算成熟，它依然非常地舞台化，在转化成电影时没有下多大功夫，起承转合和故事的高潮，场景和人物都是一个剧。
427$25921812$驴得水$骑士的蒙太奇$2016-11-04 22:24:12$2$彻彻底底的悲剧，如果带着喜剧的期待去看，后半段会相当不适。一小时过去了，依旧很难过。
428$25921812$驴得水$第七大陸$2016-12-21 20:27:29$2$后面观众的笑声如此刺耳
429$25921812$驴得水$默$2018-01-02 23:34:49$70$很好看，很发人深省的电影，里面的歌也很好听。黑色幽默的暗讽电影。就是话剧演员演电影还是有一点舞台痕迹，偏于浮夸，虽然有克制，但还是有一点。
430$25921812$驴得水$Piccadilly$2016-11-05 00:41:04$2$看到的差评都在说这片话剧感太重，为反差而反差，完全故事导向，人物反转不成立。但是我挺喜欢这种把故事讲的有点超现实色彩的drama的。这片把小知识分子的软弱刻画的很露骨，几个主要人物各代表一种小知识分子的理想型，大家可以自行对号入座。。。。。。
431$25921812$驴得水$泽帆$2016-10-29 21:07:14$14$配乐的导向过于明显，喧宾夺主。里面的喜剧是好小品式，但温情和悲剧偏现实，两者没有保持统一。四个主要人物性格转变反差大，话剧感很强，但容易导致观者的情感投射偏差（喜欢这个人物，突然变坏了，会觉得生气）。张一曼的伏笔好，人物生动。故事讲得非常干练简洁大气，是那种打磨很多遍的好。
432$25921812$驴得水$北影厂彪哥$2017-02-06 09:24:57$1$表演的太露了，还是像话剧。
433$25921812$驴得水$大师兄$2016-10-29 23:54:20$4$诚意十足，水平有限。
434$25921812$驴得水$淳子小姐$2016-11-13 00:01:25$3$Sad movie. 就听任素汐唱歌最好。
435$25921812$驴得水$烤肉鱼板板$2019-08-08 11:10:47$1$看完后心口胸闷了半个小时
436$25921812$驴得水$熊脑脑$2016-11-05 23:06:27$2$一曼这个人物在国产片里很少见，结尾太不合理了，非常遗憾，让我想起狗镇里的妮可基德曼，但是狗镇最后是觉醒反杀多么爽快，电影作为艺术作品还是要有点升华和态度吧，再看驴得水，就很让人憋屈，情感上不舒服。想打2星，但想到小时代之流，还是公道点了
437$25921812$驴得水$布努谣$2020-09-07 22:45:56$3$"
作者：珺先生（来自豆瓣）
忽视故事的整体建构和人物内在的运行逻辑，沉溺在架空的时空背景中玩弄概念和符号，其结果就是那一声枪响——拼了命地想制造意味深长，却掩盖不住的刻意空洞。"
438$25921812$驴得水$贝洛克鲁斯$2016-10-28 23:14:41$4$"剧本很好，演员很好，能播出来绝对是进步！
虽然也有妥协，但大家都知道说的是什么。我们每个人都身处在这个社会，这个荒诞到像一出舞台剧的大染缸里，里面每一个角色都有可能是我们身边的人，那些疯了的没疯的，无耻的变软的，自杀的逃离的，留下的耿直的又有多少，又到底能不能走到最后？"
439$25921812$驴得水$Chris  一切由无聊开始$2019-03-07 14:35:47$0$1、没有电影的节奏，没有电影的感觉，没有使用正确的有效率的电影手法。2、所有想编得复杂、多转折的剧，都非常难，因为会有很多bug，很多不让人信服的巧合，很多刻意。驴得水就有很严重的这种问题。3、人物由于要转折，所以非常生硬，某些片段的人物感情似乎都是说得过去的，甚至让人感动一下。但是整体看来，都是经不起推敲的。4、细节欠缺太厉害，精力可能都放到了情节和表演。驴呢？这都不是细节了，都不见了。5、我觉得结局很烂。6、女演员好像挺不错，男演员好几个都非常假。不像演电影。7、所谓的那些指涉和讽刺之类的，都比较肤浅。
440$25921812$驴得水$吃不吃得下菇$2016-12-09 01:40:46$2$加长版小品的感觉，充其量算是加长版话剧吧。故事还是不错的，荒诞得挺到位，但是一到高潮还是hold不住，闹得脑仁疼。至于为什么要拍成电影，因为小品话剧不赚钱，电影赚钱呗。
441$25921812$驴得水$淡蓝色的天空下$2016-10-30 13:53:35$8$上半场走肾，下半场走心。上半场笑了，下半场想哭没哭出来。
442$25921812$驴得水$陶子冬$2016-11-08 09:01:44$7$11月6日和点点一起观看，后悔带孩子看。豆瓣不能打负分的吗？即便是黑色幽默电影，全球内没有一部不是带着暗夜中的光芒，唯有中国例外。好的价值观，是通过人的独立和自由获得尊重，中国拍电影，一黑到底，永远的人与人之间的纠缠和倾轧，差评！
443$25921812$驴得水$suelence$2017-04-05 11:46:19$5$"推荐一看，但不推荐推崇。
电影不能是这样，故事再好也不能。
任素汐真美。
"
444$25921812$驴得水$某J。624$2016-11-04 00:17:30$4$总记得婊子无情戏子无义，又有几个人还记得也有一句文人无行。读过书的没读过书的，都一样可以面目可憎。分数给剧本和演员。
445$25921812$驴得水$su27根本就没有$2016-11-06 01:27:55$7$情节精巧，紧张有力，每个主角都复杂饱满，这样的国产片难得一见。
446$25921812$驴得水$MissNone$2016-10-30 13:59:48$11$可能是今年看过的最有内容的国产片。去年的夏洛肤浅的让我反感，以至于差点因为驴得水的片名而错过这部好片。剧本一看就精心打磨过，虽然有批评说风格太话剧，但对于没有看过原话剧的观众又何尝不是一种风格呢。全片没有一个让我喜欢的角色，但每个角色又都引起了心里的悲鸣大概就是此片的高明之处吧。
447$25921812$驴得水$倔强的豌豆射手$2016-11-04 18:39:29$2$笑着开场，看到一半就完全笑不出来了
448$25921812$驴得水$小油飞$2016-11-02 09:49:09$3$剧本勉强可以看下去，但作为电影实在糙得过头了，每个桥段都让人替导演和演员尴尬得不行。。就不能有点耐心请几个正儿八经学过电影的人来帮忙好好打磨一下嘛。
449$25921812$驴得水$梅岭藏殊梅长苏$2016-12-30 20:52:55$2$"过去的过去了，以后只会更糟糕。
"
450$25921812$驴得水$小溪笑嘻嘻$2016-12-18 01:57:49$2$文本真的很有潜力，如果能换个导演换个团队…电影感这种东西是说不清的，是摄影是美术更是导演的角度。现在讽刺到位了，人物却毫无感情和持续性可言，好像只有铜匠的老婆让我稍有共情？
451$25921812$驴得水$江海一蓑翁$2016-11-06 18:00:11$5$非常扎实而又酣畅淋漓的剧本，对于人性中卑微、贪婪、伪善等种种负面因子都有辛辣揭示，配乐和布景等细节也有诸多值得玩味之处，而演员们的表演尽管看似夸张和舞台感强烈，但从另一个角度来说，不失为一部具有强烈库斯图里卡气质的中国故事。
452$25921812$驴得水$安笔粒沃波$2016-10-28 23:11:49$1$扯淡。
453$25921812$驴得水$蜀黍有点咸$2017-10-17 22:54:51$4$她的善良被放荡被骗了；他的懦弱被正义骗了；他的卑鄙被爱情骗了；他的理想被虚伪骗了，人生啊，有多少人活得像自己的！都tm被自己给骗了！哈哈哈
454$25921812$驴得水$白袍马超$2017-04-02 01:20:51$1$扎心
455$25921812$驴得水$面朝大海.春暖花开.花不开我开$2016-11-22 22:19:41$4$生活呐，就只是一场闹剧。始于一场突如其来的大火，又突然止于某声枪响。人人都是为了活得更自在，而又有多少人被欲望束缚。周铁男打头阵有勇无谋，张一蔓跳进驴棚救火，裴魁山就一个劲儿给她埋土，最后校长一声令下主持大局，驴棚就烧没了……孙佳垂死反抗，却被众人阻拦。这场缩影心服口服！
456$25921812$驴得水$氿木$2022-04-27 16:56:44$2$感觉导演完全钻了一个“照搬话剧布景对白在电影里明明是偷懒却恰好显得很荒诞”的这么个空子，而且蛮厌女的，看得不舒服
457$25921812$驴得水$比芭宝$2016-10-22 18:15:56$3$20161022@唐阁影城with Dee. 看完难受 电影再次告诉我们好女不睡赤峰男！炮友挑选要紧肾啊！总觉得导演戴着小帽很眼熟 查了百度才想起在学校看过他的毕业作品朱丽小姐～
458$25921812$驴得水$末宝儿$2017-01-15 13:56:53$2$几乎全场观众都抑制不住的偷偷哭起来…我不喜欢他带给我的那种如鲠在喉鸡皮疙瘩满身一般的难受，但他可贵的正是这种难受与难自处。我是这电影里的每一个人，又不是这电影里的任何一人。
459$25921812$驴得水$夏南$2017-02-18 22:24:20$2$戏剧直接移植于电影的结果就是浪费了好的故事。话剧演员演电影最大的毛病就是过度夸张，然而真正的情感是不需要嘶吼的。太吵，太闹。这也许是部好的舞台剧，放在电影里就相当低级。看完心情很糟糕。
460$25921812$驴得水$落地麦子$2016-12-22 20:49:42$4$在权力和枪杆子面前，知识分子都是怂货，唯一不怂的是一弱女子。影片最后一行字“去延安”是最大的败笔。
461$25921812$驴得水$本初老儿$2017-07-17 11:21:24$1$其实吹毛求疵的话 确实有技术上的问题 但是如果看过这片子的人有一半人能真的看懂 那就算中国未来有希望
462$25921812$驴得水$北极光$2017-10-14 22:08:50$1$不服，就是驴.........
