$movie_id$movie_title$comment_user$comment_time$comment_vote$comment_text
0$1291858$鬼子来了$被迫改名$2009-05-02 23:28:55$9526$十部南京也抵不过一部鬼子来了。
316$1291858$鬼子来了$[x]$2010-12-25 23:19:00$0$姜文真是淫才！！！！！！！！！！！！！！！！！！！！！！！佩服！！！！！！！！！！！！！！！！！！！！！！！！！！！！！
317$1291858$鬼子来了$momo$2020-09-03 22:43:25$3$"最后的结局真是讽刺。。。太善良，没文化，愚昧，结果引鬼入村。国民长官窝里横，假民主，可以杀自己人，国际已经约定和平、人性，但是自己人不是人。日本人有够恶心，特别是投降日本天皇说的那段录音的内容。。。呕吐。烦请反思劣根性的同时各位恨国党别忘了日本的残暴。"
318$1291858$鬼子来了$楚天舒$2021-03-21 18:51:11$2$巅峰之作。用诙谐的“大哥大嫂过年好”点燃海军军乐下的最后一场屠杀，花屋被军国主义浪潮裹挟着从农民变成军人，马大三妥协半年也终于敢拿起斧头，两人唱戏最会变通，写一出新戏时刻歌颂当局者，战争下每个人的故事都是这么相同而不同。万里长城今犹在，不见当年秦始皇。#姜文
319$1291858$鬼子来了$骚花雪$2011-12-20 15:29:50$0$讽刺，真实，荒诞，精彩，在这些都做到极致的情况下，我已经错乱了。我对这片唯一的怨念是，为啥还他妈不出蓝光！！
320$1291858$鬼子来了$星野志坚$2011-12-21 22:55:27$0$超现实主义，虽然镜头真的太糙太缺乏美感了，不过静下心来，看完后还是得到了极大的精神震撼
321$1291858$鬼子来了$札札$2012-09-18 00:03:57$2$鲁迅说过：哀其不幸，怒其不争。为何中华民族近代史写满了如此多的屈辱与悲痛，不仅仅是上位者的昏庸落后，更多的是4万万老百姓的怯懦和奴性
322$1291858$鬼子来了$兮称$2012-11-23 05:19:30$5$中国缺少这样的政治喜剧
323$1291858$鬼子来了$凯文伊达$2011-04-24 17:32:43$1$姜文的作品永远只有惊喜频频闪现，永远的偏爱。细细品特别值得回味，很好的警醒很好的振作剂，不要说什么love peace，当善良的村民真心对待，BT鬼子还不是毫无良知？永远不要相信什么转变。骨子里的特性，如姜文所说日本人的原则性和国家利益的概念非常强，所以还是不要妄自菲薄了。
324$1291858$鬼子来了$猫阿水$2013-01-27 21:59:36$5$虽然早已确认，但还是想说——姜文太nb了！一部看着欢乐又时时刺痛神经的经典啊啊啊！然后发现吴大维这货又出现了……真能蹭啊&gt;.&lt;!!!
325$1291858$鬼子来了$默聆飞绪$2021-04-17 00:34:07$4$日本投降了，战争结束了，可挂甲台村却在那时被并未真正挂甲的战败方屠村了，当初不敢下手“处理”日俘并为交换两车粮食而引狼入村的马大三也因“扰乱治安”被宣布“和平降临了”的国军下令斩了头（而动刀的正是当年被他放走的小三郎）。脑袋落地的那一刻，他仰视到的画面是：一阵天旋地转后，整部黑白片开始上了色，接着又都染成了一片红。就好像平生第一次看清了这个世界的真实颜色，却是用非黑即白了一辈子的这条命换来的。 盛怒表情下的谄媚贺词，盈盈笑意中的狠辣阴谋，喜庆奏乐里的大肆屠杀，和平旗下的同胞杀戮……一切都显得那么荒诞而又真实。
326$1291858$鬼子来了$谍影重重$2011-12-25 12:43:43$0$中国人意淫自己的行为是该停止了，看看你们自己那副德行，看电影时笑得春光灿烂的我也该反省反省了。
327$1291858$鬼子来了$猫$2011-04-17 03:28:12$0$看完了，是部很不错的片子，日本人估计看着很无语 试图剖析并抨击中国人的人性弱点的片子
328$1291858$鬼子来了$451½°F™$2021-02-03 08:24:19$2$人类的困境绝不是问题本身，而是处于「环境」下的身不由己，以及无论是否顺从「炮灰向」的二律背反，在极度荒诞的黑色幽默下，人际关系与「人性」都被扭曲成了「符号」下的片片尘埃，无论生还、死亡，都要么是行尸走肉，要么是傀儡玩偶。
329$1291858$鬼子来了$Eashion$2012-04-09 23:19:56$0$终于下到了传说中的鬼子来了，情节有些夸张幽默，但笑过之后，又觉得有点堵心，丑陋的一面也许才是最真实的一面。
330$1291858$鬼子来了$言午$2018-06-08 17:32:03$2$鬼才！大哥大嫂里那段日本人的幻想蒙太奇简直神来之笔；马大三进城后的一小段无剪辑长镜头深刻又活灵活现了日据村人民的众生相.在换粮食时，剧情主线由照看俘虏过渡到换粮食和联欢另两条线上，切换为香川照之的视角来表现日本人的多面形象简直流畅自然.剧情最后一幕的含笑九泉回归荒诞，黑色幽默色彩
331$1291858$鬼子来了$STAYREAL$2023-01-14 16:03:08$0$"对敌人的仁慈就是对自己的残忍，你杀我时手软蹉跎，我杀你时手起刀落一气呵成，最后人头滚落的视角猩红掉san。
日军怀柔政策养出了一群愚昧浅薄的村民，善良也成软弱，不切实际的期待总会拖延成刺向自己的致命一刀。
看完本片才突然想到，休战之后本土居民看那些曾在这片土地上烧杀抢掠张牙舞爪的恶魔们被妥善优待，如果不咬牙切齿，那是不是也叫麻木不仁。一纸协议就让战犯低头成被善待被保护的战俘，谁知道他们是不是一边窃喜一边贼心不死呢？"
332$1291858$鬼子来了$Yao Unchained$2012-08-07 00:04:19$0$展示荒诞，丑恶的电影很出色的时候我就烦了，电影很好力荐可以，内容上说怎么都觉得那个荐字看着不舒服
333$1291858$鬼子来了$咂咂$2010-12-27 08:24:38$0$很真实，这就是残酷荒诞的战争，这才是真实的人。看完片子，突然对战争和人性有了一种冷静的审视，庆幸自己生活在和平的年代。那一段历史很惨痛很无奈，但是，那已经过去了。很惋惜本片被禁。
334$1291858$鬼子来了$林||我们谈什么都像谈死！$2008-02-13 23:23:29$4$一部酣畅淋漓牛逼到家的片,看了异常爽快.非常喜欢摄影,原来是顾长卫.有红高粱的狠劲，但精神内核不同，这里面的鬼子竟然有血有肉，村民们可怜又愚昧。这种政治不正确的电影，不被禁才怪，但是我喜欢。
335$1291858$鬼子来了$荞麦安娜娜娜$2012-02-22 06:32:53$0$啥都别说了！！真TM想打十星！！！整部电影都是咆哮体啊！！！看完我都觉得喉咙干涩！！！但是真好看啊！！！被讽刺的不只是日本子！！！
336$1291858$鬼子来了$hanstveit$2010-03-14 15:51:54$2$仰天长叹，日本崇尚的人生五十年，只需生命绽放过的理念终究与中国的好客中庸之道相悖
337$1291858$鬼子来了$麻油$2014-04-07 21:33:43$0$前狼后虎，进退两难，环顾四周，满是没心没肺盼着吃人血馒头的群众。
338$1291858$鬼子来了$CC619$2010-12-28 14:15:23$0$"鬼子来了，把中国人的奴性赤裸裸得表现出来了。
其实它表达的和让子弹飞差不多，但是子弹含蓄很多，隐藏较深，所以没被禁。
再次证明一句，枪打出头鸟"
339$1291858$鬼子来了$HiNeNi$2010-12-25 23:48:18$1$不一样的诉说日军的片。姜文果然是才人，将国人的劣根性表现的淋漓尽致。
340$1291858$鬼子来了$マツハラ$2018-07-13 10:14:50$3$"*
最后的结局真的太震惊 不能更讽刺也不能更残忍 黑白转彩色的冲击力 真特么会拍也真特么敢拍"
341$1291858$鬼子来了$小辣椒$2017-03-20 08:06:25$2$抗战片的另一种打开方式，就是有点过犹不及。
342$1291858$鬼子来了$___MR.Louis$2012-07-09 18:24:44$0$姜文说：我觉得通过拍一部电影过嘴瘾是容易的,而且往往能很急功近利地讨点好,但是事情过去之后既不起作用又不能使观众真正进行思考.。///这部很能让人真正引起思考的电影，却被禁了。中国在怕什么，电影很能反映现实，中国试图以德报怨，日本嗤之以鼻，告诉你别再意淫日本人会真正正视这段历史。
343$1291858$鬼子来了$Mighty III$2013-04-14 14:30:48$0$任何语言都是苍白无力，姜文最好的作品，没有之一。简单的不能再简单的故事，却说出了复杂得不能更复杂的人性。讽刺得那么彻底，沉重得让人心寒。不管喜剧悲剧，就想说一句：王八操的！不管日本人还是国民党，都他妈欠捏巴死挖坑儿埋了！（7年后重温：从头笑到尾，每一秒都张力十足，且无比真实，姜文和一众编剧以造物主般的姿态创造了一个村儿。说这些人善吧，绝对都是时刻的利己主义者，说他们恶吧，也没干过伤天害理的事，正是这份人性的复杂让片子如此精彩。司令最后的话非常引人深思，但结局依然讽刺。
344$1291858$鬼子来了$胖丁$2010-11-19 10:27:18$1$日本子杀人准备真是让人蛋疼，可是我没有蛋，我只能胃疼。
345$1291858$鬼子来了$飙马钢球$2010-12-20 09:44:27$0$"太残酷太真实
正视历史的民族才能进步和获得尊重"
346$1291858$鬼子来了$多多$2009-08-13 12:29:18$1$大哥大嫂过年好，你是我的爷，我是你的儿……
347$1291858$鬼子来了$青少年怪物$2011-01-28 23:27:22$0$这部片子让我想起了鲁迅的《药》，太多太多中国人是愚昧和麻木的，两个多小时表达的主题太宏大了。我想这个片子不能公映，就是个很好的讽刺。
348$1291858$鬼子来了$Zero-_-$2011-05-11 20:59:34$0$姜文水平确实很棒，这部片子里面哪个演员都演得非常好
349$1291858$鬼子来了$xiphosura$2010-11-20 12:48:07$1$无论在任何时代屁民只有严格的遵守游戏规则才能生存下来，可是有时即使你遵守了游戏规则还是死掉了
350$1291858$鬼子来了$Stigrex$2008-05-24 10:53:32$3$河北农村人的性格和日本人的形象都刻画得挺逼真，但情节虚构，有不实之感
351$1291858$鬼子来了$张脑三$2010-12-07 21:41:27$0$不觉得是悲剧结局~片尾最后眨三下眼是我感觉大三最痛快的时刻
352$1291858$鬼子来了$冷水冷水$2013-03-08 01:17:04$0$為寫論文，連著芙蓉鎮一起看的，發覺兩者有很多相似處呀！有趣！
353$1291858$鬼子来了$日光瀑布$2009-11-25 20:19:50$0$摄影老牛逼了，台词也老有味道了，最后的砍头明明是献媚的，居然因为违规被禁。
354$1291858$鬼子来了$梦呓花喃$2010-11-09 20:12:10$0$"不卑不亢不装逼！“韵味无穷的台词，精湛绝伦的表演，不断强化寓意，又不断增生寓意，终于抵达了深者得其深、浅者得其浅的艺术高境。 ”
"
355$1291858$鬼子来了$EVA_征服天堂$2014-06-03 00:04:56$3$劣根性！姜文目前最好的电影！广电欠这部电影太多太多。。。
356$1291858$鬼子来了$苏黎世的列车$2017-07-09 02:59:43$5$中国最不该被禁的片子。
357$1291858$鬼子来了$Aliur$2011-04-18 16:23:52$0$他是一个人就把什么事都想明白的人。是一个天才，洞悉并掌握历史和现实的规则，从而能轻松地游刃行走于冰冷残酷的人间。而我能做的就只有仰慕与追随么？
358$1291858$鬼子来了$NO_CENT_GIRL$2017-08-08 00:43:38$2$对中国平民不亚于鲁迅的精准刻画，让我等凡人两股发抖，只是想在乱世生存而已，小精明被磨出来，还是翻不过为鱼肉的命运。
359$1291858$鬼子来了$楚门$2012-10-25 16:38:59$0$也许，这才是真正的“抗日”；也许，这才是真正的“根据地”；也许，人们只是为了那六车粮食~
360$1291858$鬼子来了$野餐明$2014-04-05 16:47:36$0$从前对这段时期日本人的了解多半是二元性的，这部片子让我看到了更深层面的东西。p.s.这部电影里满满的家乡味道。拍摄地点我也去过，炮台至今都在，风景很好，附近的老百姓说，姜文拍这部片子的时候，每天早上都要去烧香的。
361$1291858$鬼子来了$白驹在空谷$2011-12-10 07:17:44$2$这无望的国度。这样的电影在国内禁播，实在是国际化的尴尬。
362$1291858$鬼子来了$wingrl$2011-04-05 06:11:57$1$这片子，一直到最后翻腾的镜头，我才相信，小五郎砍了曾经不敢动手杀他的马大三的头，一直欢快的节奏与荒诞剧情，在演员表出现前的1分钟骤变。这部片大部分都是黑白的，在反映挂甲台安居乐业的生活时是偏红色的彩色。。挂甲台名字的由来是中国古代有个将军到了此地“挂甲归田”，这句话是这部剧的核心
363$1291858$鬼子来了$maisakura$2011-05-07 21:03:35$0$姜文真是鬼才，集荒诞、自省、黑色幽默于一体，整部戏充斥着各种笑点、自嘲和思考，将中国老百姓的愚昧善良和胆小怕事的人性弱点诠释得淋漓尽致。最后一幕堪称点睛之笔，艺术效果叹为观止。中国最好的描述抗战时期电影，没有之一。中国的黑泽明。
364$1291858$鬼子来了$鬼否-$2011-03-10 19:04:33$0$妈呢个逼的.所以.杀中国人的是日本鬼子.杀中国人的是国民军.死的都是中国人.
365$1291858$鬼子来了$TYPHiNa$2021-10-07 00:27:48$0$这部电影应该看看找个什么时候，广电总局合着全国上映一遍。（挑个国庆档或许是不错的选择 ）应该让各位中国人通过电影，瞅瞅自己内心的懦弱，看看自己日常生活中到底是如何带着面具随波逐流没有自尊和尊严地活着的。而有些时候通过日本文化，我所看到的日本人那种自信心自尊心满满的样子，又是多么的令我愤慨啊！！！（天，难道中国人自身就没有这种内省的潜质吗？！
366$1291858$鬼子来了$IvyTsui$2016-11-04 17:01:22$3$刀起头落，如清风吹过，飘飘然不觉之中，已入仙境。落地之头，必转九圈儿，面朝这王八操的，眨眼三下，嘴角子上翘。
367$1291858$鬼子来了$朝阳区妻夫木聪$2021-09-14 04:01:41$6$终于看了，从哈哈大笑到笑不出来。把中国人的人性给说透了，好一个“血色将至”。从此以后不管我的个人十佳怎么变，这部片一定都是会包含在内的了。
368$1291858$鬼子来了$猪仔叶$2008-07-08 17:05:00$0$之所以加到5星，只因为最后的点睛之处：转9个圈，眨3下眼，笑一笑，再上天。
369$1291858$鬼子来了$山水一程$2017-01-26 23:59:44$2$这么一个有趣的故事，这么一段黑暗的历史，这么一群愚昧的村民，这么一堆残暴的侵略者……有时候我们可能会想那个悲剧的源头的“我”为什么不年三十来拿人，但之后的故事却都是我们自己的决定。人生的路，真的掌握在自己手里。人啊，总是要有脑子才行
370$1291858$鬼子来了$desperado$2013-09-04 14:15:42$0$前脚还在喊大哥大嫂过年好 后脚就举起了刺刀  这部值得说值得想的地方太多了 可惜中国政府不希望我们更深入的思考 它只要我们知道日本人到过的地方一定会杀光抢光就可以了
371$1291858$鬼子来了$香水瓶$2010-12-26 02:08:59$0$这部电影太震了！多少人性的善与恶，挣扎，侥幸，残酷，还有命运的无情，大起大落，大喜大悲，对与错，是与非，没人能说得清。
372$1291858$鬼子来了$小媳妇儿$2010-01-06 22:15:06$0$至今没看完...姜文在调笑中国人。我不生气...我心态平和，因为我们就是这样的人...笑过了，心里酸溜溜的.TNND，老子就窝里横...
373$1291858$鬼子来了$玑衡$2011-01-18 07:23:07$10$惊异如此“政治正确”的片子竟会被禁。
374$1291858$鬼子来了$ZeRo$2007-12-20 23:17:53$0$看的出来姜文为其用心良苦。有个细节让我觉得比“大哥大嫂新年好”还赞，就是那个日寇接电话前表现出来的喜悦和最后握着听筒给那个老头听电话抹脸上口水的样子成了非常鲜明的对比。太有意思了。最后再罗唆三句，姜文演技太好了，那只驴太可爱了，这黑色幽默非常和谐滴幽默了。
375$1291858$鬼子来了$雨滴在心头$2013-09-14 23:03:30$0$荒谬、混乱是影片展现方式。通过中国人、日本人、国民军的看似荒谬的行为展示了各自的特性。国人愚昧，善于置身事外，一直长于免责，随处可见。日本人欺软怕硬、残暴（或许吧），即使战争结束依旧。国民军只在乎自己的统治，维持平稳，便于统治。至于某党，从始至终根本没出现过，这也是史实
376$1291858$鬼子来了$Reminiscent$2010-12-23 16:27:08$5$有生以来最有意义的教育片，这个教育片不是跟你说：“这样做不好，那样做不好，这样做才是对的”而是告诉你：“别人杀了你祖先，是因为你的祖先也是你现在这个模样的。”
377$1291858$鬼子来了$壹次心$2011-05-11 12:42:22$0$"so sad...
觉得自己之前的小情调，那种所谓人文、大同、博爱有些苍白。
人性的恶之花猥琐地铺展开，氤氲着苍凉大地。
唉。"
378$1291858$鬼子来了$西北有高楼$2020-11-14 20:47:51$2$它拍的是作为一个中国人反思历史时担心发生的那种灾难式的隐忧，它的忧患意识是面向未来的。
379$1291858$鬼子来了$Ivan$2007-12-13 05:05:13$0$[BSc] 又是看了开头和结尾 国军领导吴大维
380$1291858$鬼子来了$孔默$2015-08-15 20:23:25$2$"不仅有凶残的鬼子，更有不负责任的
“我”，愚昧的村民，命令日本人屠杀同胞的军官。天皇宣布停战的那天晚上，日军正在屠杀一个村庄。我不知道这是不是历史的真实，但我相信他的确是一种极大的可能性，尤其看到正史极力否定的时候。"
381$1291858$鬼子来了$打左灯向右转$2020-09-07 17:03:21$1$影史绝唱，姜文导演真乃神人也，大陆影片里一部永远无法超越的大山，放在国际上也是名垂影史的一部影片。感谢自己到现在才看，没有早年间懵懂地看完，相比起《南京！南京！》一种概念化的、陳腔滥調的人道主义，陆川导演的价值觀是多么的紊乱，对战争的反思由于其历史及价值观念的混乱而完全不可理喻。同样是立足于反战，同样都着重描写了日本军官，《南京》是刻意的令人尴尬又作呕，完全是冲着国际影展获奖投机取巧拍的。
382$1291858$鬼子来了$轩煜$2010-12-15 14:37:45$0$鬼子来了，美国人来了，国军来了，共产党来了，无言以说。屋大维的一口港台腔笑死了
383$1291858$鬼子来了$彦夕$2007-09-03 17:18:41$0$"牛片 ""大哥大嫂过年好""""一手掐巴死俩拧成麻花刨坑埋了"".其实听到家乡话(近似)蛮亲切的"
384$1291858$鬼子来了$luluya$2010-12-28 19:23:13$0$那个讽刺的high  你个王八操的 我一个掐吧是两个
385$1291858$鬼子来了$杨欢喜Metiche$2017-03-19 15:41:05$3$才华横溢。姜文最近说，电影只是工具，电影语言本身没什么可研究的，你想表达的价值观，你对人类、历史和未来的看法，才是最重要的。“战胜国”将世界格局重新洗牌，你以为你的思想是你自己的，其实都是他们这么多年灌输给你的。想说姜文其实一直没变，还是那个头掉地上眼睛睁着的家伙。
386$1291858$鬼子来了$云中$2010-01-14 23:27:26$8$没啥说的
387$1291858$鬼子来了$Kai$2011-03-24 20:52:46$0$"结局太他妈讽刺了 此乃国军之悲哀也 / 很多时候 不是别人的凶残和强大 而是我们自己的愚昧和自残。（ "" 大哥大嫂过年好 你是我的爷 我是你的儿""  这也太搞了吧)"
388$1291858$鬼子来了$我不是盆栽啊$2011-04-18 22:45:18$1$其实战争就是这样，人民并不想杀人，他们只想吃饱而已。被控制的领导者仿若拜倒在诡谲的宗教下，一遍遍重复着荒谬的信条。不是爱国主义，不是政治，不是民族精神，百姓谁会关心你们的所谓高尚。最后牺牲的总是无关的人，正如战争的反义词并不是和平。之所以四星，是因为觉得太多问题还是点到为止了。
389$1291858$鬼子来了$与碟私奔$2018-02-01 19:05:02$3$从最早的DVD-5雙碟版本，到后来的盒装DVD-9这部电影经常看，做为中国人看看也感觉自卑和丑陋，中国人的劣根性在这部电影里表现无疑看到最后那种压抑也真的是不吐不快……虽然迟了一天，应该7.7再看
390$1291858$鬼子来了$水径浅沫$2011-01-30 00:05:28$0$历史的车轮周而复始，麻木而健忘的中国人总在围观，为了忘却的纪念。
391$1291858$鬼子来了$保卫胡萝卜$2012-12-30 13:00:44$1$这部片子尽量摒除了日本人对中国的残害，而看到的更多是日本军队纪律的严明，日本人人性的高度，花屋的在学中国话的可爱，让我对日本军人根深蒂固的憎恨竟然有了动摇，这也可能就是片子被禁的原因吧。在片子中的最后村民与日本人一起把酒言欢的时候，那种危机的气氛烘托的非常之好……
392$1291858$鬼子来了$我怀念的$2014-04-03 22:51:39$0$多谢HKIFF第一次看到当年在戛纳上映的160分钟版.到今天为止,中国的影视作品对于中日战争的认知与再现仍未超越本片的层次.超不过也罢了,导演们好像是集体商量好了超不过咱就集体往反方向前进似的,下作无知与意淫的程度超越可想象的极限
393$1291858$鬼子来了$LJ$2010-09-30 22:06:21$0$他不光要我们警惕日本人，更要我们警惕自己，警惕自己的天真和侥幸心理以及善于遗忘。
394$1291858$鬼子来了$虎豹小霸王$2021-08-18 17:22:59$0$"愚昧、自私的当地农民，反复无常忘恩负义的日本鬼子，拿着鸡毛当令箭的军官。

农民目光短浅，在敌军欺压下遵循着自以为是的生存之道。对鬼子人性的幻想，给了鬼子虐杀自己的机会。

鬼子人面兽心，像被军国主义洗脑了的野兽。谈笑风生的普通人和残暴杀戮的苟杂冢，原来真的是同一个人在不同时候被触发的两面。

战争结束了。战时的平民，眼睁睁看着全村陷于熊熊火光中无力反抗。鬼子杀人可不讲法。战后侵害已经存在，终于能报仇雪恨了，这时候你给我讲理了。

那段民族伤痛已过去数年，但不代表随着时间的流逝，血淋淋的事实会被时间磨平。再过一百年，一千年，一万年，那段历史仍然是不能忘却的伤痛，侵华罪行并不会随年份增加减少。面对恶人犯过的罪行，谁有资格替我们或浴血奋战或无辜惨死的前人原谅？"
395$1291858$鬼子来了$なっちゃん$2010-10-01 16:23:15$0$"所以说日本人就不是人。真特么的不要脸。当初二战时为什么没有把它灭了呢。
最精彩的地方，最后一个镜头。
我们河北话真好听啊。"
396$1291858$鬼子来了$Instein$2011-03-12 10:35:51$0$"啥也别说了，有被和 谐的理由呀，那让老姜把历史讲得那么真切了
PS: 忽然觉得“一刀刘“似乎用着用意呀，以往你从不失手，但这次你切不断...像是那”广啥...”"
397$1291858$鬼子来了$包袱$2015-01-12 16:57:15$5$明白人說：王八蛋操的，掐吧死俩
398$1291858$鬼子来了$聖寶劍橡葉騎士$2013-11-05 09:55:56$1$迄今为止看过的最出色的描写抗战时期的电影。不管是中日双方的各种人的内心世界都得到了巧妙的刻画。
399$1291858$鬼子来了$橘兮。$2012-02-11 22:26:20$2$五舅姥爷说，你们日本人唱歌都是一起唱，我们都是单的，你要不要来一个单人的节目助助兴。这句台词真心次统计了我。中国人永远无法团结在一起。《鬼子来了》是一部真正的爱国主义电影。
400$1291858$鬼子来了$波澄酒$2010-12-30 15:31:29$1$太太好看了……神作。太他妈的神作！这才叫电影啊！
401$1291858$鬼子来了$听风$2014-05-17 15:19:34$0$仿佛看到了鲁迅的神韵。“大哥大嫂过年好”，笑尿了...香川照之撞柱略假是瑕疵。
402$1291858$鬼子来了$sxlxk$2012-09-03 11:57:27$0$鬼子毕竟还是鬼子，就像畜生毕竟是畜生一样，是不会有人性的。雷锋同志说的好：对敌人要像严冬一样寒冷，特别是对待日本鬼子，以前是这样，现在也是这样，永远一样。
403$1291858$鬼子来了$R8$2014-04-27 16:52:35$0$我一直想看故事是怎么结局的，每次都觉得这就是结局了，然而百转千回，又合情合理。
404$1291858$鬼子来了$苏城$2009-09-08 22:49:24$0$姜文太有才啦！中国再多几个姜文，指不定中国电影就有救啦！100805
405$1291858$鬼子来了$Left2$2011-11-02 14:04:40$0$很多时候，不是别人的凶残和强大，而是我们自己的愚昧和自残
406$1291858$鬼子来了$言希$2017-07-08 15:38:19$4$"昨晚意料之外的为了不忘的纪念#七七事变80周年# 

“大哥大嫂过年好”
“你是我的爷，我是你的儿”

总结：1.对敌人的慈软，就是对自己的残忍 2.最终只有疯子太爷真的实现“一手一个掐巴死俩” 3.软硬兼施之下的绥靖的必然结局 

姜文神了⋯⋯实在是太扎心了这片子 😭😭😭"
407$1291858$鬼子来了$lane$2007-12-07 02:34:03$1$他教我们残酷，他教我们反抗，他教我们看清别人，他教我们认识自我
408$1291858$鬼子来了$恃南林以司$2017-07-03 01:27:51$4$电影的所有方面都是最好的。给自己打一星，看的时候真的在同情日本人，真的在联欢会上吃喝唱跳，最后被一刀砍落的，也是我…
409$1291858$鬼子来了$草垛儿$2017-05-19 11:48:05$3$中国人至今没想明白要什么，除了吃饱穿暖还没想过更高级的东西，稍微明白点的翻译官和马大三都被打死了。比起日本人的残忍，中国人的伪善更可怕。感觉有黑泽明加昆玎的味道
410$1291858$鬼子来了$阿GUN$2011-02-11 20:57:41$0$大哥大嫂新年好 你是我的爷 我是你的儿！ 太太太太太精彩太震撼太牛逼太了不起了！
411$1291858$鬼子来了$O$2012-06-11 09:05:00$0$一切抗日影片在其面前皆是尘埃。最后的结局一拳把我蒙翻在地爬都爬不起来。
412$1291858$鬼子来了$熊猫的神仙鱼$2011-12-11 22:35:38$0$小女子才疏学浅不敢妄加评论，唯有对姜文的才华佩服到五体投地的份儿。
413$1291858$鬼子来了$铁皮骑士$2007-03-09 12:46:42$0$想起了辛德勒名单的色调，讲得有理，禁得糟糕
414$1291858$鬼子来了$sunny$2012-08-07 15:51:32$1$听到要送人回去就猜到结果了。。。悲凉啊，由于仁慈没杀两人，结果导致全村遇害，自己如何苟活。。。
415$1291858$鬼子来了$铎奇$2011-09-30 08:40:11$3$“我觉得通过拍一部电影过嘴瘾是容易的,而且往往能很急功近利地讨点好,但是事情过去之后既不起作用又不能使观众真正进行思考. ”也只有中国人才做得出这种匪夷所思的事情吧，不信你看南京南京，这么多年了，陆川还在日本人的角度帮助中国人民理解为什么日本人必须要屠杀中国人。
416$1291858$鬼子来了$viva$2018-01-29 17:09:05$3$姜文太厉害了。这片子神了。黑色幽默玩到淋漓尽致。讽刺的是这片子拿了戛纳评委会大奖，国内禁止上映。真正中国人拍的好片子，中国人看不了，外国人给颁奖，你说幽默不幽默！还有贾樟柯娄烨片子的资方也经常是法国公司。鬼子来了。
417$1291858$鬼子来了$Patrick峰峰$2014-03-08 23:48:55$0$原来一直对姜文抱有偏见，但现在才发现他最好的片子都是被禁的了。《芙蓉镇》和《鬼子来了》，一讲文化运动一讲抗日。“大哥大嫂过年好”那里太逗了。顾长卫的摄影真的很不错
418$1291858$鬼子来了$未来有限事务所$2011-04-05 20:57:41$0$再也不要看刻画中国农民的电影了，拍得差看了起一身鸡皮疙瘩，拍的好看完一肚子火。
419$1291858$鬼子来了$momoko酱$2010-12-09 17:01:52$0$畅快淋漓的爆笑和畅快淋漓的悲凉，姜文的电影永远是个人色彩和个人情感的代入。香川照之不容易，居然演了这部电影。
420$1291858$鬼子来了$pepper 安$2019-05-16 10:53:39$0$抗日战争即将结束前，河北挂甲台村。因为看之前就知道结局，所以看到村民的迂腐的善良时就感到很难过，因为是带着喜感的黑色幽默，所以观感并不觉得累，只是内心沉重，真的不知道为什么结局非要发展到这个地步，双方并没有损失，为何最终依然是大肆的屠戮，真的是应了《菊与刀》对民族深层次的推演么
421$1291858$鬼子来了$猫儿腻$2013-05-19 10:52:27$1$鹦鹉史航: 想想大陆有过「鬼子来了」，我放心地翻个身，补觉去了。又想起这电影至今还不许公映，这等于没有，我又清醒的坐了起来。
422$1291858$鬼子来了$佟小里$2010-05-28 12:01:40$0$那年看这电影我是笑爆了肚皮的，但是我知道那时的自己没有真的看懂，一头栽到情节里出不来了。
423$1291858$鬼子来了$夜空飞行的银鱼$2014-04-15 00:34:40$0$前半部看着还欢乐，被侵的农民状态实在写实。换粮就提心吊胆等着屠杀，真杀了不忍看，结局太反讽。姜文的戏话剧感比较重，但中国独一份他这样的导演。
424$1291858$鬼子来了$Chain$2011-01-16 21:11:39$2$一部能让人深入思考，反思的电影，以戏谑，黑色的表现力度重重地在国人脸上扇上几个响亮的耳光。点这个可以反观日本人对该电影的感想→http://booklog.jp/asin/B00006RTUV
425$1291858$鬼子来了$Anderson$2013-08-04 12:54:04$0$开片就觉得这女的真好看，眼睛真美，还有那俏的劲儿，灰头土脸和农村打扮也压不下来。据说姜文要求严格到连内裤都要符合形象，大多时候我没看到就不说了。倒是看到那些幕后人员，用某地方的话说，个个都是大拿，所以对此片的要求也很高，但好看。大三的头似乎只在地上滚了六圈，不是九圈
426$1291858$鬼子来了$膏膏$2010-12-30 01:36:53$0$叙事结构非常完整，三个情节点的分配很完美，持续快节奏地把故事推向高潮。全剧最具张力的人物是身体最残缺最年迈却最有反抗意识的老六。人如果愚昧，只会永远活在没有尊严的生活中。
427$1291858$鬼子来了$赵爷$2010-12-19 17:01:57$1$一个人宁愿自杀也不做做俘虏，到后来贪生怕死。说明文化对人类心理活动的超补偿在脱离原有环境后会出现逐渐的减弱，人可以回归回归本性。
428$1291858$鬼子来了$生活万岁F小二$2010-06-13 23:45:18$0$电影与斗牛有几分类似～同样的题材和同样的黑色幽默～但是结尾处却高明许多～
429$1291858$鬼子来了$达令$2011-11-05 22:19:54$0$“大哥大嫂过年好，你是我的爷，我是你的儿。”不是我不够认真，实在是日文没有字幕。
430$1291858$鬼子来了$重慶大俠$2019-12-15 23:03:11$3$最后一段吴大维发表的演讲内容莫名其妙，让日本人来执行死刑的安排也是莫名其妙。这逻辑之荒诞真是狗屁不通。
