$movie_id$movie_title$comment_user$comment_time$comment_vote$comment_text
0$35312437$奇迹·笨小孩$25%$2022-02-01 16:10:01$17927$过程才是现实，结尾只是理想。
403$35312437$奇迹·笨小孩$林雨相_$2022-02-01 17:08:20$854$"    爱和勇气果然是很可贵的品质。这部电影再一次印证这句话。对亲人的爱、对朋友的爱，敢于尝试的勇气、对抗生活的勇气。拥有这些品质的人，会得到上天眷顾的。
    结局是喜闻乐见的齐欢笑，但是觉得那个啥发布会有点愣愣的呢。
    易烊千玺不简单。这次是小土狗哥哥，狠咬牙不放弃的精神是土狗天生的吗？！
    章宇你可牛逼了！！！一共就那几句词，居然能把握广东口音普通话来讲！一个小配角中的小配角，你能做得浑然天成。
    新的一年，也希望自己能有勇气面对困难。以此电影激励自己。"
404$35312437$奇迹·笨小孩$LosFake$2022-02-05 12:47:35$42$结局的理想化减弱了过程的艰辛，除了结局，整部影片很写实很细节，有点强行煽情（逼我流泪），不知道为什么，看电影时候总有种很刻意的感觉。背景音乐都还挺好听的。
405$35312437$奇迹·笨小孩$麦克法兰$2022-02-02 15:50:06$137$笑中带泪，泪中带笑，文导+千玺和一众演员发挥的都很棒，缺点可能mv剪辑有点多，但瑕不掩瑜，感恩。
406$35312437$奇迹·笨小孩$白三岁$2022-05-19 22:29:37$10$"真敢拍
顶层连一点定金都不肯给，底层就得赌上全部身家拼死拼活。坐在车里diss男主说你就是好高骛远的打工仔的精英人士，就是tmd何不食肉糜。"
407$35312437$奇迹·笨小孩$阿尔法$2022-04-20 00:00:28$3$从底层文化属性，淋漓尽致的展示了中国梦和美国梦的区别
408$35312437$奇迹·笨小孩$先森$2022-04-16 20:53:21$5$励志故事，少了点感动。
409$35312437$奇迹·笨小孩$【已注銷】$2022-02-06 16:30:57$13$"妹妹真的好可爱啊

但这电影真的就是一个《奇迹》，毕竟现实中哪来那么多好人呢，而且这也绝不是一个普通人的奋斗史。"
410$35312437$奇迹·笨小孩$peterpan$2022-04-27 12:55:18$1$看得太难过了，就没有领个低保啥的吗……当然也钦佩主角的毅力，也明白不得已而为之的感受
411$35312437$奇迹·笨小孩$蒜 | BOY A✎$2022-02-21 21:53:46$1$一部致敬时代的“劳动者之歌”，感觉是《药神》原班人马回炉打造的第二部，整个叙事风格故事脉络都差不多。第一部救命，第二部赌命，两者都有张力十足的戏剧高潮，连主角人设都高度相似，四字弟弟的演技再次惊艳全场。小人物的奋斗和大时代的发展，互相融合在一起，让意义更加丰富。
412$35312437$奇迹·笨小孩$初恋是双鱼$2022-02-01 15:04:01$781$好景常在！
413$35312437$奇迹·笨小孩$俎瑞彩$2022-05-30 14:37:46$3$好看。深圳宣传片，鼓励拼搏创业。优秀的商业电影，就是中间婚礼那段太长了有点泄劲了。其他的都挺好的。
414$35312437$奇迹·笨小孩$1900$2022-02-03 10:25:14$63$文牧野➕易烊千玺➕田雨。《我不是药神》《送你一朵小红花》《夏洛特烦恼》！
415$35312437$奇迹·笨小孩$黑骨精$2022-04-16 22:56:20$0$咋说呢，怎么看都带着前作的样子。
416$35312437$奇迹·笨小孩$影君子$2022-04-21 10:22:31$7$如果主旋律是这样的 完全没问题啊  四字弟弟的演技可以  故事有曲折 故事的叙事风格很中国
417$35312437$奇迹·笨小孩$包头市不包头$2022-02-01 13:32:02$111$三星半。相依为命真是又孤独又温暖的一个词，人担着责任，负重前行，可真累啊。影片非常用力地讲了一个艰难创业的故事，夹杂了很多元素，但是煽情太多。可是又一想，生活太苦了，煽点儿情掩盖下那背后的残酷，似乎也好过点儿了。
418$35312437$奇迹·笨小孩$大辞$2022-02-02 09:58:30$40$看不了这种努力上进温暖团结的路线
419$35312437$奇迹·笨小孩$Like_Y$2022-02-01 10:11:52$442$真的很好看的一部影片！全程无尿点！有泪也有笑！有苦有甜！就是我们身边很多人的模样似的，被搬上了大荧幕！每个人的演技都在线！
420$35312437$奇迹·笨小孩$不高兴的鱼$2022-02-01 10:07:55$1356$努力总会发生奇迹的！奇迹就是属于奋力发光的每一个人！
421$35312437$奇迹·笨小孩$争气朋克$2022-04-16 13:31:19$8$"如果结尾不那么煽情就更好了
前面真的挺棒的"
422$35312437$奇迹·笨小孩$DJ$2022-06-04 14:11:37$5$确实适合年初振作的时候看…四字弟弟越来越好了！
423$35312437$奇迹·笨小孩$momo$2022-07-11 19:13:59$9$虽然知道是个主旋律片，但还是常为主角揪心。而且我们心里都知道，现实中主角如果一直保持这样正直和朴实，几乎不可能有出头之日。
424$35312437$奇迹·笨小孩$胡说$2022-02-06 21:35:08$11$和《我不是药神》一个配方！
425$35312437$奇迹·笨小孩$郭芙蓉$2022-04-26 18:46:34$50$2022年居然拍这种电影😅
426$35312437$奇迹·笨小孩$胆大车间$2022-04-16 16:06:41$1$现实主义救了文牧野
427$35312437$奇迹·笨小孩$红皇后$2022-04-21 15:19:34$0$就是那种你很难评价的片子，就不说啥了吧。
428$35312437$奇迹·笨小孩$踢迩达$2022-03-05 13:38:33$5$把现实主义题材处理得喜剧化某种程度上就是不太尊重其主题。
429$35312437$奇迹·笨小孩$上秋-十五$2022-04-21 23:46:45$30$说实话这部电影我没看下去 看了一半就关了 也能猜的到最后的结局 现实中的打工人终究还是卑微的打工人 这种有毒鸡血给别人打吧
430$35312437$奇迹·笨小孩$饮歌$2022-03-22 09:16:31$2$我不喜欢鸡汤，我也不相信奇迹。但是，跟景浩比起来，自己生活里的那点委屈，全都只是擦伤。
431$35312437$奇迹·笨小孩$臻圣$2022-04-21 00:01:04$14$勉强给个及格分。拍出《药神》的文牧野也让我失望了。很难共情，故事桥段和矛盾冲突设计的痕迹太明显了。太多“道德绑架”，太多“狗血鸡汤”，看开头猜到结尾系列，灵性还不如同题材的《一点就到家》。
432$35312437$奇迹·笨小孩$一捆蒜苔$2022-02-05 10:01:10$59$每次看完四字的电影，易烊千玺都变成千玺了，这孩子演技太好，很难不让人喜欢。
433$35312437$奇迹·笨小孩$江来$2022-03-12 00:09:37$4$这小孩真可以
434$35312437$奇迹·笨小孩$吃一口耀耀$2022-02-04 02:41:54$18$感觉也挑不出太大的毛病，甚至打工人的写照还挺真实的。但是好像没有特别想推荐别人去看的欲望。
435$35312437$奇迹·笨小孩$第27章$2022-04-17 17:52:33$3$主旋律正能量电影，讲述深圳青年创业的故事。
436$35312437$奇迹·笨小孩$杜，小贱$2022-04-17 19:11:36$22$那些默默无闻的底层人民，组成了这个繁华盛世的人间烟火
437$35312437$奇迹·笨小孩$芒果家的咪咪$2022-02-11 13:56:04$22$咱就是说这是春节档最佳，没有之一，每一个镜头，每一拍节奏都舒服到位！
438$35312437$奇迹·笨小孩$颜落寒$2022-04-14 23:11:30$0$奇迹只存在于中宣部的电影里，而不是现实生活中。
439$35312437$奇迹·笨小孩$红糖馒头$2022-02-01 10:11:14$464$热血创奇迹！
440$35312437$奇迹·笨小孩$墙头众多$2022-02-02 14:44:06$180$非常好，朋友给的免费票看的，没想到这么好。男主身上除了创业需要的坚韧不拔乃至“不要脸”的品质，还有混社会和三教九流打交道的小人物感，很现实，这点丰满了角色。最后危难时刻没放弃的元老员工成了合伙人，甚至最后实现了各自的成功，很不现实，也很画龙点睛，在此点名表扬女员工成立的打工人保护协会！😈
441$35312437$奇迹·笨小孩$路小曼暖小团$2022-02-05 12:45:22$55$一位靠当蜘蛛人擦玻璃挣钱给员工发工资的厂长的故事。像有些友友们评价的，确实有些段落设计感明显，刻意冲突了，但是我真的从头哭到尾，我只知道我真的感动了，手指骨骨折的画面一度心碎到不敢继续看下去，磨难专挑苦命人。愿好景常在。
442$35312437$奇迹·笨小孩$漫漫云端$2022-04-16 14:02:21$0$"我本来以为这部电影主打亲情
看完才发现这更像是个创业励志电影
最大的感触是机会永远是留给有准备的人
当翻机卖不出去的时候
景浩马上想到了另外的商机
当大老板说一个月后再来见我
大部分人可能就会干等一个月
可是景浩抓住了在动车上的推销时机
最后获得了一个成功的机会
虽然过程很艰辛 但是结果很甘甜
努力是真的会有好结果
当然天赋这个东西还是要有点的"
443$35312437$奇迹·笨小孩$闪电杰克$2022-06-19 17:06:22$7$喜欢这部远超药神，情真意切，好人命苦。结尾稍逊，整体四星鼓励。
444$35312437$奇迹·笨小孩$丁卯$2022-05-18 23:20:33$1$从剧本、表演、剪辑都是佳作，只是偏离了现实，观看时非常共情但看完又没那么令人信服
445$35312437$奇迹·笨小孩$小花在努力了$2022-02-05 19:35:56$55$易烊千玺从电动车上滚下来的时候，我妈在旁边嗷一嗓子。。出了影院还瘪着嘴跟我说，我还想哭……
446$35312437$奇迹·笨小孩$T.S.W$2022-05-05 06:17:35$0$这是纪念一个时代么 奇迹还能继续么
447$35312437$奇迹·笨小孩$Brain$2022-04-16 15:46:33$44$今年看过最烂的电影
448$35312437$奇迹·笨小孩$唐小万$2022-02-08 17:22:55$4$“不是成功而是幸福”。喜欢兄妹线，以及养流浪狗的拳击手。细想剧本的走向还是经得起推敲的。
449$35312437$奇迹·笨小孩$吉卜赛人$2022-05-14 23:20:01$0$这两年看过很多叙事大师的电影，这种现实主义的电影最好还是平静叙事的比较好，不要太刻意制造剧情冲突，太出戏了，也不要一会哭一会笑的，太刻意了，应该一路“现实”到底，努力而没有结果，那种最后飞黄腾达太假啦，换你，你信吗？简直就是意淫，悲剧收场才是人生的真相。
450$35312437$奇迹·笨小孩$磚家$2022-05-09 22:25:16$0$做实业这么难
451$35312437$奇迹·笨小孩$许唐果$2022-04-28 00:12:00$2$"太工整了，每次难关都看似绝望，实则轻易跨过。打架那段热血，赶火车和追货车是紧张和悲伤倍增，最快乐又辛酸是婚礼上喝醉的景浩。

难以想象易烊千玺的大银幕形象如此多变，他看着还是个孩子呢，却能演出如父一般的男人样子。对待妹妹和朋友们都非常成熟可靠，最辛酸的是他在婚礼上喝醉后像个中年人又像个少年人，想回去读完大学，太虐了啊。

有一点在意，易烊千玺的台词，是为了表现他因穷困的瘦弱无力吗，有些地方听着太小声没有力量感。不过他声音真的好苏啊，哄妹妹的时候我都在想他可能过两年就能演单亲爸爸了哈哈哈。"
452$35312437$奇迹·笨小孩$超级皮的陈皮$2022-04-06 11:20:55$6$不得不说，四字的演技真的愈发成熟了，过程我觉得很棒，剧情也有跌宕起伏，有欢笑有泪水也有拼搏，最后结局太过于happy ending了也可以理解，春节档电影嘛，但是说实话，拍到电梯那段大家释放内心压力就可以结束了，后面的演讲完全多余，搞得好像每一个人物都是有现实人物对应的…
453$35312437$奇迹·笨小孩$Leroy$2022-04-28 16:23:55$2$太惨了，惨到结局就像一个摸不到幻境。
454$35312437$奇迹·笨小孩$米粥$2022-02-04 13:36:58$54$又赚我眼泪。。。虽然剧情都可以预料，但是小朋友演得真不错~前半段看的我着急，真想爬进电影里面去帮帮他
455$35312437$奇迹·笨小孩$青豆$2022-04-16 17:11:20$15$支线太多，硬拼硬凑，强行点题
456$35312437$奇迹·笨小孩$木偶$2022-04-18 08:26:33$1$纵然前半段现实，后半段理想，但小人物的奋斗光芒永远最光彩夺目
457$35312437$奇迹·笨小孩$基瑞尔$2022-05-05 14:51:40$2$不被看好的人缺渐渐逆袭，这个式样的故事能量永远不生厌；但因为所有角色的情绪流露和行为都不讲求各种隐藏，而是尽可能地大鸣大放（齐溪、黄尧都被带疯了= =），所以感觉更像一个老旧的日式励志番（抑或“热血暴漫”），会稍稍有些不适应。尤其考虑到文牧野和一干演员的选择，能够行进到更为严肃、“正常”的方向自然会是更好更令人期待的结果，实现的也可以远远不止于此。当然，这不妨碍它本身是个不错的故事，选择深圳也同样贴合；有一些好的材料，但没能做到更恰到好处的加工。
458$35312437$奇迹·笨小孩$一小片$2022-02-16 09:58:31$1$有点平庸，无功无过，迎合市场
459$35312437$奇迹·笨小孩$武井咲$2022-02-02 18:07:52$187$喜欢，是一部充满了烟火气息的电影。平凡尘埃里的小人物，只要敢拼，也能创造自己的奇迹。
460$35312437$奇迹·笨小孩$Mona Lishark$2022-05-21 18:15:43$3$我现在想，假如大年初一那天我去看的是这个电影而不是《四海》，我有没有可能会有一个截然不同（更幸福的）大半年呢？
461$35312437$奇迹·笨小孩$yyylmmm$2022-04-16 20:48:33$13$很好很流畅，但是现在看这种结尾越发让人觉得胆怯了，不知道是我变了，还是世界变了，还是世界其实一直没变过
462$35312437$奇迹·笨小孩$弓谷所長$2022-04-19 00:43:32$0$相信奇迹吧，但谁能那么有毅力坚持呢？小女孩真的是全片的亮点。
463$35312437$奇迹·笨小孩$掉线$2022-02-01 13:21:38$30$【B-】最大的问题是阻抗力量不足，作为创业电影，主角始终没有遇到真正的难关，也就没有有效的对抗，没有有效的对抗，也就没有够力的情感。因为了解一些审查情况，只能说，文牧野尽力了。
464$35312437$奇迹·笨小孩$傲仕天下$2022-05-09 01:23:06$3$中国梦
465$35312437$奇迹·笨小孩$喵喵$2022-02-01 23:59:07$94$打四星是因为这景浩跟我爸年轻时的经历挺像 这电影很真实 
466$35312437$奇迹·笨小孩$Bejdlxl$2022-02-05 11:07:44$56$文牧野，重新定义了中国电影的现实主义。
467$35312437$奇迹·笨小孩$周一就酱$2022-02-05 12:41:05$9$这个叙述流程确实是跟药神有相似的，因某件事更加团结，一路受挫，除了车斗戏有些离谱外，其他倒都是能接受且爱看的，剧情连贯几乎没有茶歇空间，很大的问题是妹妹状态太好了，完全不像病人，说是雨天会咳嗽，实际上台风天都不带咳嗽的。以前因为易烊千玺主演就不去看这种偏见确实是不对的，还是仅把他当作新人演员比较好
468$35312437$奇迹·笨小孩$清源$2022-02-14 07:44:35$10$热爱看一些小人物电影
469$35312437$奇迹·笨小孩$心想事成的小居$2022-02-14 21:31:04$33$众生皆苦。如果不是为了活下去，为了妹妹，又哪里来的这种努力呢？坚强不分年纪
470$35312437$奇迹·笨小孩$Pukii$2022-05-02 17:37:10$13$拍得不错，演得更好。真实得血肉模糊的。。。
471$35312437$奇迹·笨小孩$更深的白色$2022-04-29 21:04:35$3$作为一种长期缺失的类型片，第二口西瓜肯定没那么甜了，其实优缺点和药神大差不差，比如正面小人物的接地气和反面精英的脸谱化。这部观感差一些还是题材的问题，虽然都有某种程度的主旋律媾和，但结合现实药神是拨乱反正，自然有张力；奇迹是奋斗之城，全是顺着来的，主创就没有能力搞出一个不生硬收尾的剧本了。有点可惜，深圳有中国城市里独一份儿的气质，该有个更深刻迷人的银幕展现。
472$35312437$奇迹·笨小孩$娱乐圈梗姐$2022-05-15 10:22:32$0$千玺的演技很不错！国产剧中的底层人物塑造已经很成熟了，尤其是这种关于创业的电影也是目前国家大力宣传的。但是我看到这部电影的第一感觉就是，知识和创业都可以改变命运，但还是学习简单点。
473$35312437$奇迹·笨小孩$岁月无痕$2022-04-19 01:15:22$0$前半段叙事非常强，后半段又过渡煽情，看完反而有些显假。
474$35312437$奇迹·笨小孩$Vansiny$2022-04-17 19:18:16$2$奇迹是奇迹，但要当真，可能真就是小笨娃了……
475$35312437$奇迹·笨小孩$烏龍3.3茶仔$2022-05-12 00:20:17$3$困難總比辦法多。全片最打動我的是：景浩交不出厂租和房租和工人工資，和甲方拿投資也失敗，差兩周交不了貨，一個人默默坐在雨中，和廠工們歎氣說他想不出辦法了。同事們說多大點事，工資晚點出，一個個分攤了活。曾經只是金錢利益聯繫在一起的職工成為了合夥人。拖著群眾的力量繼續走下去。有種八十年代HK只要肯拼搏，人人都能闖出一片天的感覺了。
476$35312437$奇迹·笨小孩$乐拟$2022-02-04 14:12:54$18$就一碗老配方鸡汤，过年喝喝也不错，也没被强灌的感觉，所以ok的。
477$35312437$奇迹·笨小孩$Micommico$2022-02-08 10:33:40$5$有一个评论说得很认同，这种影片就像一份要完成的作业，特别是最后那种点明每个人结局的结尾。我觉得值得肯定的一点是，大家都知道是“奇迹”，结尾肯定是合家欢喜的，但中间依旧经历了各种变故各种劫难，没有轻描淡写带过。不过帮助主角成功的buff还是开得有点过于顺利过于巧合了。
478$35312437$奇迹·笨小孩$幺幺贰捌$2022-02-01 10:26:35$528$不愧是演员易烊千玺，演技台词剧情都非常完美，非常好看！很适合春节观看，青年演员易烊千玺加上青年导演文牧野，强强联合！
479$35312437$奇迹·笨小孩$羽夜祭$2022-04-20 00:05:42$0$故事编得还不错，结尾可以截掉。当同事说这是深圳宣传片时，我说当前上海疫情才是深圳宣传片。【疫情期间驻校观影活动之二】
480$35312437$奇迹·笨小孩$嘟呜噜$2022-04-18 03:04:07$0$好美的空镜，只要努力，没什么不可能
481$35312437$奇迹·笨小孩$面若银盆胡宝钗$2022-02-01 13:31:57$204$有套路是献礼没错啦，但完成度很高，拍的也很动人。喜宝又自然了一些，太温柔了😭😭😭，很值得一看
482$35312437$奇迹·笨小孩$凌风$2022-03-30 02:40:07$31$悬浮，哪里有这种学历不高的混混却还能死心塌地不求回报的员工请给我介绍
483$35312437$奇迹·笨小孩$徐旷来$2022-02-11 13:58:04$3$文牧野导演👍
484$35312437$奇迹·笨小孩$元元$2022-04-15 17:56:03$68$这才叫电影
485$35312437$奇迹·笨小孩$花样年华$2022-03-03 22:41:28$0$工整的励志电影，全员演技在线，结局也看得很欢乐，奈何我已经不能真的为之激动了。
486$35312437$奇迹·笨小孩$Sissi$2022-05-19 23:29:32$4$四字好适合演这种有一股劲的小人物，好看但不过度好看的脸也让角色很贴合～故事很热血，虽然和我记忆中的深圳有差距…但这不重要么不是…
487$35312437$奇迹·笨小孩$优质男友王俊凯$2022-02-02 19:34:05$64$二十岁的景浩独自带着年幼的妹妹来到深圳生活，兄妹俩生活温馨却拮据。机缘巧合之下，景浩得到了一个机会，本以为美好生活即将来临，却不料遭遇重创。凭借着愚公移山般的坚持不懈，景浩顽强奋斗，最终获得成功。
488$35312437$奇迹·笨小孩$River$2022-03-01 13:23:52$0$前面都很好 最后真的当上CEO了有点出戏
489$35312437$奇迹·笨小孩$凡凡$2022-02-01 10:14:27$576$呜呜呜呜呜呜笨小孩也能创造奇迹，电影拍的特别好，刚看完就来写评价了，整个片子都显出了小人物的喜怒哀乐，又有点心酸
490$35312437$奇迹·笨小孩$醉里是春天$2022-02-01 14:51:01$794$属于那种一看到开头就知道结尾的爽片，但这绝对是近两年最喜欢的电影了。套路化的剧情因为暖人的底色而格外打动人心，相比于名校的精英对利益的考量，底层工人爷爷的粗糙而内敛的真情才能在柴米油盐的生活中恒久留存，创造奇迹
491$35312437$奇迹·笨小孩$_九九_$2022-02-06 10:52:57$17$起伏一直没有让观众休息片刻，文牧野很懂商业电影所需的要素，说故事不会乏味。很温情和感动，节奏得当。唯独我觉得还是略模式化，太了解观众戳人之外，更多独特的东西没有看到。相比战争片，感觉四字更适合演这种类型，严肃苦情可以演，四字要突破的时候可以试试喜剧，感觉有潜力的，只是喜剧太容易洗脑。小女孩很打动人。群像温暖。
492$35312437$奇迹·笨小孩$老泰瑞$2022-02-21 16:21:45$0$献给深圳劳动者的影片。异乡人们血泪打拼背后的团结与热情，饱满真挚。两个小时可能短了，如果把情节抻开一点看，就没有传言中的理想主义了，导演在分镜、情绪把控都完全复制《我不是药神》，这与其说他的风格，不如说是他江郎才尽。
493$35312437$奇迹·笨小孩$小彭友$2022-02-06 19:32:44$15$虽然我们都是大世界的蝼蚁，但也有逐梦的勇气。
494$35312437$奇迹·笨小孩$小黎今天吃什么$2022-06-12 19:59:01$63$灵啊，太灵了易烊千玺 看完真的缓解了我一天的坏心情 不顺心的事真的太多了 祝大家都好景常在
495$35312437$奇迹·笨小孩$数羊$2022-02-11 11:07:58$12$梅林路小学改造需保留传达室hhhhh
496$35312437$奇迹·笨小孩$土卫六$2022-02-07 15:19:19$6$这世上哪有什么奇迹，如果非要说有奇迹，不过是努力挣扎再碰上偶然的运气罢了！
497$35312437$奇迹·笨小孩$宇宙浪子$2022-07-03 11:39:43$3$不完全算它的问题 是我已经很难欣然接受励志故事了
498$35312437$奇迹·笨小孩$解惑大师$2022-04-30 18:59:55$30$跟药神是没法比的，做工挺粗糙，镜头语言也没有那么好，头一次感觉一部电影的配乐莫名其妙，但也没有到了看不下去的地步，个人感觉七分最多
499$35312437$奇迹·笨小孩$雕刻时光$2022-04-15 22:27:33$0$一部优秀的学生作业
500$35312437$奇迹·笨小孩$Ceth$2022-04-15 17:38:41$26$这片子贵在“真诚、自然”，还有导演说故事的方式“不卖弄”！
501$35312437$奇迹·笨小孩$kido🖖🏻$2022-05-06 20:09:03$0$易烊千玺真棒啊，我知道他很有钱过得也很好，但我也真的相信电影里的他是真的又穷又惨。知道最后一定是个好结局，但看到结尾还是感动了一把。
502$35312437$奇迹·笨小孩$光与影$2022-06-06 07:57:17$0$不能称之为电影
503$35312437$奇迹·笨小孩$祝祝先生$2022-04-16 11:59:30$18$婚礼戏和片尾的海阔天空真好
504$35312437$奇迹·笨小孩$卷毛和尚$2022-05-08 23:05:56$1$都说电影来源于生活高于生活，你这高太多了，我也入不了戏呀
505$35312437$奇迹·笨小孩$Ander.$2022-02-04 23:19:25$27$"相较于上一部作品作品来讲中规中矩，与《药神》相似的叙事套路，但是各部分之间的衔接和逻辑照《药神》差的很远，每一场景的部分单独拿出来讲，视听、调度方面都没有问题，但是整体的剧作结构并不流畅，有些地方甚至非常割裂，像是几段情节的单纯拼凑，全靠易烊千玺的表演撑住了一口气，如果换一个男主整个片子甚至都要垮了。大量的特写、情绪镜头，环境的塑造想要把整个深圳压在易烊千玺的头上，可冷漠的现实和人情味之间的关系也没处理好，显得刻意拔高和煽情。不过这都是和文牧野之前的发挥纵向比较，相较于当下的其他国产商业片也已经非常优秀了。另外这个片名.....能不能别这么敷衍啊！好好起一个像药神那样的好名字呀！
作为00后易烊千玺真的是前途无量啊！年轻一代除了他没有谁能单独撑起一部大制作的优秀电影了
（表白追风少年）"
506$35312437$奇迹·笨小孩$夏小眯$2022-04-21 04:36:07$0$还行吧，鸡汤鸡血洒一脸。可能是我格局小，对深圳这种城市喜欢不起来。
507$35312437$奇迹·笨小孩$路可可$2022-05-06 16:07:20$0$抛开剧本不谈 表演说两点 田雨让我老感觉中段会大反转背叛；看完王宁表演后感觉他离开开心麻花真的合情合理
508$35312437$奇迹·笨小孩$66号公路灰狗$2022-04-26 18:56:18$0$一般吧，感觉就是把主角能有多惨就往多惨里造，然后还可以克服困难，按时交货，合格达标，从此成为成功人士，圆满大结局，这才是让我不满的地方，同样的套路，同样的结局，有些打鸡血的成份，有多少人是埋葬在这个过程中，付出了努力没有回报，从此一蹶不振的，告诉我们相信奇迹，没告诉我们认清现实
509$35312437$奇迹·笨小孩$楚翰彻$2022-04-27 22:20:35$0$在一个近似拿来主义的语境中，文牧野操作类型规则的经验更加得心应手。尽管过早用尽了机械的激励事件，只能靠越发聒噪的配乐点明情绪点，但有几个段落依旧看得出用心之处，况且情感上一个苦尽甘来的故事终归是讨喜的。PS：不知道为什么又想起了肯迈尔斯的最终试驾，some time it happens？
510$35312437$奇迹·笨小孩$叮当没有猫$2022-02-06 10:53:00$11$易烊千玺演技不错，剧情很奇怪。和她一起看的。
511$35312437$奇迹·笨小孩$Singin'in rain$2022-04-20 16:13:29$0$四字演的真不错，文牧野也不容易了，把命题作文拍成这样，还留下了几处蝼蚁的意象，也尽可能用现实主义视角，及格了。
512$35312437$奇迹·笨小孩$小王$2022-05-19 18:36:35$1$深圳。
513$35312437$奇迹·笨小孩$love all over$2022-03-10 18:59:46$0$如张沛超老师所言，重建修复式原生家庭的最佳演绎，勇敢地走出去，链接和修复自己内在的原生家庭
514$35312437$奇迹·笨小孩$KEN -算命的$2022-04-09 13:03:06$4$想找个地方讨论的
515$35312437$奇迹·笨小孩$惘然$2022-02-02 17:04:06$2$"事实证明，认真用心地拍一个人，一个职业，一件事，就能拍得好看。
除了前面有些煽情过多，整体情节和节奏都还不错。最后的奇迹也不是靠拯救或者天降，而是仍要靠技术和努力完工。
文牧野上次拍病人的苦，这次拍病人家属的苦。反正普通民众就是苦，不遇上点事还好，真遇上事了苦不堪言，且众生皆苦，无力帮扶。能帮扶你的人也只会压榨你。你还不能松懈，一松懈就是沉沦……你就从无力帮助对象变成不值得帮助对象了。"
516$35312437$奇迹·笨小孩$Marcela$2022-02-21 04:30:44$1$被名字耽误的片
517$35312437$奇迹·笨小孩$wangzhy$2022-04-21 03:49:20$0$问题当然是剧本的 头重脚轻献礼过审等等 具体的困难也设置得弱化了 再有模糊一些基础层面的问题 情绪上还保持得不错 技术上也能看到什么叫做使用而非炫技
518$35312437$奇迹·笨小孩$喜欢喝茶$2022-02-01 14:51:39$1262$精湛，准确，真诚！
519$35312437$奇迹·笨小孩$靖哥哥👈$2022-02-05 16:42:57$16$跟同时期的四海都是聚焦于底层小人物的片子，但文牧野的这个角度可比韩寒聪明多了。国家这几年真是大力发展蓝领 《奇迹》这部电影可谓是踩准了“主旋律”的点子上。
520$35312437$奇迹·笨小孩$Apiao$2022-02-04 06:37:58$12$四字弟弟和小女孩都很可爱，但是剧情太平了，像是一条横线
521$35312437$奇迹·笨小孩$Chloe Rihumor Y$2022-02-06 21:34:54$12$比四海好看。小妹妹真可爱
522$35312437$奇迹·笨小孩$eugne$2022-04-18 15:08:32$1$前面太苦，后面很甜。
523$35312437$奇迹·笨小孩$Nuts$2022-04-15 08:37:50$4$节奏混乱，剧情悬浮。
524$35312437$奇迹·笨小孩$小黄帽子$2022-02-15 09:50:31$4$足够努力拼搏迎来了奇迹，看不出哪里“笨”小孩。。
525$35312437$奇迹·笨小孩$Shining小彬彬^_$2022-02-25 04:30:54$0$非常励志的故事，但也非常脱离现实
526$35312437$奇迹·笨小孩$今日只吃菜$2022-04-21 13:27:55$0$不放弃，或许就能触底反弹。
527$35312437$奇迹·笨小孩$我知道你是谁$2022-02-02 21:29:39$122$看了让人想上班赚钱的电影哈哈哈 很适合春节看
528$35312437$奇迹·笨小孩$Luigi$2022-04-26 03:13:45$0$即使放在13年的大环境，还是感觉情节突兀，如片名所示，剧情真的很“奇迹”，或许把背景设置再早个十年还能感觉有些合理性，但那个时间段不符合造梦时期，白搭；给小人物设计了这么多苦难，但是为什么活着要这么用力呢？写字楼的工作其实不也是打工人嘛；一悲一喜的团队建设，可是还是有情节堆砌加MV配乐狂煽情的感觉，小人物的团队庆祝成功都只能在拥挤窄小的电梯里，实在是太压抑；易烊千玺的表演还是差一点（五百万时），章宇就露了几次脸还是特别好（哪个地方的口音啊？）。
529$35312437$奇迹·笨小孩$瘦到85去旅游$2022-02-02 21:31:20$58$每个人都是奇迹的创造者，前提是有能力和足够幸运。
530$35312437$奇迹·笨小孩$№      偏执$2022-05-11 20:00:42$2$要有什么样的结局，才配得上这一路的颠沛流离。
531$35312437$奇迹·笨小孩$桃夭灼华lyq$2022-02-05 08:50:32$7$见到了跨越阶层获取财富的不易，电影却没有过分着墨于创业者的悲惨，既有心酸又有欢笑，节奏把握很不错。可惜结尾有些过于理想化了，让电影的立意掉了一些档次，但作为春节档也可以理解把
532$35312437$奇迹·笨小孩$就是废话流$2022-04-15 10:19:57$6$难道是因为贺岁的缘故吗，非得加进一些浮夸和喜剧的成分，导致剧情的开始和走向有些不搭，都2013年了，剧情不应该按照这个发展来。
533$35312437$奇迹·笨小孩$彩戏师wala$2022-04-15 00:33:51$0$应激咬牙看完。好景在望。
534$35312437$奇迹·笨小孩$Stray Kids$2022-02-06 14:58:24$35$真的不错，有笑有泪，剧情诉说小人物的故事满分💯努力奋斗有好结果的💪💪
535$35312437$奇迹·笨小孩$65437988758$2022-05-12 15:44:24$0$中规中矩人物奋斗史
536$35312437$奇迹·笨小孩$AXEL$2022-04-17 17:52:07$5$励志故事，好在演技都在线，故事完成度较高。7分/10分
537$35312437$奇迹·笨小孩$Yvette叶子$2022-04-17 21:25:32$9$台风过后的蚂蚁🐜 最佳！
