$movie_id$movie_title$comment_user$comment_time$comment_vote$comment_text
0$26790961$闪光少女$哪吒男$2017-06-30 16:22:47$2378$二次元少女看了想入党
351$26790961$闪光少女$盔酱兮$2018-10-25 22:13:16$1$二次元的外衣，歌舞青春的内核～二次元我不懂，但里面的人还挺中二，有几分笑点～
352$26790961$闪光少女$fang$2017-07-23 21:39:35$2$又是充满了臆想和做作的青春片
353$26790961$闪光少女$清舞翩翩$2018-01-08 17:01:13$1$二狗你变了，变得现实了。中二魂不变的心！！！
354$26790961$闪光少女$颜颜$2019-10-03 20:53:05$4$"斗琴还挺好的。当初为什么会有口碑？整体，假、傻、尬，为了标签强行把人群分裂，强行制造各种对抗，到也贴了青春期时“认为全世界一定与你为敌”的中二病。其实动漫宅、古风、cos、lo、漫展、小众爱好，这些东西对于年轻人来说只是程度多少而已，怎么会完全割裂成这样。徐璐仿佛是个四十岁的傻白甜刚开始接触现代社会中的年轻人，那几个宅也特别好笑，把古风等同于历史爱好，还看几遍中国通史，这都什么？？？同样，西乐和民乐的矛盾存在，但绝不会以这么幼稚、浮夸的状态存在，搞得好像晚清民国踢碎东亚病夫一样，那什么语境的事儿啊……再者，导演太差了，想做夸张漫画风，所以人物做得脸谱化，但导演完全跟不上，就只显得肤浅和尬了，空喊一个口号，凭什么看不起我。拜托，谁有空天天针对你？清醒的好嘛……"
355$26790961$闪光少女$阿德$2017-07-11 23:36:54$6$不错不错，超出预期的好看
356$26790961$闪光少女$片翼天使$2017-07-16 22:59:59$4$初看比较经验，但值不得回味，但越想越尬。通篇看点只有五段吧，一段是饮水机火锅，一段是卷发棒烤肉，剩下三段都是群体演奏了。有爆点，但尬略多，所以评价会分歧比较大
357$26790961$闪光少女$了了$2017-07-26 12:11:14$2$故事很俗 可是二次元 音乐又很燃 产生了共鸣 哎呀呀 其实我想说百鸟朝凤不愧是王者风范 民乐早几年就开始热起来了 关键还是大环境得好 
358$26790961$闪光少女$稻草公园$2017-07-22 12:22:06$4$虽然中二虽然羞耻，对古风和二次元理解也有偏差，还特么喂一嘴狗粮，但是好看啊捂脸…
359$26790961$闪光少女$懒躺乱翻书$2017-07-20 17:15:37$4$前半段十分尬。每一次BGM响起都十分突兀。喜欢钢琴学长这段分分钟滑到交响情人梦，梗和设定都太老。表演生涩，说得更难听就是造作，“油渣”稍微好点。/ 民乐+二次元推广，节奏不错，剧情蛮工整的，民乐改编惊艳，民乐vs西洋乐有意思。/ 502的四个在家那段戳泪点…公交车托头有爱~
360$26790961$闪光少女$赵哈哈$2017-07-27 10:14:12$1$虽然对二次元有比较深的误解，但整体来说十分青春十分燃！看完觉得自己17岁！歌也都超级好听
361$26790961$闪光少女$索多雅$2017-07-26 16:04:45$5$这样一部国产青春片必须给五星，鼓励胜过作品！虽比不过《五个扑水少年》但国产青春能拍成这样实属不易。别扯那些西乐民乐二次元的犊子，咱们看内核好么~我们平凡渺小但我们努力发光，这才是真实的青春！这才是国产青春片应该有的样子与未来！配乐和医生是大大加分项。最后，彭昱畅单手扯领带帅炸！
362$26790961$闪光少女$bay135$2017-08-12 14:55:36$1$三星半。。简单却有效。影片能很快的把你带入。。让人觉得很有意思。但是二次元的表达流于表面。。
363$26790961$闪光少女$幻影刺客$2018-01-01 23:10:05$1$其实大陆能有音乐体裁的青春校园片挺难得，但是剧情刻意拉大西洋乐和民乐的冲突挺没劲的，在不断宣扬民乐“胜于”西洋乐的同时，背景音乐里全是西洋乐器演奏，也是蛮自相矛盾的。对于大众不愿接受纯民乐这件事，建议梁老师看开点，毕竟《百鸟朝凤》是献给德高望重的亡人的，中西结合更能适应当今社会。
364$26790961$闪光少女$传说北美狗鱼$2017-11-26 09:55:58$2$垃圾导演，垃圾编剧，垃圾演员，垃圾特效。
365$26790961$闪光少女$小药水$2017-08-02 22:58:30$1$剧情挺俗套的...但每一个转折都处理的恰到好处，大家演的也都很好，虽然有点羞耻，不过“二次元”本来就很羞耻....
366$26790961$闪光少女$代号273$2017-08-01 20:32:35$2$真的相当不错啊，以为的雷点几乎没有。以及直接说是古风不是很好？确实几乎全程感动。当然依旧不喜欢古风就是了。
367$26790961$闪光少女$芷宁$2017-07-20 17:38:47$3$明明是情癫少女……被该片宣推方式给shock到了……
368$26790961$闪光少女$Wonder$2017-08-09 21:45:50$1$我们还有很多夏天啊。
369$26790961$闪光少女$寓目$2017-07-29 12:02:29$1$cute～
370$26790961$闪光少女$丁一$2017-09-23 21:30:10$1$"郎在对门唱山歌，
世人嗤笑太忐忑，
百鸟朝钱不朝凤，
小河淌水鼓声动，
山中问答无同类，
月亮出来亮汪汪"
371$26790961$闪光少女$xīn$2017-08-03 13:07:52$0$星美世界城店2017.8.2.11:05pm 去B站补看了墨韵的《权御天下》
372$26790961$闪光少女$mecca$2017-07-18 22:53:55$4$7/18@普陀横店 无脑轻松欢乐。梁翘柏音乐监制，制片统筹动画都是日方，以上制作保证。鲍的剧本，女主少点京腔的糙熟就好了，二次元植入似褒实贬有点齁，黑西洋乐也有点儿过人物漫画向。斗曲尚好，第一声编钟倒真有点儿心酸。题材好匠气重可更棒。片中另有巨型彩蛋。// 一周后追评：格调问题，回味不良
373$26790961$闪光少女$余思梦游仙境$2017-07-22 15:30:59$1$年轻真好
374$26790961$闪光少女$我呼吸的空气$2017-08-20 20:33:27$0$三星半。这才是元气少女应有的模样！看得很开心，虽然满满的套路...
375$26790961$闪光少女$突然粉碎$2017-07-08 17:04:05$1$懂二次元的看了想给编剧寄刀片，不懂二次元的看了会被各种刻板印象误导…不过民乐混搭二次元还是挺新鲜的，编曲也还行，斗琴斗出《野蜂飞舞》，国乐不比西洋音乐差，但是国产青春片仍然差强人意，看起来会有续集吧，毕竟高中生不能早恋…长发齐刘海女二也太像栗山千明了，暖（备）男（胎）油渣好评
376$26790961$闪光少女$Lottie$2018-03-31 21:42:35$2$二次元和民乐真的毫无维和感啊，最后那场蛮热血的。
377$26790961$闪光少女$魏小河$2017-12-31 15:27:10$1$稍尬，但是很燃啊～
378$26790961$闪光少女$雪$2017-09-24 01:12:17$0$給小朋友們點贊
379$26790961$闪光少女$醋海带$2017-07-15 18:39:08$2$这片子太可爱了吧！
380$26790961$闪光少女$无人应答$2017-07-23 22:22:31$1$有台词的地方就有尴尬，如果拍成文艺二次元会不会好些蛤。
381$26790961$闪光少女$瓜。相信这个世界很变态。$2017-10-28 22:35:12$1$鼓励为主吧。毕竟这种三观端正正能量燃系青春片还是少的，虽然民俗乐器和二次元的结合都有点别扭，导演处女作在调度能力上也有欠缺，但看着还挺愉快的。
382$26790961$闪光少女$梅岭藏殊梅长苏$2018-08-01 13:40:42$1$青春片该有这样的好片，比撕逼堕胎好多了，文化不分高低贵贱
383$26790961$闪光少女$[已注销]$2018-11-25 04:12:45$0$我不太了解二次元世界，对我来说感觉较平庸。特别是刚看了《寻梦环游记》这样的电影，再和这个一比，发现这个剧本较差。
384$26790961$闪光少女$丽地呼声$2018-03-01 22:42:43$0$绝对佳片，可惜宣发布给力，梁翘柏监制，音乐元素运用的超级到位，包括E神的客串都超级给力，里面的音乐非常赞，少男少女的音乐故事，民族情怀，青春思考，剧情流畅吸引人，难得。民乐与西洋乐隔门大战；宿舍里的古风演唱；公交车上的暖心搀扶；校园水池边吃西瓜；萤火虫和好听的歌儿，这些画面都难忘
385$26790961$闪光少女$失忆名侦探$2017-09-25 03:13:21$2$像是穿短袖衬衣打领带的中年人为了俯就二次元的小朋友而专门去补习了大头儿子。
386$26790961$闪光少女$一贫$2018-01-13 02:16:09$0$两场表演和那场斗乐都好燃。这才是青春片该有的样子嘛。。。PS：片名和海报真的是太low了。当时完全没有想看的意思，直接是略过，后来有朋友说组织了同事一起包场看，很好看之类的，才关注的。PSS：原来饮水机也可以涮火锅，当年我们为什么没有想到。。。╮(╯▽╰)╭
387$26790961$闪光少女$Fleurs.哼哼$2017-08-06 16:53:10$1$有点傻啦吧唧的，但是2.5次元的看起来还是有点小感动
388$26790961$闪光少女$宇宙电影王$2017-07-15 23:24:26$3$这电影是擦边球大杂烩，校园剧、COSPLAY、励志、音乐电影，可没一个擦出了闪光
389$26790961$闪光少女$旮旯小仙$2018-06-10 09:29:30$1$满分国产青春片啊，太燃了！千指大人太酷了
390$26790961$闪光少女$肩胛骨$2017-07-21 21:09:32$3$片子3星半，我以为是1星片去看的，为了看完的这份惊喜打5星！！！超级可爱的电影，太青春了！
391$26790961$闪光少女$许慎$2019-06-26 00:53:09$1$看白百何和黄渤谈恋爱。
392$26790961$闪光少女$寡狗$2017-07-16 19:22:47$12$可以说是有模有样了，距离矢口史靖的《摇摆少女》还差些火候，不过，过程还是让我感到了快乐，简单纯粹在某些豆瓣人眼里成了空洞泛味，多一些这种电影，对于中国电影市场里这一潭浑水里我想不到有什么坏处，集体主义怎么了，他从来不是叫你泯灭个性，和志同道合的伙伴一起燃烧青春，二次元赛高。
393$26790961$闪光少女$Ber_雪碧$2022-07-01 18:49:34$0$7
394$26790961$闪光少女$蓝格子$2017-11-14 19:51:35$0$bgm很强大，剧情是硬伤，节奏特别棒，每个点都有爆的感觉～
395$26790961$闪光少女$道臣岚$2020-11-29 23:32:35$0$因为少年心气所以浮夸也不太讨人厌。但我好奇的是，这些曲子，怎么…都好难听…………………
396$26790961$闪光少女$jeansolove$2017-07-25 22:55:54$2$国人的青春那么丧，打多少针鸡血都不会燃起来的。传统和古风已然是需要被二次元拯救的少数派存在了，真是一个悲凉的事实。
397$26790961$闪光少女$Velox$2017-09-29 04:13:17$1$自以为靠某元素亲近了某群体，实际上却只是在充满了偏见地无知又傲慢地套近乎，比单纯的误解还让人心生厌恶。（抑或是真正不懂二刺螈的其实是我？
398$26790961$闪光少女$seeme | 北北$2017-10-22 12:33:36$1$没有报任何希望地在飞机上打算打发时间来着，结果却被电影里的音乐震撼，尤其是民乐的野蜂飞舞，真是绝了，为音乐加一星！
399$26790961$闪光少女$seabisuit$2019-05-04 18:06:09$0$CCTV6重看补标，上影节推国产新片还是挺厉害的，超级混搭漫画感的风格在青春类型的院线片里算新颖。相比台湾日本女编剧的本土化做得也好，把音乐题材拼贴出乱斗和破次元的意味，就是GALA的歌在电影里总是用不好。新老演员包括客串的，彭昱畅又呆又丧的尽显脱俗。
400$26790961$闪光少女$chan$2017-10-05 14:05:18$0$还成，不傻逼
401$26790961$闪光少女$Clarke$2017-08-09 19:38:45$0$这一波新人才是国产剧之光啊！全员笔芯！音乐阵容加星！客串加星！感觉是很亲切的一个剧组！祝星途坦荡荡！
402$26790961$闪光少女$建邺城牛大胆$2017-07-15 22:25:20$2$3.5 虽然这个题材已经被国外拍烂了 但融合了中国特色和二次元 对于国产青春还是一个新尝试 徐璐演得太谢娜了太用力我接受不了 片子有很多可爱的地方 中西乐器的冲突到后面的PK 处理得不错  除了花仙子画风和后面客串的洛天依(？)搞得low了 陈奕迅演得真好
403$26790961$闪光少女$已注萧$2020-09-19 22:27:34$0$有些细节让人十分惊喜，有些情节让人尬得脚趾抠地。如果是用没有逻辑的推进，不符合现实的画面，剪辑拼凑出来的燃点来展示想要宣扬的东西，那这个东西真的能打动人吗，这是创作者要思考的问题。好在这部剧有彭昱畅的颜值巅峰，有好听的音乐，有花了心思的彩蛋，可以加一星。
404$26790961$闪光少女$皮革业$2017-07-18 22:42:17$3$要说颜值即正义，这片可能有点邪恶……
405$26790961$闪光少女$西四小二$2017-12-27 22:16:46$1$选题好棒，西洋乐与民乐，二次元与三次元，这些已经令这部青春片很新鲜了。演员的表现也恰到好处。但这些元素也注定了它是有针对观众的，吸引一批观众，隔绝另一些观众，我可能处于被隔绝的那部分。
406$26790961$闪光少女$山下猫$2018-05-30 23:57:31$1$有些果然不出所料的套路和烂台词和煽情，刻意夸大欺凌，是剧作缺乏新意的地方。服装化妆好评，家庭成员部分的美术做的好像保健品广告。惊喜的是一班主要角色松弛不做作的喜剧表演，不知道在当下这个电影世道下会不会又被浪费掉。港产武侠片配乐中很好运用了民乐，黄霑胡伟立黎允文黄英华陈勋奇
407$26790961$闪光少女$夏日的小西瓜$2018-12-10 00:11:14$0$国产青春电影就应该有这样的水准，画面很棒！
408$26790961$闪光少女$小猪大侠$2017-08-10 02:51:44$2$两星半吧，编剧随处可见的小机灵和少女感是一贯的优点，但剧情跟人设也太随便了，好看的都是演奏的部分，剧本比33还要糙。男主角前半部分到底在干吗？导演差评。转场剪辑都在丢分。徐璐倒是比想象的好很多。
409$26790961$闪光少女$Emma$2017-07-19 22:33:46$6$天哪，台词表演能再差吗。编剧能认真了解下二次元为何那么热血吗。幸好乐团（配音）的曲子还不错。两星半。
410$26790961$闪光少女$账房先生$2017-08-09 08:41:33$1$甜得不矫情。最近心情不好，昨晚看完被逗开心了，好评！
411$26790961$闪光少女$杨三疯$2017-10-05 19:02:16$1$受众精准定位。千万不要跟二次元认真，他们的电影会把你拉到二次元，然后打败你，还傻逼呵呵的燃一下子，看来人都要有一颗年轻的心，其他的不说了，尬！
412$26790961$闪光少女$容貌焦虑主理人$2018-01-10 23:18:09$0$还是很尬，但几处漫画镜头的处理出彩。
413$26790961$闪光少女$drunkenstain$2018-08-22 01:41:17$0$感情戏和细节太尬了，二次元文化是拍得挺有意思的，但把民乐振兴放在和西方乐器喊口号，甚至放在相互抵触的境地，喊出那句“你的十七岁一定比我们后悔”，下一个镜头就解散乐队了，很多细节太幼稚，但音乐很棒啊，千指大人牛逼。
414$26790961$闪光少女$白·娘子$2018-01-30 23:11:55$2$Get不到哪里好看
415$26790961$闪光少女$Enthropocene$2017-07-25 15:34:45$3$意外地好看诶，有种Pitch Perfect的感觉，乐段不少又燃又好听，莫名地泪目至少三次自己也是傻了，是一部观感不错的青春片。作为一个初高中身边有巨大二次元住民基数的本身大概算二点七次元的路人来说电影里对二次元文化的夸张表现还是在可以接受的范围内。顺便被千指大人帅了一脸……
416$26790961$闪光少女$童仔找你玩$2017-07-20 19:55:05$3$支持一下，教科书一般的flag和套路，毫无悬念还是有点燃，青春。狗粮清新脱俗，女主不low不装不弱不屌，棒棒的。问题餐厅的梗，我忍。权御天下，惊喜。音乐监制梁翘柏，为你五星！
417$26790961$闪光少女$SingLesinger$2017-10-01 13:50:47$0$啊发光的青春
418$26790961$闪光少女$夏树$2017-07-26 23:50:36$3$还是去看了，确实各种各样的问题，也有被尴尬到。但认真想了想，这部作品的出现其实是有重大意义的，给青春片提供了新思路和新眼界，鲍鲸鲸选择这个题材来创作说明她是有自己的思考的，这也应该是年轻编剧应该着力的地方。全片的音乐铺得太满而且剪得很粗暴，宣传团队严重拉后腿也满让我同情，四星鼓励
419$26790961$闪光少女$猫语猫寻$2017-08-11 10:48:17$1$非常可爱的一部片，但对二次元解读确实有些浅薄，但刘泳希真的是个好适合做 coser。之前没有看过徐璐演戏，没想到她能演成这样。中段叙事节奏虽然有点强推感，但是被音乐给掩饰过去了。整体还是很不错的，三星半！
420$26790961$闪光少女$陈赖汉$2017-08-07 15:36:08$2$所以二次元他妈的和西洋乐以及民乐有几毛钱关系，没了这个，电影一样说得通啊。还有，西洋乐不是装逼，民乐也不是土，谢谢。
421$26790961$闪光少女$Andrew$2017-07-16 22:52:51$2$网大水平制作。中西乐器对立强行，二次元形象塑造刻板，场面调度生硬，好在有股笨拙的生命力和真挚的诚意在其中。值得鼓励不值得吹捧。
422$26790961$闪光少女$游坦$2018-01-01 15:08:31$1$服化道辣眼睛
423$26790961$闪光少女$·$2017-07-15 17:46:26$2$不错哟，难得的拍得不错的国产青春片。
424$26790961$闪光少女$楚小葵$2017-09-22 21:37:08$1$很久没有看到国内真正的青春片了，尤其还是音乐题材更是少见，单纯民乐的展现能力肯定没有这些和二次元结合的形式高，不过中国传统乐器真的非常棒。
425$26790961$闪光少女$LiliMarleen$2017-07-31 13:01:51$1$看之前就知道热血啊青春啊励志这一卦我是最吃的了，最后果然很热血啊~似乎被二次元喷得很惨，不过我脱宅很久了，看起来并没有多违和，反而觉得一心坚持个人兴趣的年轻人难得的可爱呢！音乐不错，感情也不突兀，想吐槽的是西洋乐现在混得也不怎么样，就别嘲笑民乐了喂……
426$26790961$闪光少女$yupei$2017-07-26 21:51:36$2$很惊喜，被片名和宣发坑了的电影。虽然槽点很多，但各种文化元素的相互尊重和创造性融合真的好热血好燃，这才是青春片！音乐总监梁翘柏应记大功，第一次合奏一出来燃哭了好吗！只要内心有想守护的东西，就会被感动。
427$26790961$闪光少女$自行车飞奔$2017-07-21 15:00:29$3$商业片应有的节奏和叙事质量。7分
428$26790961$闪光少女$Pam$2017-07-21 14:48:21$2$3.5
429$26790961$闪光少女$水$2017-08-31 09:52:43$1$被名字耽误的伪二次元电影，设定在中国的话还是大学或许更符合一些。不过整体感觉题材很新鲜。最起码看起来笔其他所谓的青春片要好很多
430$26790961$闪光少女$影子的影子$2017-09-23 00:55:14$1$可以说是毫无导演才华吧，以至于看的时候不停暂停和朋友讨论刚刚那一场我觉得可以怎样拍。开场的长镜头太难看了，剪辑太差了，台词好几处也太敷衍了，音乐不仅铺得太满而且真的选得一塌糊涂，原创的那首古风歌太难听了，细数下来毛病一大堆，完全看不进去。
431$26790961$闪光少女$Hi Friday$2018-07-11 21:50:07$0$180708&amp;180711，往返普吉岛飞机上。一年多想看的电影拖到了飞机上才看，真的是非常二次元的电影，还蛮可爱的。三星半吧。
432$26790961$闪光少女$雪松勿忘绿$2017-10-06 23:25:08$1$题材就是这么美好，让我关心她们日后的生活。3星半。
433$26790961$闪光少女$Chris  一切由无聊开始$2018-01-13 13:28:25$1$1全片冒傻气。我理解的单纯稚嫩青春不等于冒傻气。2音乐上不太讲究，表面看来好像音乐挺好，实际上很乱。最后电吉他贝斯都进民乐团了。3对二次元的理解也很弱。很表面化。4摄影剪辑什么的还算流畅，称不上好，更没特色。5编剧做得还算够格，以至于普通观众会觉得比较精彩有趣吧。6聪明人拍出来骗普通人
434$26790961$闪光少女$又又$2018-06-20 21:11:34$0$为什么评分这么高……太中二了，一点都不喜欢女主，光看演员平时的照片还挺好看，但片中的造型+演技真的让人好讨厌哦
435$26790961$闪光少女$香水瓶$2017-07-15 20:35:45$4$音乐附中版我的少女时代，民乐与西洋音乐的碰撞，现实生活与二次元世界的碰撞，确实看点挺多的。90后演员们表现得也很好！加一星给这种音乐情怀，一定要有人继续演奏下去哇！
436$26790961$闪光少女$踢迩达$2017-10-25 20:50:01$0$对二次元的解读还是很到位的，一些温暖的点也直击人心。不要太苛求啦，这大抵是九零后的青春咯。
437$26790961$闪光少女$istván🐾$2017-07-23 22:46:32$1$优点就是音乐选的还可以。除了二次元大乱炖，演员台词功底也太差了。90后的确是暴露在信息爆炸的时代下，但多元青春不是猎奇。
438$26790961$闪光少女$H.C.McTang$2017-10-07 17:08:44$0$可以更好
439$26790961$闪光少女$默语生$2017-07-21 00:10:46$3$日漫真人版拍法，有夸张误解但不至于雷。二次元，古风圈，早恋，能呈现大银幕算是突破，可惜与意识形态合流部分又异常保守令人有些不舒服。中西音乐简单二元对立属于强行制造反派，人物扁平化，导致结尾难自圆其说。囿于门户之见，对音乐自身之美反而诠释不够，格局小了，可惜。三星半。
440$26790961$闪光少女$天马星$2017-07-21 17:53:20$5$即使对于二次元的描述过于夸张与片面，但依然要为本片鼓掌，在听到《万神纪》的曲子的时候不知觉流泪了。我们太缺关照现实的青春电影了，不要再消费青春情怀了，我们需要的是这样的阳光的、中二的、带点小心思的青春片，需要的是对小众的包容的青春片。当然，影片的缺点依然很明显，反人类的剪辑啊。
441$26790961$闪光少女$淋$2020-01-01 10:36:23$1$青春心思，看的我脸好烫的鸭
442$26790961$闪光少女$车百万$2017-07-26 16:44:33$2$堪称的历史断裂之作，形式上再大胆一点就更革命了。惊人敏感的意识形态表达：民乐吸收二次元对抗西洋乐，最后共建通三统的中国未来。不像斯科特，野心更大，不是某一亚文化内部封闭的自我表达，而是将其置于民族国家等更大的图画中。最后一场的高潮出现的全息影像，更是2与3的完美结合
443$26790961$闪光少女$大頭小妖怪$2017-07-27 19:18:13$1$燃！！！
444$26790961$闪光少女$荆棘$2020-07-04 07:51:58$0$彭彭五星
445$26790961$闪光少女$朱尔赫斯$2017-09-25 11:14:39$1$有点尴尬啊……
446$26790961$闪光少女$[已(手动)注销]$2017-07-29 19:26:05$2$多加一星给记忆滤镜。小学毕业老爹去问过音院附中招生办，招生办老师直接说“民乐我们不招，你女儿要是学钢琴就好了”。不过这部片应该二次元的孩子们会挺喜欢：）
447$26790961$闪光少女$凛柩$2017-07-23 21:21:09$1$事实证明，单从台词来看鲍鲸鲸在失恋三十三天获得的成功真的是靠运气
448$26790961$闪光少女$那个巫婆$2017-07-11 15:57:27$5$我这么不中二的严肃少女被这部民族乐魂加二次元的青春片燃到了……！以为会很烂的，结果并没有，出乎意料的好看，立意和表达都很棒！笑点完全到位。陈奕迅客串真是不出声都是笑点！
449$26790961$闪光少女$L.C.$2017-10-03 21:46:37$0$挺好的，提醒了中国民族乐衰落的现状，不过因为不够流行，所以确实难以发展。民族乐缺少一个像“中国有嘻哈”这样的契机。
450$26790961$闪光少女$ciseibian$2017-09-23 23:23:54$1$现在有点后悔当时没去电影院看，那段西洋乐器PK民族乐器的《野蜂飞舞》+《百鸟朝凤》简直太好听了！虽然演员演的稚嫩，但是一部电影能融合二次元、古风、民乐、青春，本身就是很成功的。二次元是下一个风口，这部电影从创作的新意上来讲，应该给五星。
451$26790961$闪光少女$罗夏$2018-06-05 19:48:52$0$做作尴尬，不及格，看看日本的摇摆少女 扶桑花女孩是怎么拍的
452$26790961$闪光少女$齐语$2017-07-10 21:17:24$9$这就是一部小包和小王的电影啊。陈惊一颦一蹙的可爱像极了小包，李由私藏各种照片又像极了小王。连表白背景音乐都是小王求婚用的那首。还有花姐最爱的陈奕迅。影毕旁边两个二次元少女蹦起来直呼好看。连我这个三次元看完都想去给花姐打call：DDD
453$26790961$闪光少女$胡桃园咔嚓女王代表老柴咔了你$2017-10-10 14:28:56$0$3.5分，比开心麻花们好，不闹。是部不算太成功的音乐片，剧情都是套路，不过套路得也算自然，有尴尬夸张的群众表现，斗琴那里看见陈医参装老干部就笑SHI了。加分点是，手部动作不穿邦，看着像真会弹的，真的很费力拍了很多演奏镜头，吃力但不大好，就这样。讲真音乐弱了点。
454$26790961$闪光少女$熱牛奶$2017-09-23 00:29:19$1$你们的好评是认真的？以为会看到中国版的《摇摆少女》，结果只看到了扯犊子的《奇葩大会》。
455$26790961$闪光少女$江来$2019-04-18 20:42:18$0$小彭真不错
456$26790961$闪光少女$道路都光明$2017-08-12 20:28:44$3$"没什么。
因为被宣传和编剧采访坑成这样，只好再加一星。
谁高中没在课间躲在课堂后面听过老妖？谁还不会来solo一首《盛唐夜唱》？谁没在运动会的时候看完一整套的《驱魔少年》？谁没在流月城和天墉城洒过热泪？
多谢鲍鲸鲸，虽然你采访坑人，但是总归是你，给我们，画了一幅肖像。"
457$26790961$闪光少女$亲爱的猥琐猪$2017-08-01 17:13:46$0$近来叙述最流畅的青春片。套路：传统精华遭遗忘，被一群边缘化的高手捡拾起来融入新元素，成功回到时代舞台。宅元素在里面是调味，换个属性照样讲。漫展登台，中西斗琴，大合奏各有亮点。只是刻意黑化西洋乐学生不太好。槽点大概是废专业梗、南小鸟手办和无处不在的厄介吧。得罪化妆服装师系列……
458$26790961$闪光少女$百城千世子$2017-08-07 01:02:49$2$将民乐和西洋乐争论之因缘粗浅地概括为爱国和崇洋，将女主对扬琴的热爱可笑地解释为命运使然，将各种元素尴尬糅合美名其曰为艺术的多样和包容，将青春的热血无畏脸谱化幼稚化，把一些人珍视的小众爱好夸张扭曲化如让人哄笑的小丑。从中我感受不到包容与尊重，只能感受到被亵渎和冒犯。
459$26790961$闪光少女$七彩云男$2017-07-16 19:11:26$4$之前的《百鸟朝凤》让人望而生畏，这次用青春片的形式外加二次元来宣扬民乐，生动活泼多了，推荐一下。
460$26790961$闪光少女$待城$2017-08-07 22:25:38$2$真的是很燃的一部电影，虽说有不成熟的地方但真的很好看，作为一个学过古筝和二胡的人（虽然都没有坚持下去）我是超喜欢民乐的呀 不是很懂为什么学西洋乐的这么骄傲，这段看的有点气
461$26790961$闪光少女$未注销$2017-07-20 22:57:01$4$看到很多打四星五星的，都在和其他国产青春片比，我是没怎么看过青春片，可是不管怎样，味道浓烈的屎不能吃，味道寡淡里面还能找出几颗玉米来的屎就能吃吗？
462$26790961$闪光少女$龙皇$2021-01-11 21:19:20$0$可爱美女一大群，2.5次元有点另类，很有时代感，加一星鼓励。
463$26790961$闪光少女$we are$2017-07-22 23:16:41$1$出乎意料很燃的一部青春电影哎。
464$26790961$闪光少女$huyouyou$2018-01-06 17:06:29$0$太二次元了，无法看完。#20180105
465$26790961$闪光少女$爱吃梦的小怪兽$2017-07-11 22:37:49$5$1刻意强化了民乐与西洋乐的冲突，主矛盾冲突上就过于牵强了，但还有些趣。2音乐上，有几首民乐的使用笑料十足，但也仅只于此，编钟最后在编曲上也是可有可无，完全没体现叙事上铺垫的价值。3为民乐找到了二次元的出口，其实随着民谣的泛滥民乐普及程度很高了。4总体挺一般，音乐与叙事很脱离
466$26790961$闪光少女$王喝冰$2018-12-03 20:30:20$1$首先要说一句，电影里徐璐这样的女生其实真的很美。诚然，这部电影的确稍显稚嫩，也太趋向于套路的戏剧化，更称不上是什么完美的佳作，但是，还是那句话——“Don't think.Feel”。电影是感官艺术，最重要的是去感受电影，而不是去纯理性地思考和剖析电影，否则在我看来那就是舍本逐末南辕北辙了。在这部电影里，我感受到了音乐的力量，感受到了青春的美好，它让我看得很高兴，这就够了。
467$26790961$闪光少女$咗咗$2017-07-09 16:56:32$6$中二不好吗？！评分这么低闹哪样。作为一个中二病，虽然觉得前面套路，从中间开始我可是边笑边哭🙂 这不青春吗？反正我觉得这样的处理挺好的。
468$26790961$闪光少女$阳台上的Bunny$2017-07-21 22:48:39$1$男主的设定很讨喜～但整个故事很难让人有带入感（可能因为我不是二次元？？）槽点很多，观影的时候看周围的反应就能知道，质疑的点挺多，比如女主一开始为什么为了个男的能做那么多事（感情基础弱）；弹古风歌有必要把历史了解那么多吗？还有贯穿的民乐西洋乐同学之争，太不现实了。
469$26790961$闪光少女$cliosong$2017-07-15 22:01:23$5$（6.5）一个正确的青春片方向。边缘群体觉醒的主题比预告片反复暗示的二元对立主题更贴切。三场重要的音乐展示不仅框定了基本脉络，也凭借自身的魅力填不了剧作和导演水平的不足。观赏性颇高，毛病不少，总体推荐。徐璐挺漂亮。
470$26790961$闪光少女$Eileke$2017-07-15 17:00:53$5$近期国产最佳了！台词画面剧情笑点要啥有啥，很真实校园展现，二次元和国风融合满分，再奇葩也有伙伴，再弱小也会闪光。很有美国青春片的感觉，赞赞赞！
471$26790961$闪光少女$LOVE&amp;PEACH$2017-07-31 18:20:18$4$幸好去看了，喜欢喜欢，私心给五星❤
472$26790961$闪光少女$柒柒♀$2018-09-18 15:06:55$2$还可以的青春片，徐璐可以
473$26790961$闪光少女$苏乏$2018-02-11 13:16:22$0$能够看出在一个普通故事的基础上所选取的桥段和人物状态都尽可能往目标人群上靠，所以会有人看后觉得无法适应，包括我有几处也会感觉尴尬，可能是代沟也可能是分寸感，总体工整且真诚，是很好的尝试，目前的表现跟专业的制片人和制作团队分不开，虽然我不知道但在最开始撬动这个项目的点也极为重要
474$26790961$闪光少女$一小片$2017-09-28 16:31:21$0$中西斗琴那段很带感，别的还行，还是满满的套路，主旋律有点太用力了，套了个音乐和二次元的皮
475$26790961$闪光少女$碎岁$2017-10-18 13:35:32$1$梗很老套，但片子非常好看，元气满满。
476$26790961$闪光少女$深夜的阿斯伯格$2017-07-16 14:50:44$1$政治正确。那个西洋乐女好像富江。现在都是low逼学西洋乐，大家闺秀都学民乐。
